Suburb,Type,Price,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,Uppercase,,Pricelandratio,
Sunshine West,h,645000,27/11/2016,13.5,3,1,1,542,,1950,Brimbank City Council,-37.7949,144.8303,Western Metropolitan,3755,71,1295.202952, ,234000,55714.28571,9084.507042,SUNSHINE WEST,,,
Sunshine West,h,500000,27/11/2016,13.5,3,2,2,667,142,1950,Glen Eira City Council,-37.9088,145.0471,Southern Metropolitan,3578,71,2653.673163,12464.78873,590000,150000,7042.253521,SUNSHINE WEST,,,
Templestowe Lower,h,1220000,27/11/2016,13.8,3,2,2,421,126,1950,Glen Eira City Council,-37.9168,145.0809,Southern Metropolitan,10969,71,1852.731591,6190.47619,260000,56115.10791,17183.09859,TEMPLESTOWE LOWER,,,
Templestowe Lower,h,1650000,27/11/2016,13.8,4,2,2,700,165,1950,Glen Eira City Council,-37.9117,145.0534,Southern Metropolitan,10969,71,2414.285714,10242.42424,422500,121582.7338,23239.43662,TEMPLESTOWE LOWER,,,
Templestowe Lower,h,1182500,27/11/2016,13.8,3,3,1,391,122,1950,Glen Eira City Council,-37.9149,145.0788,Southern Metropolitan,10969,71,2023.017903,6483.606557,263666.6667,56906.47482,16654.92958,TEMPLESTOWE LOWER,,,
Templestowe Lower,h,1020000,27/11/2016,13.8,3,1,1,384,112,1950,Monash City Council,-37.8542,145.1138,Southern Metropolitan,5678,71,1484.375,5089.285714,190000,48717.94872,14366.19718,TEMPLESTOWE LOWER,,,
Thornbury,h,1370000,27/11/2016,6.5,3,2,2,653,120,1950,Monash City Council,-37.8445,145.1011,Southern Metropolitan,5678,71,2358.346095,12833.33333,513333.3333,131623.9316,19295.77465,THORNBURY,,,
Thornbury,u,303500,27/11/2016,6.5,3,2,1,246,133,1950,Port Phillip City Council,-37.8861,144.9877,Southern Metropolitan,8989,71,6605.691057,12218.04511,541666.6667,211038.961,4274.647887,THORNBURY,,,
Thornbury,h,1160000,27/11/2016,6.5,3,1,1,551,114,1950,Moonee Valley City Council,-37.7571,144.9335,Western Metropolitan,9264,71,2058.076225,9947.368421,378000,141750,16338.02817,THORNBURY,,,
Toorak,t,910000,27/11/2016,4.6,2,1,2,467,92,1950,Darebin City Council,-37.7345,144.9977,Northern Metropolitan,14577,71,1897.216274,9630.434783,443000,100681.8182,12816.90141,TOORAK,,,
Williamstown,h,2255000,27/11/2016,8,3,2,4,722,196,1950,Moonee Valley City Council,-37.7427,144.9226,Western Metropolitan,3284,71,2077.562327,7653.061224,500000,154639.1753,31760.56338,WILLIAMSTOWN,,,
Williamstown,h,1710000,27/11/2016,8,3,1,1,562,156,1950,Darebin City Council,-37.7602,144.9878,Northern Metropolitan,8870,71,1975.088968,7115.384615,370000,170769.2308,24084.50704,WILLIAMSTOWN,,,
Williamstown,h,2440000,27/11/2016,8,3,1,1,465,115,1950,Moonee Valley City Council,-37.7626,144.8954,Western Metropolitan,1543,71,2559.139785,10347.82609,396666.6667,130769.2308,34366.19718,WILLIAMSTOWN,,,
Williamstown North,h,1225000,27/11/2016,8.9,2,1,2,691,140,1950,Monash City Council,-37.9109,145.0995,Southern Metropolitan,3224,71,1251.808973,6178.571429,432500,61785.71429,17253.52113,WILLIAMSTOWN NORTH,,,
Yarraville,h,1380000,27/11/2016,7,2,1,1,586,86,1950,Monash City Council,-37.8683,145.1082,Southern Metropolitan,2894,71,1894.197952,12906.97674,555000,90983.60656,19436.61972,YARRAVILLE,,,
Yarraville,h,966000,27/11/2016,7,3,2,3,629,168,1950,Glen Eira City Council,-37.912,145.0752,Southern Metropolitan,10969,71,1845.786963,6910.714286,387000,83525.17986,13605.6338,YARRAVILLE,,,
Yarraville,u,480500,27/11/2016,7,2,1,1,0,66,1950,Moreland City Council,-37.7775,144.9607,Northern Metropolitan,11918,71, ,8712.121212,287500,110576.9231,6767.605634,YARRAVILLE,,,
Yarraville,h,1520000,27/11/2016,7,4,3,4,613,142,1950,Maribyrnong City Council,-37.7799,144.8879,Western Metropolitan,4918,71,1982.055465,8556.338028,303750,139655.1724,21408.4507,YARRAVILLE,,,
Yarraville,h,1287000,27/11/2016,7,3,2,3,596,203,1950,Moonee Valley City Council,-37.7609,144.905,Western Metropolitan,6232,71,2894.295302,8497.536946,575000,250000,18126.76056,YARRAVILLE,,,
Aberfeldie,h,670000,27/11/2016,9.1,2,1,3,493,95,1950,Darebin City Council,-37.74,144.9821,Northern Metropolitan,14577,71,1805.273834,9368.421053,445000,101136.3636,9436.619718,ABERFELDIE,,,
Brunswick East,h,1600000,27/11/2016,4.5,3,1,1,621,,1950,Darebin City Council,-37.7195,145.0074,Northern Metropolitan,21650,71,1127.214171, ,233333.3333,62500,22535.21127,BRUNSWICK EAST,,,
Brunswick East,h,1325000,27/11/2016,4.5,5,4,2,640,,1950,Bayside City Council,-37.928,145.0095,Southern Metropolitan,6938,71,4531.25, ,580000,271028.0374,18661.97183,BRUNSWICK EAST,,,
Murrumbeena,h,1090000,27/11/2016,12.1,4,2,1,921,174,1950,Monash City Council,-37.8494,145.1291,Southern Metropolitan,5678,71,1826.275787,9666.666667,420500,143760.6838,15352.11268,MURRUMBEENA,,,
Ormond,h,1177000,27/11/2016,11.8,2,1,3,586,145,1950,Darebin City Council,-37.7205,144.9659,Northern Metropolitan,3445,71,1467.576792,5931.034483,430000,93478.26087,16577.46479,ORMOND,,,
West Footscray,h,450000,27/11/2016,8.2,2,1,0,483,57,1950,Port Phillip City Council,-37.874,144.9835,Southern Metropolitan,8989,71,1190.47619,10087.7193,287500,74675.32468,6338.028169,WEST FOOTSCRAY,,,
West Footscray,h,935000,27/11/2016,8.2,3,1,4,640,97,1950,Moreland City Council,-37.6986,144.9243,Northern Metropolitan,8870,71,1151.5625,7597.938144,245666.6667,56692.30769,13169.01408,WEST FOOTSCRAY,,,
West Footscray,h,830000,27/11/2016,8.2,3,2,2,224,3,1950,Moreland City Council,-37.702,144.9507,Northern Metropolitan,8870,71,2053.571429,153333.3333,153333.3333,35384.61538,11690.14085,WEST FOOTSCRAY,,,
Albion,h,840000,27/11/2016,13.9,3,1,2,493,87,1950,Darebin City Council,-37.7441,145.0221,Northern Metropolitan,14577,71,1247.464503,7068.965517,205000,69886.36364,11830.98592,ALBION,,,
Oakleigh,h,1225000,27/11/2016,14,3,1,2,369,94,1950,Darebin City Council,-37.7359,144.985,Northern Metropolitan,14577,71,1991.869919,7819.148936,245000,83522.72727,17253.52113,OAKLEIGH,,,
Cremorne,h,1300000,27/11/2016,2.5,3,1,2,570,,1950,Darebin City Council,-37.718,144.9999,Northern Metropolitan,21650,71,1403.508772, ,266666.6667,71428.57143,18309.85915,CREMORNE,,,
Keilor Park,t,600000,27/11/2016,14.5,2,1,2,502,104,1950,Hobsons Bay City Council,-37.8263,144.8775,Western Metropolitan,1223,71,1693.227092,8173.076923,425000,110389.6104,8450.704225,KEILOR PARK,,,
Keilor Park,h,575000,27/11/2016,14.5,3,2,3,782,215,1950,Monash City Council,-37.8621,145.1021,Southern Metropolitan,2894,71,2085.677749,7586.046512,543666.6667,133688.5246,8098.591549,KEILOR PARK,,,
Airport West,h,730000,3/12/2016,13.5,3,1,1,632,108,1950,Glen Eira City Council,-37.9282,145.0367,Southern Metropolitan,6795,71,2045.886076,11972.22222,431000,99461.53846,10281.69014,AIRPORT WEST,,,
Altona,h,1525000,3/12/2016,13.8,3,1,1,702,134,1950,Whitehorse City Council,-37.827,145.1209,Eastern Metropolitan,4605,71,1887.464387,9888.059701,441666.6667,101145.0382,21478.87324,ALTONA,,,
Armadale,u,995000,3/12/2016,6.3,2,1,2,604,145,1950,Bayside City Council,-37.9268,145.0094,Southern Metropolitan,6938,71,3054.635762,12724.13793,922500,172429.9065,14014.08451,ARMADALE,,,
Armadale,t,1205000,3/12/2016,6.3,3,2,1,213,,1950,Moonee Valley City Council,-37.7631,144.9073,Western Metropolitan,6232,71,4180.751174, ,296833.3333,129057.971,16971.83099,ARMADALE,,,
Armadale,h,1939000,3/12/2016,6.3,3,2,3,696,164,1950,Moonee Valley City Council,-37.7261,144.9171,Western Metropolitan,3284,71,1652.298851,7012.195122,383333.3333,118556.701,27309.85915,ARMADALE,,,
Ascot Vale,h,940000,3/12/2016,5.9,2,1,2,697,,1950,Brimbank City Council,-37.7835,144.8176,Western Metropolitan,2185,71,961.2625538, ,335000,48201.43885,13239.43662,ASCOT VALE,,,
Ascot Vale,u,467000,3/12/2016,5.9,3,2,4,400,94,1950,Monash City Council,-37.8675,145.106,Southern Metropolitan,2894,71,1902.5,8095.744681,253666.6667,62377.04918,6577.464789,ASCOT VALE,,,
Avondale Heights,t,851000,3/12/2016,10.5,2,1,4,749,77,1950,Maribyrnong City Council,-37.7814,144.847,Western Metropolitan,3589,71,1158.878505,11272.72727,434000,80370.37037,11985.91549,AVONDALE HEIGHTS,,,
Balaclava,u,410000,3/12/2016,6.6,3,1,2,349,95,1950,Moreland City Council,-37.7589,144.9368,Northern Metropolitan,7082,71,2320.916905,8526.315789,270000,137288.1356,5774.647887,BALACLAVA,,,
Bentleigh,h,1425000,3/12/2016,13,3,1,3,585,120,1950,Maribyrnong City Council,-37.7941,144.8924,Western Metropolitan,7570,71,1974.358974,9625,385000,180468.75,20070.42254,BENTLEIGH,,,
Bentleigh,t,851000,3/12/2016,13,3,2,3,479,153,1950,Darebin City Council,-37.7271,144.9968,Northern Metropolitan,21650,71,2083.507307,6522.875817,332666.6667,89107.14286,11985.91549,BENTLEIGH,,,
Bentleigh East,u,746000,3/12/2016,13.9,4,1,2,581,130,1950,Brimbank City Council,-37.7712,144.8336,Western Metropolitan,4217,71,1078.829604,4821.538462,156700,47127.81955,10507.04225,BENTLEIGH EAST,,,
Bentleigh East,h,1275000,3/12/2016,13.9,3,1,2,431,,1950,Moonee Valley City Council,-37.781,144.9207,Western Metropolitan,6567,71,1858.468677, ,267000,135762.7119,17957.74648,BENTLEIGH EAST,,,
Brighton,h,3695000,3/12/2016,11.2,3,2,2,532,147,1950,Moonee Valley City Council,-37.7737,144.904,Western Metropolitan,6567,71,2697.368421,9761.904762,478333.3333,243220.339,52042.25352,BRIGHTON,,,
Brighton,u,536000,3/12/2016,11.2,3,2,2,578,120,1950,Glen Eira City Council,-37.9303,145.0805,Southern Metropolitan,10969,71,1591.695502,7666.666667,306666.6667,66187.05036,7549.295775,BRIGHTON,,,
Brighton,h,3700000,3/12/2016,11.2,3,1,2,384,108,1950,Whitehorse City Council,-37.8167,145.1373,Eastern Metropolitan,4605,71,2468.75,8777.777778,316000,72366.41221,52112.67606,BRIGHTON,,,
Brighton,h,1975000,3/12/2016,11.2,4,1,2,715,,1950,Whitehorse City Council,-37.8135,145.1218,Eastern Metropolitan,4605,71,3874.125874, ,692500,211450.3817,27816.90141,BRIGHTON,,,
Brighton East,h,1310000,3/12/2016,10.7,4,1,2,590,,1950,Darebin City Council,-37.7197,144.9585,Northern Metropolitan,3445,71,1710.169492, ,252250,109673.913,18450.70423,BRIGHTON EAST,,,
Brighton East,h,2504000,3/12/2016,10.7,3,1,2,307,96,1950,Darebin City Council,-37.7215,144.9533,Northern Metropolitan,3445,71,2540.716612,8125,260000,84782.6087,35267.60563,BRIGHTON EAST,,,
Brighton East,u,750000,3/12/2016,10.7,3,1,2,300,125,1950,Maribyrnong City Council,-37.7896,144.8752,Western Metropolitan,3873,71,2773.333333,6656,277333.3333,90434.78261,10563.38028,BRIGHTON EAST,,,
Brunswick,h,1802500,3/12/2016,5.2,2,2,1,268,104,1950,Moonee Valley City Council,-37.7343,144.8783,Western Metropolitan,2291,71,2451.492537,6317.307692,328500,58660.71429,25387.32394,BRUNSWICK,,,
Brunswick,h,1500000,3/12/2016,5.2,3,2,1,317,140,1950,Moonee Valley City Council,-37.7449,144.8869,Western Metropolitan,2291,71,2239.747634,5071.428571,236666.6667,63392.85714,21126.76056,BRUNSWICK,,,
Brunswick West,u,320000,3/12/2016,5.9,5,2,4,783,223,1950,Moreland City Council,-37.7207,144.9263,Northern Metropolitan,2651,71,1404.853129,4932.735426,220000,95652.17391,4507.042254,BRUNSWICK WEST,,,
Brunswick West,h,1190000,3/12/2016,5.9,3,1,2,422,132,1950,Moreland City Council,-37.7337,144.9458,Northern Metropolitan,7485,71,1978.672986,6325.757576,278333.3333,84343.43434,16760.56338,BRUNSWICK WEST,,,
Bulleen,h,1505000,3/12/2016,11.8,4,2,1,455,147,1950,Moreland City Council,-37.7207,144.9511,Northern Metropolitan,7485,71,1780.21978,5510.204082,202500,81818.18182,21197.1831,BULLEEN,,,
Burwood,h,1300000,3/12/2016,11.7,1,1,1,0,40,1950,Melbourne City Council,-37.8444,145.0037,Southern Metropolitan,14887,71, ,7750,310000,93939.39394,18309.85915,BURWOOD,,,
Burwood,h,1890000,3/12/2016,11.7,3,1,0,598,112,1950,Brimbank City Council,-37.7705,144.8307,Western Metropolitan,4217,71,1086.956522,5803.571429,216666.6667,48872.18045,26619.71831,BURWOOD,,,
Burwood,u,1022500,3/12/2016,11.7,3,1,1,695,102,1950,Brimbank City Council,-37.7853,144.8114,Western Metropolitan,6763,71,988.4892086,6735.294118,229000,50888.88889,14401.40845,BURWOOD,,,
Carnegie,u,600000,3/12/2016,11.4,3,1,3,440,131,1950,Maribyrnong City Council,-37.7937,144.8732,Western Metropolitan,5058,71,1863.636364,6259.541985,273333.3333,100000,8450.704225,CARNEGIE,,,
Carnegie,h,1295000,3/12/2016,11.4,4,2,2,766,192,1950,Monash City Council,-37.8629,145.1097,Southern Metropolitan,2894,71,1618.798956,6458.333333,310000,101639.3443,18239.43662,CARNEGIE,,,
Carnegie,h,1275000,3/12/2016,11.4,3,1,2,686,122,1950,Glen Eira City Council,-37.9113,145.0765,Southern Metropolitan,10969,71,1970.845481,11081.96721,450666.6667,97266.18705,17957.74648,CARNEGIE,,,
Caulfield South,h,1460000,3/12/2016,9.3,4,2,0,611,613,1950,Bayside City Council,-37.9446,145.0201,Southern Metropolitan,5454,71,2479.541735,2471.451876,378750,110583.9416,20563.38028,CAULFIELD SOUTH,,,
Caulfield South,u,275500,3/12/2016,9.3,2,1,1,310,72,1950,Darebin City Council,-37.7455,144.9954,Northern Metropolitan,14577,71,2516.129032,10833.33333,390000,88636.36364,3880.28169,CAULFIELD SOUTH,,,
Coburg,h,680000,3/12/2016,7.8,3,1,2,561,96,1950,Darebin City Council,-37.7098,145.0031,Northern Metropolitan,21650,71,1367.201426,7989.583333,255666.6667,68482.14286,9577.464789,COBURG,,,
Coburg,t,807000,3/12/2016,7.8,2,1,6,968,141,1950,Brimbank City Council,-37.7698,144.8362,Western Metropolitan,4217,71,1229.338843,8439.716312,595000,89473.68421,11366.19718,COBURG,,,
Coburg North,h,655000,3/12/2016,9.2,2,2,1,675,100,1950,Hobsons Bay City Council,-37.8653,144.8129,Western Metropolitan,5301,71,1269.62963,8570,428500,62101.44928,9225.352113,COBURG NORTH,,,
Collingwood,h,1260000,3/12/2016,1.6,2,1,1,0,115,1950,Glen Eira City Council,-37.9212,145.0606,Southern Metropolitan,10969,71, ,6173.913043,355000,51079.13669,17746.47887,COLLINGWOOD,,,
Doncaster,h,1403000,3/12/2016,13.9,5,2,2,679,288,1950,Bayside City Council,-37.9291,145.0283,Southern Metropolitan,6938,71,2437.407953,5746.527778,331000,154672.8972,19760.56338,DONCASTER,,,
Doncaster,h,1450000,3/12/2016,13.9,3,1,2,726,,1950,Moreland City Council,-37.7747,144.9421,Northern Metropolitan,7082,71,1584.022039, ,383333.3333,194915.2542,20422.53521,DONCASTER,,,
Doncaster,h,1396000,3/12/2016,13.9,4,2,2,602,180,1950,Moreland City Council,-37.7005,144.9258,Northern Metropolitan,8870,71,1046.511628,3500,157500,48461.53846,19661.97183,DONCASTER,,,
Elsternwick,h,1625000,3/12/2016,8.5,3,1,3,705,135,1950,Moreland City Council,-37.6967,144.9116,Northern Metropolitan,8870,71,950.3546099,4962.962963,223333.3333,51538.46154,22887.32394,ELSTERNWICK,,,
Elsternwick,h,1100000,3/12/2016,8.5,4,3,2,414,209,1950,Bayside City Council,-37.9401,145.0083,Southern Metropolitan,5454,71,4202.898551,8325.358852,435000,127007.2993,15492.95775,ELSTERNWICK,,,
Elwood,u,507000,3/12/2016,7.7,3,1,2,678,124,1950,Maribyrnong City Council,-37.769,144.8935,Western Metropolitan,4918,71,1337.758112,7314.516129,302333.3333,104252.8736,7140.84507,ELWOOD,,,
Elwood,u,525000,3/12/2016,7.7,4,3,3,0,225,1950,Moonee Valley City Council,-37.7386,144.8902,Western Metropolitan,2291,71, ,5533.333333,311250,111160.7143,7394.366197,ELWOOD,,,
Elwood,u,750000,3/12/2016,7.7,2,1,1,746,265,1950,Moreland City Council,-37.7304,144.9496,Northern Metropolitan,7485,71,2104.557641,5924.528302,785000,158585.8586,10563.38028,ELWOOD,,,
Elwood,u,510000,3/12/2016,7.7,4,2,1,561,150,1950,Darebin City Council,-37.7369,145.0201,Northern Metropolitan,14577,71,1552.58467,5806.666667,217750,98977.27273,7183.098592,ELWOOD,,,
Elwood,u,300000,3/12/2016,7.7,2,1,2,526,127,1950,Hobsons Bay City Council,-37.8267,144.8779,Western Metropolitan,1223,71,2034.220532,8425.19685,535000,138961.039,4225.352113,ELWOOD,,,
Essendon,h,1295000,3/12/2016,8,4,2,2,674,183,1950,Bayside City Council,-37.9022,145.0125,Southern Metropolitan,6938,71,3715.133531,13683.06011,626000,234018.6916,18239.43662,ESSENDON,,,
Essendon,t,595000,3/12/2016,8,3,1,0,702,108,1950,Darebin City Council,-37.7391,144.9812,Northern Metropolitan,11204,71,968.6609687,6296.296296,226666.6667,87179.48718,8380.28169,ESSENDON,,,
Fairfield,h,1350000,3/12/2016,5.8,3,1,0,404,98,1950,Darebin City Council,-37.7305,144.9803,Northern Metropolitan,3445,71,1621.287129,6683.673469,218333.3333,71195.65217,19014.08451,FAIRFIELD,,,
Flemington,u,365000,3/12/2016,4.4,2,1,1,394,98,1950,Moreland City Council,-37.7153,144.9507,Northern Metropolitan,2606,71,1548.22335,6224.489796,305000,50413.22314,5140.84507,FLEMINGTON,,,
Footscray,h,1225000,3/12/2016,6.4,3,1,0,148,3,1950,Darebin City Council,-37.7428,145.0081,Northern Metropolitan,14577,71,5074.324324,250333.3333,250333.3333,85340.90909,17253.52113,FOOTSCRAY,,,
Footscray,h,1003000,3/12/2016,6.4,3,1,2,779,138,1950,Darebin City Council,-37.7292,145.0214,Northern Metropolitan,21650,71,938.3825417,5297.101449,243666.6667,65267.85714,14126.76056,FOOTSCRAY,,,
Footscray,h,840000,3/12/2016,6.4,3,1,1,535,86,1950,Darebin City Council,-37.7299,145.0242,Northern Metropolitan,21650,71,1351.401869,8406.976744,241000,64553.57143,11830.98592,FOOTSCRAY,,,
Footscray,h,1362000,3/12/2016,6.4,3,2,2,676,272,1950,Darebin City Council,-37.7262,145.0177,Northern Metropolitan,21650,71,1516.272189,3768.382353,341666.6667,91517.85714,19183.09859,FOOTSCRAY,,,
Footscray,h,977000,3/12/2016,6.4,1,1,1,502,38,1950,Yarra City Council,-37.8214,144.9997,Northern Metropolitan,14949,71,737.0517928,9736.842105,370000,142307.6923,13760.56338,FOOTSCRAY,,,
Glenroy,h,610000,3/12/2016,13,3,1,1,203,,1950,Brimbank City Council,-37.7853,144.843,Western Metropolitan,3755,71,3078.817734, ,208333.3333,49603.1746,8591.549296,GLENROY,,,
Glenroy,h,806500,3/12/2016,13,3,1,2,456,144,1950,Moreland City Council,-37.7638,144.9804,Northern Metropolitan,5533,71,2872.807018,9097.222222,436666.6667,291111.1111,11359.15493,GLENROY,,,
Hadfield,h,610000,3/12/2016,12.1,3,2,2,650,150,1950,Glen Eira City Council,-37.8986,145.0359,Southern Metropolitan,3578,71,2155.384615,9340,467000,118728.8136,8591.549296,HADFIELD,,,
Hadfield,h,630000,3/12/2016,12.1,3,2,2,355,,1950,Maribyrnong City Council,-37.7914,144.8742,Western Metropolitan,5058,71,3025.352113, ,358000,130975.6098,8873.239437,HADFIELD,,,
Hadfield,h,870000,3/12/2016,12.1,3,1,1,0,105,1950,Moonee Valley City Council,-37.7217,144.8783,Western Metropolitan,3464,71, ,7666.666667,268333.3333,59629.62963,12253.52113,HADFIELD,,,
Hampton,h,2140000,3/12/2016,13.7,4,2,4,902,233,1950,Glen Eira City Council,-37.924,145.0504,Southern Metropolitan,6795,71,2012.195122,7789.699571,453750,139615.3846,30140.84507,HAMPTON,,,
Hampton,h,1600000,3/12/2016,13.7,3,2,2,458,170,1950,Whitehorse City Council,-37.8257,145.1216,Eastern Metropolitan,4605,71,3744.541485,10088.23529,571666.6667,130916.0305,22535.21127,HAMPTON,,,
Hampton,h,1003500,3/12/2016,13.7,3,1,2,550,110,1950,Whitehorse City Council,-37.8275,145.1298,Eastern Metropolitan,4605,71,2181.818182,10909.09091,400000,91603.05344,14133.80282,HAMPTON,,,
Hampton,u,802000,3/12/2016,13.7,4,3,4,708,275,1950,Bayside City Council,-37.9299,145.015,Southern Metropolitan,6938,71,2401.129944,6181.818182,425000,158878.5047,11295.77465,HAMPTON,,,
Hughesdale,h,1340000,3/12/2016,13,4,2,3,0,190,1950,Maribyrnong City Council,-37.7923,144.8848,Western Metropolitan,7570,71, ,6842.105263,325000,203125,18873.23944,HUGHESDALE,,,
Keilor East,t,770000,3/12/2016,12.8,2,1,1,705,115,1950,Moreland City Council,-37.706,144.9245,Northern Metropolitan,8870,71,1035.460993,6347.826087,365000,56153.84615,10845.07042,KEILOR EAST,,,
Keilor East,t,480000,3/12/2016,12.8,3,1,3,667,81,1950,Moreland City Council,-37.7005,144.9185,Northern Metropolitan,8870,71,1066.716642,8783.950617,237166.6667,54730.76923,6760.56338,KEILOR EAST,,,
Keilor East,h,590000,3/12/2016,12.8,4,3,1,322,257,1950,Brimbank City Council,-37.7293,144.8659,Western Metropolitan,5629,71,2751.552795,3447.470817,221500,69218.75,8309.859155,KEILOR EAST,,,
Keilor East,h,900000,3/12/2016,12.8,5,2,2,705,166,1950,Moreland City Council,-37.7328,144.9281,Northern Metropolitan,7485,71,1347.51773,5722.891566,190000,95959.59596,12676.05634,KEILOR EAST,,,
Maidstone,u,275000,3/12/2016,9.2,3,1,1,570,139,1950,Moreland City Council,-37.7273,144.9274,Northern Metropolitan,7485,71,1578.947368,6474.820144,300000,90909.09091,3873.239437,MAIDSTONE,,,
Maidstone,h,711000,3/12/2016,9.2,3,1,2,693,,1950,Darebin City Council,-37.7315,144.988,Northern Metropolitan,14577,71,1334.776335, ,308333.3333,105113.6364,10014.08451,MAIDSTONE,,,
Malvern East,u,980000,3/12/2016,11.2,3,1,1,301,115,1950,Brimbank City Council,-37.7793,144.8427,Western Metropolitan,3755,71,1627.906977,4260.869565,163333.3333,38888.88889,13802.8169,MALVERN EAST,,,
Malvern East,h,2355000,3/12/2016,11.2,4,2,2,740,201,1950,Moonee Valley City Council,-37.7517,144.8873,Western Metropolitan,588,71,1817.567568,6691.542289,336250,137244.898,33169.01408,MALVERN EAST,,,
Malvern East,h,1036000,3/12/2016,11.2,3,1,1,350,114,1950,Maribyrnong City Council,-37.8123,144.8805,Western Metropolitan,1808,71,2171.428571,6666.666667,253333.3333,97435.89744,14591.5493,MALVERN EAST,,,
