Suburb,Type,Price,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Propertycount,Buildingage2,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,Uppercase,,Buildingage,,#REF!
Brighton East,h,2500000,3/03/2018,10.3,3,2,2,217,163,2006,Boroondara City Council,-37.8639,145.0641,10412,15,,,475000,,166666.6667,BRIGHTON EAST,,15,,
Brunswick,h,1500000,3/03/2018,5.2,1,1,1,918,50,2006,Boroondara City Council,-37.8294,145.033,11308,15,,,535000,,100000,BRUNSWICK,,15,,
Brunswick,h,915000,3/03/2018,5.2,3,2,2,227,223,2006,Boroondara City Council,-37.84689,145.05863,8920,15,,,440000,,61000,BRUNSWICK,,15,,
Brunswick,h,1160000,3/03/2018,5.2,4,3,2,526,,2006,Boroondara City Council,-37.80365,145.09048,7809,15,,,512500,,77333.33333,BRUNSWICK,,15,,
Brunswick,h,1661000,3/03/2018,5.2,4,2,2,650,275,2006,Boroondara City Council,-37.83057,145.08482,3265,15,,,681250,,110733.3333,BRUNSWICK,,15,,
Brunswick West,h,1326000,3/03/2018,5.2,3,2,2,431,232,2006,Boroondara City Council,-37.80121,145.04581,10331,15,,,583333.3333,,88400,BRUNSWICK WEST,,15,,
Brunswick West,h,1250000,3/03/2018,5.2,5,2,2,668,0,2006,Boroondara City Council,-37.80795,145.01474,10331,15,,,690000,,83333.33333,BRUNSWICK WEST,,15,,
Brunswick West,h,1345000,3/03/2018,5.2,5,2,2,1280,281,2006,Boroondara City Council,-37.80467,145.10322,5682,15,,,560200,,89666.66667,BRUNSWICK WEST,,15,,
Bulleen,h,1310000,3/03/2018,10.8,3,2,2,0,162,2007,Hobsons Bay City Council,-37.8436,144.8691,5498,14, ,4537.037037,245000,87500,93571.42857,BULLEEN,,14,,
Burwood,h,1461000,3/03/2018,10.4,2,1,1,0,106,2007,Darebin City Council,-37.7141,145.0047,21650,14, ,5000,265000,47321.42857,104357.1429,BURWOOD,,14,,
Burwood,h,1388000,3/03/2018,10.4,3,3,2,336,207,2007,Moreland City Council,-37.7664,144.9797,5533,14,4684.52381,7603.864734,524666.6667,349777.7778,99142.85714,BURWOOD,,14,,
Burwood East,h,1290000,3/03/2018,14.7,3,2,1,205,113,2007,Hobsons Bay City Council,-37.8684,144.815,5301,14,2814.634146,5106.19469,192333.3333,41811.5942,92142.85714,BURWOOD EAST,,14,,
Burwood East,h,1140000,3/03/2018,14.7,2,1,1,90,106,2007,Melbourne City Council,-37.8357,144.9376,8648,14,11111.11111,9433.962264,500000,263157.8947,81428.57143,BURWOOD EAST,,14,,
Burwood East,h,1177000,3/03/2018,14.7,3,2,1,116,124,2007,Moreland City Council,-37.7667,144.9821,5533,14,7750,7250,299666.6667,199777.7778,84071.42857,BURWOOD EAST,,14,,
Carlton North,h,1065000,3/03/2018,3.5,4,2,2,453,213,2007,Moreland City Council,-37.7016,144.8974,1071,14,1565.121413,3328.638498,177250,52132.35294,76071.42857,CARLTON NORTH,,14,,
Caulfield North,h,1545000,3/03/2018,7.8,5,4,2,500,429,2007,Manningham City Council,-37.7863,145.1105,9028,14,3300,3846.153846,330000,118705.036,110357.1429,CAULFIELD NORTH,,14,,
Caulfield South,h,1530000,3/03/2018,8.7,2,1,1,0,,2007,Darebin City Council,-37.7336,144.9597,11204,14, , ,222500,57051.28205,109285.7143,CAULFIELD SOUTH,,14,,
Caulfield South,h,1101000,3/03/2018,8.7,3,2,1,169,150,2007,Maribyrnong City Council,-37.8122,144.8965,6543,14,4733.727811,5333.333333,266666.6667,114285.7143,78642.85714,CAULFIELD SOUTH,,14,,
Chadstone,h,1300000,3/03/2018,11.7,3,2,2,0,119,2007,Manningham City Council,-37.7862,145.1235,9028,14, ,5882.352941,233333.3333,50359.71223,92857.14286,CHADSTONE,,14,,
Cheltenham,t,875000,3/03/2018,17.9,3,2,1,388,123,2007,Glen Eira City Council,-37.9329,145.053,10969,14,2371.134021,7479.674797,306666.6667,66187.05036,62500,CHELTENHAM,,14,,
Clifton Hill,h,1010000,3/03/2018,3.6,2,1,1,0,75,2007,Maribyrnong City Council,-37.7992,144.8961,7570,14, ,4933.333333,185000,57812.5,72142.85714,CLIFTON HILL,,14,,
Coburg,h,857000,3/03/2018,6.7,2,1,1,0,70,2007,Yarra City Council,-37.8024,144.9835,5825,14, ,9000,315000,393750,61214.28571,COBURG,,14,,
Croydon,h,1220000,3/03/2018,23,4,2,2,453,213,2007,Moreland City Council,-37.7016,144.8974,1071,14,1633.554084,3474.178404,185000,54411.76471,87142.85714,CROYDON,,14,,
Croydon,h,676000,3/03/2018,23,1,1,1,0,,2007,Yarra City Council,-37.8299,144.9907,1123,14, , ,405000,162000,48285.71429,CROYDON,,14,,
Deer Park,h,545000,3/03/2018,14.8,2,2,1,123,90,2007,Glen Eira City Council,-37.9307,145.0379,6795,14,5447.154472,7444.444444,335000,51538.46154,38928.57143,DEER PARK,,14,,
Doncaster East,h,1610000,3/03/2018,14.3,4,2,2,336,176,2007,Manningham City Council,-37.794,145.1178,9028,14,3428.571429,6545.454545,288000,82877.69784,115000,DONCASTER EAST,,14,,
Elsternwick,h,2200000,3/03/2018,7.2,4,2,2,58,158,2007,Yarra City Council,-37.817,145.0135,14949,14,23706.89655,8702.531646,343750,528846.1538,157142.8571,ELSTERNWICK,,14,,
Elsternwick,h,2100000,3/03/2018,7.2,1,1,1,0,52,2007,Yarra City Council,-37.8301,144.9904,1123,14, ,8173.076923,425000,170000,150000,ELSTERNWICK,,14,,
Elsternwick,h,2235000,3/03/2018,7.2,1,1,1,0,56,2007,Melbourne City Council,-37.837,144.9931,14887,14, ,7589.285714,425000,128787.8788,159642.8571,ELSTERNWICK,,14,,
Elwood,h,1920000,3/03/2018,7.2,2,1,2,192,88,2007,Monash City Council,-37.8709,145.102,2894,14,3645.833333,7954.545455,350000,57377.04918,137142.8571,ELWOOD,,14,,
Elwood,h,2450000,3/03/2018,7.2,2,1,1,108,100,2007,Darebin City Council,-37.7379,144.9617,11204,14,5537.037037,5980,299000,76666.66667,175000,ELWOOD,,14,,
Essendon,h,1725000,3/03/2018,7.5,3,2,2,197,111,2007,Moreland City Council,-37.7266,144.9496,7485,14,2705.583756,4801.801802,177666.6667,53838.38384,123214.2857,ESSENDON,,14,,
Essendon,h,1500000,3/03/2018,7.5,2,1,1,153,87,2007,Darebin City Council,-37.7098,145.0211,21650,14,2875.816993,5057.471264,220000,39285.71429,107142.8571,ESSENDON,,14,,
Essendon,u,818000,3/03/2018,7.5,3,2,2,171,146,2007,Maribyrnong City Council,-37.8124,144.8957,6543,14,5497.076023,6438.356164,313333.3333,134285.7143,58428.57143,ESSENDON,,14,,
Essendon,h,1556000,3/03/2018,7.5,1,1,0,0,,2007,Maribyrnong City Council,-37.7911,144.89,7570,14, , ,85000,13281.25,111142.8571,ESSENDON,,14,,
Fitzroy North,h,1780000,3/03/2018,3.6,3,2,2,165,161,2007,Maribyrnong City Council,-37.7773,144.8725,3873,14,3727.272727,3819.875776,205000,66847.82609,127142.8571,FITZROY NORTH,,14,,
Fitzroy North,h,1850000,3/03/2018,3.6,3,2,2,286,188,2007,Darebin City Council,-37.7708,145.0054,11364,14,4833.916084,7353.723404,460833.3333,251363.6364,132142.8571,FITZROY NORTH,,14,,
Footscray,h,900000,3/03/2018,5.1,3,2,2,158,140,2007,Darebin City Council,-37.7588,144.9881,8870,14,6772.151899,7642.857143,356666.6667,164615.3846,64285.71429,FOOTSCRAY,,14,,
Glenroy,h,772000,3/03/2018,11.2,2,1,1,0,,2007,Yarra City Council,-37.8301,144.9904,1123,14, , ,282500,226000,55142.85714,GLENROY,,14,,
Hadfield,h,787000,3/03/2018,11.2,4,2,2,490,226,2007,Darebin City Council,-37.7749,145.0242,2970,14,3530.612245,7654.867257,432500,298275.8621,56214.28571,HADFIELD,,14,,
Heathmont,h,1540000,3/03/2018,21.3,3,1,2,214,146,2007,Maribyrnong City Council,-37.7798,144.8661,3873,14,3247.663551,4760.273973,231666.6667,75543.47826,110000,HEATHMONT,,14,,
Heathmont,h,910000,3/03/2018,21.3,4,3,1,475,272,2007,Moonee Valley City Council,-37.7418,144.8938,9264,14,3347.368421,5845.588235,397500,198750,65000,HEATHMONT,,14,,
Heathmont,h,1160000,3/03/2018,21.3,2,1,2,3967,87,2007,Maribyrnong City Council,-37.7706,144.8805,4918,14,100.8318629,4597.701149,200000,45977.01149,82857.14286,HEATHMONT,,14,,
Hillside,h,740000,3/03/2018,18,3,2,2,249,168,2007,Moonee Valley City Council,-37.7609,144.9296,6232,14,6044.176707,8958.333333,501666.6667,218115.942,52857.14286,HILLSIDE,,14,,
Kealba,h,800000,3/03/2018,14,1,1,1,0,63,2007,Melbourne City Council,-37.8405,144.9385,8648,14, ,7238.095238,456000,120000,57142.85714,KEALBA,,14,,
Keilor East,h,1011000,3/03/2018,11.7,2,2,1,0,111,2007,Port Phillip City Council,-37.8563,144.9916,4380,14, ,10810.81081,600000,235294.1176,72214.28571,KEILOR EAST,,14,,
Keilor East,h,1070000,3/03/2018,11.7,5,3,2,583,296,2007,Glen Eira City Council,-37.9143,145.0699,10969,14,2658.662093,5236.486486,310000,111510.7914,76428.57143,KEILOR EAST,,14,,
Kensington,h,1390000,3/03/2018,3.4,4,2,1,154,161,2007,Maribyrnong City Council,-37.7983,144.8911,7570,14,6344.155844,6068.322981,244250,152656.25,99285.71429,KENSINGTON,,14,,
Malvern,h,3800000,3/03/2018,5.9,2,1,1,0,63,2007,Moonee Valley City Council,-37.7677,144.9221,6232,14, ,5523.809524,174000,50434.78261,271428.5714,MALVERN,,14,,
Malvern East,t,1400000,3/03/2018,8.4,2,2,2,0,104,2007,Melbourne City Council,-37.8392,144.9257,8648,14, ,15480.76923,805000,423684.2105,100000,MALVERN EAST,,14,,
Malvern East,h,2260000,3/03/2018,8.4,3,2,2,327,110,2007,Moreland City Council,-37.7636,144.9559,11918,14,2920.489297,8681.818182,318333.3333,183653.8462,161428.5714,MALVERN EAST,,14,,
Malvern East,h,1455000,3/03/2018,8.4,1,1,0,760,70,2007,Melbourne City Council,-37.8228,144.9661,8400,14,598.6842105,6500,455000,379166.6667,103928.5714,MALVERN EAST,,14,,
Malvern East,h,3680000,3/03/2018,8.4,3,2,1,309,,2007,Moonee Valley City Council,-37.7642,144.895,1543,14,3754.045307, ,386666.6667,127472.5275,262857.1429,MALVERN EAST,,14,,
Malvern East,h,2325000,3/03/2018,8.4,2,2,1,156,87,2007,Moreland City Council,-37.7744,144.9498,11918,14,5134.615385,9206.896552,400500,154038.4615,166071.4286,MALVERN EAST,,14,,
Malvern East,t,700000,3/03/2018,8.4,2,2,1,0,70,2007,Bayside City Council,-37.9462,145.0212,5454,14, ,6428.571429,225000,32846.71533,50000,MALVERN EAST,,14,,
Malvern East,h,2100000,3/03/2018,8.4,2,1,1,215,68,2007,Bayside City Council,-37.933,145.0322,2356,14,2195.348837,6941.176471,236000,32551.72414,150000,MALVERN EAST,,14,,
Middle Park,h,3150000,3/03/2018,3,4,2,2,511,182,2007,Moreland City Council,-37.7268,144.9401,7485,14,1927.592955,5412.087912,246250,99494.94949,225000,MIDDLE PARK,,14,,
Moonee Ponds,h,1210000,3/03/2018,6.2,3,2,2,147,149,2007,Glen Eira City Council,-37.9317,145.0352,6795,14,5612.244898,5536.912752,275000,63461.53846,86428.57143,MOONEE PONDS,,14,,
Moonee Ponds,h,2025000,3/03/2018,6.2,2,2,2,158,133,2007,Darebin City Council,-37.7587,144.9881,8870,14,6075.949367,7218.045113,480000,147692.3077,144642.8571,MOONEE PONDS,,14,,
Moonee Ponds,h,970000,3/03/2018,6.2,3,3,2,305,220,2007,Maribyrnong City Council,-37.8149,144.8942,6543,14,4672.131148,6477.272727,475000,203571.4286,69285.71429,MOONEE PONDS,,14,,
Moonee Ponds,h,1250000,3/03/2018,6.2,4,2,1,207,,2007,Glen Eira City Council,-37.9156,145.0355,6795,14,5338.164251, ,276250,85000,89285.71429,MOONEE PONDS,,14,,
Mount Waverley,h,1330000,3/03/2018,14.2,2,2,1,516,92,2007,Bayside City Council,-37.9365,145.0008,5454,14,1622.093023,9097.826087,418500,61094.89051,95000,MOUNT WAVERLEY,,14,,
Mulgrave,h,880000,3/03/2018,18.8,2,2,2,254,93,2007,Darebin City Council,-37.7071,145.0108,21650,14,2566.929134,7010.752688,326000,58214.28571,62857.14286,MULGRAVE,,14,,
Newport,h,1110000,3/03/2018,6.2,4,2,2,230,178,2007,Stonnington City Council,-37.8806,145.0831,8801,14,6000,7752.808989,345000,123214.2857,79285.71429,NEWPORT,,14,,
Newport,h,1465000,3/03/2018,6.2,2,2,1,0,75,2007,Yarra City Council,-37.83011,144.99044,1123,14, ,7600,285000,237500,104642.8571,NEWPORT,,14,,
Newport,h,1420000,3/03/2018,6.2,3,2,2,402,200,2007,Manningham City Council,-37.79408,145.16352,10999,14,3383.084577,6800,453333.3333,95104.8951,101428.5714,NEWPORT,,14,,
Niddrie,h,1275000,3/03/2018,10.4,3,2,1,173,107,2007,Moonee Valley City Council,-37.75382,144.89167,9264,14,5121.387283,8280.373832,295333.3333,118133.3333,91071.42857,NIDDRIE,,14,,
Northcote,h,1680000,3/03/2018,5.3,2,1,1,142,,2007,Darebin City Council,-37.70932,145.02484,21650,14,3309.859155, ,235000,39166.66667,120000,NORTHCOTE,,14,,
Northcote,h,1235000,3/03/2018,5.3,2,1,1,61,112,2007,Moreland City Council,-37.766,144.96076,11918,14,11475.40984,6250,350000,134615.3846,88214.28571,NORTHCOTE,,14,,
Nunawading,h,836000,3/03/2018,15.4,2,2,1,77,88,2007,Moreland City Council,-37.7617,144.96406,11918,14,9935.064935,8693.181818,382500,147115.3846,59714.28571,NUNAWADING,,14,,
Oakleigh,h,1546000,3/03/2018,12.3,4,2,2,238,221.3,2007,Maribyrnong City Council,-37.7833,144.89717,4918,14,4558.823529,4902.846814,271250,252325.5814,110428.5714,OAKLEIGH,,14,,
Ormond,h,1900000,3/03/2018,11.4,3,2,2,200,139,2007,Hobsons Bay City Council,-37.86837,144.81502,5301,14,3825,5503.597122,255000,69545.45455,135714.2857,ORMOND,,14,,
Pascoe Vale,t,810000,3/03/2018,8.5,3,3,2,255,,2007,Moonee Valley City Council,-37.7468,144.92033,9264,14,4313.72549, ,366666.6667,146666.6667,57857.14286,PASCOE VALE,,14,,
Pascoe Vale,h,1170000,3/03/2018,8.5,3,2,2,134,149,2007,Yarra City Council,-37.81186,144.99472,14949,14,8358.208955,7516.778523,373333.3333,466666.6667,83571.42857,PASCOE VALE,,14,,
Prahran,h,1646000,3/03/2018,4.6,4,2,2,283,,2007,Brimbank City Council,-37.78579,144.83597,3755,14,2332.155477, ,165000,62857.14286,117571.4286,PRAHRAN,,14,,
Prahran,h,2610000,3/03/2018,4.6,2,1,1,470,65,2007,Yarra City Council,-37.79723,144.97686,5825,14,1489.361702,10769.23077,350000,333333.3333,186428.5714,PRAHRAN,,14,,
Preston,h,1265000,3/03/2018,8.4,2,1,0,0,81,2007,Bayside City Council,-37.9392,145.00095,5454,14, ,8456.790123,342500,49637.68116,90357.14286,PRESTON,,14,,
Preston,h,1060000,3/03/2018,8.4,3,2,2,397,145,2007,Brimbank City Council,-37.75107,144.78415,2674,14,1586.901763,4344.827586,210000,42567.56757,75714.28571,PRESTON,,14,,
Preston,h,650000,3/03/2018,8.4,5,2,2,615,213,2007,Brimbank City Council,-37.68455,144.73272,5556,14,1057.723577,3053.99061,130100,36138.88889,46428.57143,PRESTON,,14,,
Preston,t,860000,3/03/2018,8.4,4,2,2,592,260,2007,Whitehorse City Council,-37.84839,145.14299,4048,14,2702.702703,6153.846154,400000,108843.5374,61428.57143,PRESTON,,14,,
Preston,h,850000,3/03/2018,8.4,2,1,1,75,66,2007,Melbourne City Council,-37.80473,144.9435,2230,14,6800,7727.272727,255000,164516.129,60714.28571,PRESTON,,14,,
Preston,h,950000,3/03/2018,8.4,3,2,2,239,187,2007,Manningham City Council,-37.77323,145.18029,4790,14,3849.372385,4919.786096,306666.6667,57142.85714,67857.14286,PRESTON,,14,,
Reservoir,h,980000,3/03/2018,12,3,3,2,252,203,2007,Bayside City Council,-37.98453,145.02659,5366,14,7341.269841,9113.300493,616666.6667,106936.4162,70000,RESERVOIR,,14,,
Reservoir,h,990000,3/03/2018,12,2,1,1,816,88,2007,Glen Eira City Council,-37.86068,145.01121,6923,14,747.5490196,6931.818182,305000,78205.12821,70714.28571,RESERVOIR,,14,,
Reservoir,h,795000,3/03/2018,12,2,1,1,1909,110,2007,Maribyrnong City Council,-37.79919,144.89607,7570,14,225.2488214,3909.090909,215000,84313.72549,56785.71429,RESERVOIR,,14,,
Reservoir,h,610000,3/03/2018,12,4,2,2,304,183,2007,Bayside City Council,-37.94633,145.04947,4794,14,3947.368421,6557.377049,300000,75000,43571.42857,RESERVOIR,,14,,
Ringwood East,h,902000,3/03/2018,21.3,3,2,2,269,150,2007,Maroondah City Council,-37.78499,145.2647,11925,14,2713.754647,4866.666667,243333.3333,31739.13043,64428.57143,RINGWOOD EAST,,14,,
Ringwood North,h,980000,3/03/2018,19.9,3,2,2,400,216,2007,Stonnington City Council,-37.85183,145.03863,4675,14,5050,9351.851852,673333.3333,342372.8814,70000,RINGWOOD NORTH,,14,,
Seddon,h,1067000,3/03/2018,5.1,4,3,3,708,175,2007,Moreland City Council,-37.70317,144.91396,8870,14,1173.728814,4748.571429,207750,74196.42857,76214.28571,SEDDON,,14,,
South Melbourne,h,1450000,3/03/2018,1.9,2,2,1,,103,2007,Knox City Council,-37.83938,145.26473,5030,14, ,6417.475728,330500,28491.37931,103571.4286,SOUTH MELBOURNE,,14,,
South Yarra,h,2910000,3/03/2018,2.7,3,2,1,,155,2007,Monash City Council,-37.88601,145.09286,3582,14, ,5580.645161,288333.3333,73931.62393,207857.1429,SOUTH YARRA,,14,,
South Yarra,h,1595000,3/03/2018,2.7,2,2,1,,110,2007,Whitehorse City Council,-37.81976,145.21194,6871,14, ,6681.818182,367500,42732.55814,113928.5714,SOUTH YARRA,,14,,
Strathmore,h,1500000,3/03/2018,8.2,3,2,2,,136,2007,Manningham City Council,-37.79694,145.15304,10999,14, ,7720.588235,350000,73426.57343,107142.8571,STRATHMORE,,14,,
Sunshine,h,850000,3/03/2018,10.5,2,1,1,,95,2007,Maribyrnong City Council,-37.79919,144.89607,7570,14, ,4315.789474,205000,80392.15686,60714.28571,SUNSHINE,,14,,
Sunshine,h,856000,3/03/2018,10.5,2,1,1,,87,2007,Darebin City Council,-37.70922,145.02486,21650,14, ,6011.494253,261500,43583.33333,61142.85714,SUNSHINE,,14,,
Sunshine North,h,821000,3/03/2018,10.5,3,2,2,784,172,2007,Moonee Valley City Council,-37.75947,144.92542,6232,14,1581.632653,7209.302326,413333.3333,200000,58642.85714,SUNSHINE NORTH,,14,,
Sunshine North,h,870500,3/03/2018,10.5,2,1,1,,,2007,Moreland City Council,-37.77683,144.95206,11918,14, , ,348500,134038.4615,62178.57143,SUNSHINE NORTH,,14,,
Sunshine West,h,690000,3/03/2018,10.5,2,2,1,117,101,2007,Glen Eira City Council,-37.88592,145.04781,7822,14,7264.957265,8415.841584,425000,84158.41584,49285.71429,SUNSHINE WEST,,14,,
Taylors Lakes,h,742000,3/03/2018,15.5,2,1,1,,,2007,Darebin City Council,-37.73797,144.96226,11204,14, , ,310000,92537.31343,53000,TAYLORS LAKES,,14,,
Taylors Lakes,h,1136000,3/03/2018,15.5,2,2,2,,,2007,Port Phillip City Council,-37.88076,144.99094,8989,14, , ,600000,166666.6667,81142.85714,TAYLORS LAKES,,14,,
Templestowe,h,2008000,3/03/2018,15.5,2,1,1,,139,2007,Brimbank City Council,-37.69513,144.87693,3296,14, ,3417.266187,237500,36821.70543,143428.5714,TEMPLESTOWE,,14,,
Templestowe,h,1050000,3/03/2018,15.5,3,2,2,296,137,2007,Bayside City Council,-37.9717,145.06601,9758,14,3344.594595,7226.277372,330000,55307.26257,75000,TEMPLESTOWE,,14,,
Templestowe,h,1255000,3/03/2018,15.5,3,2,1,184,138,2007,Darebin City Council,-37.73748,144.97217,11204,14,3967.391304,5289.855072,243333.3333,108955.2239,89642.85714,TEMPLESTOWE,,14,,
Templestowe,h,1475000,3/03/2018,15.5,4,2,2,,176,2007,Bayside City Council,-37.95915,145.04311,9758,14, ,7812.5,343750,76815.64246,105357.1429,TEMPLESTOWE,,14,,
Templestowe,h,2102000,3/03/2018,15.5,3,2,2,,154,2007,Yarra City Council,-37.81704,145.01349,14949,14, ,9902.597403,508333.3333,635416.6667,150142.8571,TEMPLESTOWE,,14,,
Templestowe Lower,h,1250000,3/03/2018,12.4,4,3,2,675,291,2007,Bayside City Council,-37.9487,145.02145,4497,14,2481.481481,5756.013746,418750,110197.3684,89285.71429,TEMPLESTOWE LOWER,,14,,
Templestowe Lower,h,1155000,3/03/2018,12.4,3,2,1,,125,2007,Maribyrnong City Council,-37.78453,144.89696,4918,14, ,6000,250000,174418.6047,82500,TEMPLESTOWE LOWER,,14,,
Templestowe Lower,h,1265000,3/03/2018,12.4,4,2,2,580,240,2007,Darebin City Council,-37.77266,145.00876,11364,14,3956.896552,9562.5,573750,433018.8679,90357.14286,TEMPLESTOWE LOWER,,14,,
Thornbury,h,990000,3/03/2018,7,3,2,2,,,2007,Manningham City Council,-37.75864,145.12021,5420,14, , ,340000,82258.06452,70714.28571,THORNBURY,,14,,
Thornbury,h,1140000,3/03/2018,7,3,2,2,,210,2007,Monash City Council,-37.92718,145.17402,7113,14, ,4857.142857,340000,54255.31915,81428.57143,THORNBURY,,14,,
Thornbury,h,1192000,3/03/2018,7,2,1,1,205,,2007,Darebin City Council,-37.76703,145.00811,11364,14,4682.926829, ,480000,181132.0755,85142.85714,THORNBURY,,14,,
Wantirna,h,1008000,3/03/2018,14.7,3,2,2,240,134,2007,Brimbank City Council,-37.74207,144.81215,14042,14,2166.666667,3880.597015,173333.3333,37142.85714,72000,WANTIRNA,,14,,
Warrandyte,h,1231000,3/03/2018,21.1,4,3,2,700,291,2007,Brimbank City Council,-37.68767,144.7703,5336,14,1622.857143,3903.780069,284000,73290.32258,87928.57143,WARRANDYTE,,14,,
West Footscray,h,910000,3/03/2018,6.4,5,3,2,665,332,2007,Glen Eira City Council,-37.92064,145.03146,6795,14,3007.518797,6024.096386,400000,175438.5965,65000,WEST FOOTSCRAY,,14,,
Wheelers Hill,h,2100000,3/03/2018,16.7,4,2,2,321,199,2007,Boroondara City Council,-37.8693,145.08,3052,14,,,312500,,150000,WHEELERS HILL,,14,,
Williamstown,h,1290000,3/03/2018,6.8,4,3,2,603,246,2007,Boroondara City Council,-37.8521,145.0657,10412,14,,,681250,,92142.85714,WILLIAMSTOWN,,14,,
Williamstown,h,2720000,3/03/2018,6.8,2,1,1,0,,2007,Boroondara City Council,-37.8287,145.035,11308,14,,,250000,,194285.7143,WILLIAMSTOWN,,14,,
Williamstown,h,1295000,3/03/2018,6.8,2,1,1,747,,2007,Boroondara City Council,-37.8287,145.035,11308,14,,,375000,,92500,WILLIAMSTOWN,,14,,
Williamstown,h,980000,3/03/2018,6.8,3,2,2,247,147.2,2007,Boroondara City Council,-37.7944,145.0327,10331,14,,,278333.3333,,70000,WILLIAMSTOWN,,14,,
Williamstown,h,1075000,3/03/2018,6.8,2,2,1,0,101.76,2007,Boroondara City Council,-37.81192,145.07506,5682,14,,,415000,,76785.71429,WILLIAMSTOWN,,14,,
Williamstown,h,2400000,3/03/2018,6.8,4,2,2,392,,2007,Boroondara City Council,-37.80039,145.0961,7809,14,,,393750,,171428.5714,WILLIAMSTOWN,,14,,
Windsor,h,1350000,3/03/2018,4.6,4,2,5,700,300,2007,Boroondara City Council,-37.78971,145.09546,7809,14,,,500000,,96428.57143,WINDSOR,,14,,
Yarraville,h,2185000,3/03/2018,6.3,5,5,2,,414,2007,Boroondara City Council,-37.80749,145.05853,10331,14,,,1116000,,156071.4286,YARRAVILLE,,14,,
Yarraville,h,1850000,3/03/2018,6.3,3,2,2,,178,2007,Boroondara City Council,-37.86939,145.08035,3052,14,,,400000,,132142.8571,YARRAVILLE,,14,,
Yarraville,h,890000,3/03/2018,6.3,3,2,2,,185,2007,Boroondara City Council,-37.79225,145.06194,2671,14,,,500000,,63571.42857,YARRAVILLE,,14,,
Alphington,h,1575000,10/03/2018,5.7,3,2,2,968,172,2007,Boroondara City Council,-37.82901,145.06714,8920,14,,,516666.6667,,112500,ALPHINGTON,,14,,
Altona Meadows,h,761000,10/03/2018,15.5,4,2,4,650,304,2007,Boroondara City Council,-37.79693,145.04621,2671,14,,,732500,,54357.14286,ALTONA MEADOWS,,14,,
Brunswick,h,1320000,10/03/2018,5.2,3,2,2,225,98,2008,Moonee Valley City Council,-37.7454,144.8987,9264,13,4048.888889,9295.918367,303666.6667,113875,101538.4615,BRUNSWICK,,13,,
Coburg,h,975000,10/03/2018,6.7,2,2,1,0,77,2008,Yarra City Council,-37.822,145.0104,14949,13, ,8285.714286,319000,245384.6154,75000,COBURG,,13,,
Doncaster,h,2250000,10/03/2018,12.4,2,2,2,1318,,2008,Glen Eira City Council,-37.8969,145.0654,4442,13,546.2822458, ,360000,59504.13223,173076.9231,DONCASTER,,13,,
