Suburb,Address,Rooms,Type,   Price   ,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,,
Yarraville,283 Francis St,3,h," $861,000.00 ",S,Jas,28/10/2017,6.3,3013,3,1,2,449,93,1950,Maribyrnong City Council,-37.8196,144.87493,Western Metropolitan,6543,,
Aberfeldie,22 Aberfeldie St,4,h," $2,600,000.00 ",S,Nelson,21/10/2017,7.5,3040,4,2,4,923,228,1925,Moonee Valley City Council,-37.75923,144.90527,Western Metropolitan,1543,,
Aberfeldie,48 Fawkner St,4,h," $1,905,000.00 ",SP,Brad,21/10/2017,7.5,3040,4,2,2,797,26,1930,Moonee Valley City Council,-37.75857,144.89572,Western Metropolitan,1543,,
Airport West,25 Glenys Av,3,h," $730,000.00 ",S,Barry,21/10/2017,10.4,3042,3,1,1,377,111,1970,Moonee Valley City Council,-37.72313,144.87527,Western Metropolitan,3464,,
Airport West,108 Victory Rd,3,h," $926,000.00 ",S,Nelson,21/10/2017,10.4,3042,3,1,2,614,129,1960,Moonee Valley City Council,-37.71757,144.88228,Western Metropolitan,3464,,
Albion,5 Norwood St,3,h," $715,000.00 ",S,Sweeney,21/10/2017,10.5,3020,3,1,2,638,97,1960,Brimbank City Council,-37.78089,144.81141,Western Metropolitan,2185,,
Alphington,44 Yarralea St,4,h," $1,757,000.00 ",S,Jellis,21/10/2017,5.7,3078,4,1,2,519,139,1920,Darebin City Council,-37.78236,145.03205,Northern Metropolitan,2211,,
Altona Meadows,24 Elystan Rd,4,h," $417,000.00 ",S,Barry,21/10/2017,15.5,3028,4,2,2,591,141,1988,Hobsons Bay City Council,-37.88306,144.77419,Western Metropolitan,7630,,
Altona Meadows,29 Fell Ct,4,h," $600,000.00 ",S,MICM,21/10/2017,15.5,3028,4,1,1,484,100,1995,Hobsons Bay City Council,-37.87373,144.77972,Western Metropolitan,7630,,
Altona Meadows,3 Hopkins Ct,4,h," $800,000.00 ",S,Barlow,21/10/2017,15.5,3028,4,2,4,531,190,1980,Hobsons Bay City Council,-37.89218,144.78582,Western Metropolitan,7630,,
Ascot Vale,29 Queens Av,4,h," $1,700,000.00 ",S,Nelson,21/10/2017,4.3,3032,4,2,1,475,184,1900,Moonee Valley City Council,-37.77872,144.9241,Western Metropolitan,6567,,
Avondale Heights,41 Montpellier Dr,3,h," $900,000.00 ",S,Moonee,21/10/2017,9.5,3034,3,1,1,550,115,1975,Moonee Valley City Council,-37.75486,144.8655,Western Metropolitan,4502,,
Bayswater,14 Greenglade Ct,3,h," $831,000.00 ",S,Ray,21/10/2017,23.2,3153,3,2,0,,168,1970,Knox City Council,-37.85106,145.26135,Eastern Metropolitan,5030,,
Bayswater,23 Ozone Rd,4,h," $916,500.00 ",S,Win,21/10/2017,23.2,3153,4,2,0,725,148,1970,Knox City Council,-37.85041,145.26265,Eastern Metropolitan,5030,,
Bayswater North,4 Fernhill La,4,h," $1,050,200.00 ",S,Hoskins,21/10/2017,23.2,3153,4,2,2,,1,2008,Maroondah City Council,-37.82506,145.27205,Eastern Metropolitan,3598,,
Beaumaris,11 Banksia Av,4,h," $2,070,000.00 ",S,Ray,21/10/2017,17.3,3193,4,2,2,650,175,1985,Bayside City Council,-37.98902,145.04153,Southern Metropolitan,5366,,
Beaumaris,37 Deauville St,4,h," $2,260,000.00 ",S,Marshall,21/10/2017,17.3,3193,4,2,2,,270,2000,Bayside City Council,-37.9841,145.04775,Southern Metropolitan,5366,,
Bentleigh,4 Paschal St,4,h," $1,560,000.00 ",S,Buxton,21/10/2017,11.4,3204,4,2,2,363,250,2017,Glen Eira City Council,-37.92967,145.04474,Southern Metropolitan,6795,,
Bentleigh,248 Patterson Rd,4,t," $1,250,000.00 ",PI,Buxton,21/10/2017,11.4,3204,4,3,2,750,297,1950,Glen Eira City Council,-37.92743,145.0489,Southern Metropolitan,6795,,
Bentleigh East,3 Greenview Ct,5,h," $2,055,000.00 ",S,Buxton,21/10/2017,13.8,3165,5,5,2,675,395,2017,Glen Eira City Council,-37.93633,145.07342,Southern Metropolitan,10969,,
Bentleigh East,9A Purtell St,4,t," $1,285,000.00 ",S,Jellis,21/10/2017,13.8,3165,4,2,2,,230,2010,Glen Eira City Council,-37.92538,145.05124,Southern Metropolitan,10969,,
Bentleigh East,14 Richard St,4,h," $1,420,000.00 ",S,Jellis,21/10/2017,13.8,3165,4,2,2,638,156,1960,Glen Eira City Council,-37.92176,145.07477,Southern Metropolitan,10969,,
Bentleigh East,39 Tambet St,3,h," $950,000.00 ",SP,Buxton,21/10/2017,13.8,3165,3,1,2,366,120,1960,Glen Eira City Council,-37.91567,145.07111,Southern Metropolitan,10969,,
Blackburn,6 The Ridge,4,h," $1,300,000.00 ",VB,Justin,21/10/2017,13.4,3130,4,2,2,705,230,1985,Whitehorse City Council,-37.83135,145.15811,Eastern Metropolitan,5713,,
Box Hill,39 Court St,5,h," $1,941,000.00 ",S,Lindellas,21/10/2017,10.9,3128,5,3,4,,207,1930,Whitehorse City Council,-37.815,145.12687,Eastern Metropolitan,4605,,
Box Hill,11 Victoria St,4,h," $1,782,500.00 ",S,Fletchers,21/10/2017,10.9,3128,4,2,1,641,625,1930,Whitehorse City Council,-37.82392,145.1299,Eastern Metropolitan,4605,,
Braybrook,5 Howell Pl,3,h," $771,000.00 ",SP,Barry,21/10/2017,8.6,3019,3,1,0,588,128,1950,Maribyrnong City Council,-37.79373,144.84678,Western Metropolitan,3589,,
Braybrook,17 Kenross Ct,3,h," $785,000.00 ",S,RW,21/10/2017,8.6,3019,3,1,3,539,114,1950,Maribyrnong City Council,-37.79262,144.84587,Western Metropolitan,3589,,
Brighton,8 Berwick St,4,h," $2,451,000.00 ",S,Marshall,21/10/2017,10.5,3186,4,3,2,335,102,1960,Bayside City Council,-37.90397,144.99582,Southern Metropolitan,10579,,
Brighton East,130 Thomas St,3,h," $1,600,000.00 ",VB,Gary,21/10/2017,10.3,3187,3,2,3,691,222,1930,Bayside City Council,-37.90708,145.02531,Southern Metropolitan,6938,,
Brunswick,20 Downs St,5,h," $1,530,000.00 ",S,Nelson,21/10/2017,5.2,3056,5,2,2,467,181,1915,Moreland City Council,-37.75607,144.95562,Northern Metropolitan,11918,,
Brunswick,53 Stewart St,2,h," $1,075,000.00 ",VB,Jellis,21/10/2017,5.2,3056,2,1,1,2400,98,1910,Moreland City Council,-37.76386,144.96776,Northern Metropolitan,11918,,
Brunswick East,122 Barkly St,3,h," $1,326,000.00 ",S,Collins,21/10/2017,4,3057,3,1,2,217,107,1890,Moreland City Council,-37.77747,144.97168,Northern Metropolitan,5533,,
Bulleen,26 Vera St,3,h," $962,000.00 ",S,Jellis,21/10/2017,10.8,3105,3,2,1,,137,1960,Manningham City Council,-37.77505,145.10332,Eastern Metropolitan,4480,,
Caulfield South,24 Remuera St,3,h," $1,590,000.00 ",S,Gary,21/10/2017,8.7,3162,3,2,2,499,189,1935,Glen Eira City Council,-37.90116,145.02845,Southern Metropolitan,5051,,
Cheltenham,2 Heather Gr,4,h," $1,620,000.00 ",S,O'Brien,21/10/2017,17.9,3192,4,2,2,,210,1960,Bayside City Council,-37.96191,145.04939,Southern Metropolitan,9758,,
Cheltenham,13a Hilda St,3,u," $817,500.00 ",S,Buxton,21/10/2017,17.9,3192,3,2,2,,108,1990,Bayside City Council,-37.97349,145.07647,Southern Metropolitan,9758,,
Cheltenham,30 Nancy St,3,h," $965,000.00 ",SA,Barry,21/10/2017,17.9,3192,3,1,4,538,169,1970,Bayside City Council,-37.97223,145.07895,Southern Metropolitan,9758,,
Clifton Hill,359 Wellington St,2,h," $912,000.00 ",S,Nelson,21/10/2017,3.6,3068,2,1,1,156,96,1880,Yarra City Council,-37.79379,144.98809,Northern Metropolitan,2954,,
Coburg,1 Farm Rd,4,h," $900,000.00 ",VB,RT,21/10/2017,6.7,3058,4,2,2,,172,2000,Darebin City Council,-37.73596,144.97179,Northern Metropolitan,11204,,
Coburg,48 Webb St,3,h," $1,000,000.00 ",PI,Love,21/10/2017,6.7,3058,3,1,1,371,107,1950,Darebin City Council,-37.73369,144.95599,Northern Metropolitan,11204,,
Coburg North,8 Julius St,3,h," $916,000.00 ",S,Nelson,21/10/2017,6.7,3058,3,1,2,,129,1950,Darebin City Council,-37.73435,144.97844,Northern Metropolitan,3445,,
Croydon,79 Lincoln Rd,3,h," $768,000.00 ",S,McGrath,21/10/2017,23,3136,3,1,2,850,148,1970,Maroondah City Council,-37.78703,145.29502,Eastern Metropolitan,11925,,
Croydon North,51 Power St,3,h," $965,000.00 ",S,Noel,21/10/2017,23,3136,3,2,2,,260,1993,Maroondah City Council,-37.76519,145.27824,Eastern Metropolitan,2985,,
Doncaster East,7 Bernadette Ct,4,h," $1,340,000.00 ",PI,Barry,21/10/2017,14.3,3109,4,2,2,786,200,1980,Manningham City Council,-37.75869,145.17728,Eastern Metropolitan,10999,,
Doncaster East,15 Champion St,4,t," $1,310,000.00 ",S,Jellis,21/10/2017,14.3,3109,4,2,2,368,203,2014,Manningham City Council,-37.78674,145.15106,Eastern Metropolitan,10999,,
Doncaster East,45 Worthing Av,4,h," $1,468,000.00 ",S,Barry,21/10/2017,14.3,3109,4,2,2,602,165,1980,Manningham City Council,-37.78336,145.15081,Eastern Metropolitan,10999,,
Donvale,41 Garden Rd,4,h," $2,660,000.00 ",S,Philip,21/10/2017,16.1,3111,4,3,2,3999,278,1970,Manningham City Council,-37.78856,145.18852,Eastern Metropolitan,4790,,
Elwood,72 Addison St,4,h," $2,280,000.00 ",S,Chisholm,21/10/2017,7.2,3184,4,2,1,302,206,1910,Port Phillip City Council,-37.8784,144.98019,Southern Metropolitan,8989,,
Elwood,117 Spray St,4,h," $2,200,000.00 ",VB,Chisholm,21/10/2017,7.2,3184,4,2,1,544,161,1925,Port Phillip City Council,-37.88261,144.98467,Southern Metropolitan,8989,,
Essendon,24 Cudmore St,4,h," $2,520,000.00 ",S,Nelson,21/10/2017,7.5,3040,4,3,2,836,389,2006,Moonee Valley City Council,-37.74228,144.90228,Western Metropolitan,9264,,
Essendon North,85 Kerferd St,4,h," $1,300,000.00 ",SP,Frank,21/10/2017,8.2,3041,4,3,2,,225,1920,Moonee Valley City Council,-37.73645,144.89993,Western Metropolitan,1308,,
Essendon West,37 Hampton Rd,4,h," $1,300,000.00 ",VB,Brad,21/10/2017,7.5,3040,4,3,2,607,217,1950,Moonee Valley City Council,-37.75087,144.8853,Western Metropolitan,588,,
Fitzroy,81 Kerr St,4,h," $1,625,000.00 ",S,Jellis,21/10/2017,2.1,3065,4,1,1,150,160,1890,Yarra City Council,-37.79651,144.97807,Northern Metropolitan,5825,,
Fitzroy North,220 McKean St,4,h," $2,200,000.00 ",PI,Chambers,21/10/2017,3.6,3068,4,1,1,242,143,1880,Moreland City Council,-37.7873,144.9911,Northern Metropolitan,6244,,
Flemington,8 Canterbury St,2,h," $1,270,000.00 ",S,Alexkarbon,21/10/2017,3.4,3031,2,1,1,341,138,1920,Melbourne City Council,-37.78161,144.92649,Northern Metropolitan,3593,,
Forest Hill,3 Milgate Ct,3,h," $1,159,000.00 ",S,Barry,21/10/2017,15.4,3131,3,1,2,638,136,1960,Whitehorse City Council,-37.8328,145.17944,Eastern Metropolitan,4385,,
Forest Hill,59 Vicki St,3,h," $1,134,000.00 ",S,Noel,21/10/2017,15.4,3131,3,1,1,601,110,1970,Whitehorse City Council,-37.84121,145.16068,Eastern Metropolitan,4385,,
Gardenvale,85 Gardenvale Rd,4,h," $1,850,000.00 ",VB,Marshall,21/10/2017,7.2,3185,4,2,2,696,152,1920,Glen Eira City Council,-37.89806,145.00816,Southern Metropolitan,534,,
Glen Waverley,23 Diamond Av,4,h," $1,439,000.00 ",S,Barry,21/10/2017,16.7,3150,4,2,2,663,158,1970,Monash City Council,-37.87215,145.17259,Eastern Metropolitan,15321,,
Glen Waverley,28 Durward Av,4,h," $1,165,000.00 ",PI,Barry,21/10/2017,16.7,3150,4,1,2,,116,1955,Monash City Council,-37.89097,145.15154,Eastern Metropolitan,15321,,
Glenroy,9 McDonald Pl,4,t," $666,133.00 ",S,Eview,21/10/2017,11.2,3046,3,2,2,933,115,2017,Moreland City Council,-37.70189,144.90894,Northern Metropolitan,8870,,
Hampton,47 Service St,4,h," $2,000,000.00 ",VB,Marshall,21/10/2017,13.8,3188,4,3,2,420,320,2011,Bayside City Council,-37.94008,145.00809,Southern Metropolitan,5454,,
Hampton East,14A Carrington St,3,t," $1,045,000.00 ",S,Buxton,21/10/2017,13.8,3188,3,2,1,,124,2003,Bayside City Council,-37.93668,145.03372,Southern Metropolitan,2356,,
Hampton East,18 King St,3,h," $990,000.00 ",VB,Hodges,21/10/2017,13.8,3188,3,2,1,725,332,1950,Bayside City Council,-37.93394,145.03241,Southern Metropolitan,2356,,
Hampton East,3 Seafoam St,4,t," $1,335,000.00 ",S,Buxton,21/10/2017,13.8,3188,4,2,2,,156,2014,Bayside City Council,-37.93858,145.0323,Southern Metropolitan,2356,,
Heathmont,67 Campbell St,2,h," $730,000.00 ",S,hockingstuart,21/10/2017,21.3,3135,2,1,1,690,73,1950,Maroondah City Council,-37.82575,145.24403,Eastern Metropolitan,3794,,
Highett,20 Jackson Rd,4,h," $1,660,000.00 ",S,Hodges,21/10/2017,16,3190,4,2,2,,252,2006,Bayside City Council,-37.95438,145.04475,Southern Metropolitan,4794,,
Kealba,10 Dowling St,3,h," $587,000.00 ",S,Barry,21/10/2017,14,3021,3,1,1,583,108,1980,Brimbank City Council,-37.73642,144.82851,Western Metropolitan,1202,,
Malvern,42 McKinley Av,4,h," $3,100,000.00 ",S,Jellis,21/10/2017,5.9,3144,4,3,1,557,192,1900,Stonnington City Council,-37.86411,145.032,Southern Metropolitan,4675,,
Malvern East,18 Serrell St,4,h," $1,810,000.00 ",S,Marshall,21/10/2017,8.4,3145,4,2,2,,219,1926,Stonnington City Council,-37.88272,145.06197,Southern Metropolitan,8801,,
Maribyrnong,33 Hillside Cr,3,h," $1,100,000.00 ",VB,Frank,21/10/2017,4.3,3032,3,1,1,490,108,1950,Maribyrnong City Council,-37.77172,144.89296,Western Metropolitan,4918,,
Maribyrnong,21 Ibis Pl,3,h," $1,150,000.00 ",SP,hockingstuart,21/10/2017,4.3,3032,3,2,2,,209,2006,Maribyrnong City Council,-37.78441,144.89605,Western Metropolitan,4918,,
Maribyrnong,1 Leopold St,3,h," $1,187,000.00 ",S,Brad,21/10/2017,4.3,3032,3,2,2,598,102,1900,Maribyrnong City Council,-37.76849,144.90025,Western Metropolitan,4918,,
Maribyrnong,18 Valnere St,5,h," $970,000.00 ",PI,Biggin,21/10/2017,4.3,3032,5,2,2,515,150,1960,Maribyrnong City Council,-37.78461,144.88474,Western Metropolitan,4918,,
McKinnon,115 Wheatley Rd,3,h," $1,720,000.00 ",S,Buxton,21/10/2017,11.4,3204,3,1,3,580,124,1930,Glen Eira City Council,-37.9076,145.03393,Southern Metropolitan,2397,,
Moonee Ponds,44 Dean St,4,h," $1,320,000.00 ",S,Brad,21/10/2017,6.2,3039,4,2,2,,182,1910,Moonee Valley City Council,-37.76778,144.92786,Western Metropolitan,6232,,
Mount Waverley,4 McLeod Pl,4,h," $1,635,000.00 ",S,McGrath,21/10/2017,14.2,3149,4,2,2,,267,1975,Monash City Council,-37.87226,145.12082,Eastern Metropolitan,13366,,
Mulgrave,5 Cromer Cr,4,h," $900,000.00 ",S,RW,21/10/2017,18.8,3170,4,2,1,,197,1975,Monash City Council,-37.92181,145.17104,South-Eastern Metropolitan,7113,,
Newport,259 Douglas Pde,3,h," $1,189,000.00 ",S,Greg,21/10/2017,6.2,3015,3,1,2,372,157,1915,Hobsons Bay City Council,-37.84776,144.89223,Western Metropolitan,5498,,
Notting Hill,21 Bingley Av,3,h," $1,100,000.00 ",S,One,21/10/2017,16.7,3168,3,1,3,730,737,1970,Monash City Council,-37.90521,145.14866,Southern Metropolitan,902,,
Nunawading,336 Springfield Rd,3,h," $735,000.00 ",S,Stockdale,21/10/2017,15.4,3131,3,1,2,426,131,1970,Manningham City Council,-37.81223,145.17926,Eastern Metropolitan,4973,,
Oakleigh,2 Bishop St,3,h," $1,315,000.00 ",S,Ray,21/10/2017,12.3,3166,3,2,2,562,132,1940,Monash City Council,-37.90537,145.09365,Southern Metropolitan,3224,,
Ormond,3 Carlyon St,4,h," $1,700,000.00 ",SP,Woodards,21/10/2017,11.4,3204,4,2,3,522,145,1970,Glen Eira City Council,-37.9078,145.04119,Southern Metropolitan,3578,,
Pascoe Vale,2/3 Grover St,3,t," $780,000.00 ",VB,Nelson,21/10/2017,8.5,3044,3,3,2,797,154,2013,Moreland City Council,-37.73009,144.93068,Northern Metropolitan,7485,,
Pascoe Vale,1 Sefton St,3,h," $891,000.00 ",S,Brad,21/10/2017,8.5,3044,3,1,1,557,113,1950,Moreland City Council,-37.72332,144.92673,Northern Metropolitan,7485,,
Port Melbourne,273 Ross St,4,h," $2,300,000.00 ",S,Marshall,21/10/2017,3.5,3207,4,3,1,,185,2016,Melbourne City Council,-37.83281,144.94156,Southern Metropolitan,8648,,
Prahran,20 Irving Av,3,h," $1,500,000.00 ",PI,Kay,21/10/2017,4.6,3181,3,1,0,,126,1900,Stonnington City Council,-37.858,145.00733,Southern Metropolitan,7717,,
Prahran,1 Trinian St,3,h," $3,250,000.00 ",SP,Jellis,21/10/2017,4.6,3181,3,2,2,,200,1880,Stonnington City Council,-37.85256,145.00143,Southern Metropolitan,7717,,
Preston,141 Albert St,2,h," $835,000.00 ",S,hockingstuart,21/10/2017,8.4,3072,2,1,4,501,99,1955,Darebin City Council,-37.73664,145.02375,Northern Metropolitan,14577,,
Preston,2/2 Josephine Gr,2,u," $440,000.00 ",SP,Love,21/10/2017,8.4,3072,2,1,1,706,65,1970,Darebin City Council,-37.73543,145.0162,Northern Metropolitan,14577,,
Reservoir,12 Kelverne St,3,h," $650,000.00 ",SP,Barry,21/10/2017,12,3073,3,1,1,491,0,1950,Darebin City Council,-37.71445,144.98225,Northern Metropolitan,21650,,
Reservoir,12 Wilkinson St,4,h," $1,000,000.00 ",S,Nelson,21/10/2017,12,3073,4,1,2,646,168,1950,Darebin City Council,-37.72653,145.01855,Northern Metropolitan,21650,,
Richmond,35 Johnson St,4,h," $1,907,000.00 ",S,Biggin,21/10/2017,2.4,3121,4,1,3,411,150,1922,Yarra City Council,-37.81349,145.0049,Northern Metropolitan,14949,,
Richmond,11 Judd St,2,h," $1,250,000.00 ",SP,Biggin,21/10/2017,2.4,3121,2,2,2,,124,2010,Yarra City Council,-37.81673,144.99549,Northern Metropolitan,14949,,
Ringwood,13 Sherbrook Av,4,h," $1,260,000.00 ",S,Carter,21/10/2017,19.9,3134,4,2,1,,180,1964,Maroondah City Council,-37.81542,145.21839,Eastern Metropolitan,7785,,
Sandringham,127A Bay Rd,3,h," $1,185,000.00 ",S,Buxton,21/10/2017,15.2,3191,3,1,1,,113,1935,Bayside City Council,-37.95313,145.01732,Southern Metropolitan,4497,,
Sandringham,313 Bluff Rd,4,h," $1,675,000.00 ",VB,hockingstuart,21/10/2017,15.2,3191,4,3,2,675,291,2007,Bayside City Council,-37.9487,145.02145,Southern Metropolitan,4497,,
Sandringham,90 Sandringham Rd,3,h," $1,300,000.00 ",S,Hodges,21/10/2017,15.2,3191,3,1,2,600,133,1950,Bayside City Council,-37.9524,145.02052,Southern Metropolitan,4497,,
Seddon,1 Florence St,3,h," $1,010,000.00 ",SP,hockingstuart,21/10/2017,5.1,3011,3,1,0,436,92,1910,Maribyrnong City Council,-37.80868,144.88483,Western Metropolitan,2417,,
South Melbourne,71 Nelson Rd,2,h," $1,000,000.00 ",VB,Marshall,21/10/2017,1.9,3205,2,1,0,,78,1870,Port Phillip City Council,-37.83551,144.95272,Southern Metropolitan,5943,,
South Yarra,21A Cassell St,3,h," $2,500,000.00 ",VB,Marshall,21/10/2017,2.7,3141,3,2,2,,225,2005,Melbourne City Council,-37.84349,145.0035,Southern Metropolitan,14887,,
South Yarra,60 Cromwell Rd,3,h," $2,180,000.00 ",VB,Kay,21/10/2017,2.7,3141,3,2,2,223,235,1999,Melbourne City Council,-37.84188,144.99979,Southern Metropolitan,14887,,
South Yarra,2/2 Gordon Gr,2,u," $590,000.00 ",PI,Marshall,21/10/2017,2.7,3141,2,1,1,,76,1965,Melbourne City Council,-37.83361,144.98819,Southern Metropolitan,14887,,
South Yarra,7 MacFarlan La,3,h," $1,750,000.00 ",S,Jellis,21/10/2017,2.7,3141,3,2,2,153,162,1996,Melbourne City Council,-37.83998,144.98877,Southern Metropolitan,14887,,
Spotswood,104 Hudsons Rd,2,h," $1,225,000.00 ",SP,Greg,21/10/2017,6.2,3015,2,1,1,361,0,1910,Hobsons Bay City Council,-37.8294,144.8841,Western Metropolitan,1223,,
Strathmore,12 Loch Cr,3,h," $1,200,000.00 ",VB,Brad,21/10/2017,8.2,3041,3,2,2,,257,2011,Moonee Valley City Council,-37.73144,144.9179,Western Metropolitan,3284,,
Sunshine,36 High St,2,t," $610,000.00 ",S,Jas,21/10/2017,10.5,3020,2,1,2,,97,2016,Brimbank City Council,-37.78802,144.84149,Western Metropolitan,3755,,
Sunshine West,6 Engblom Ct,3,h," $570,000.00 ",S,S&L,21/10/2017,10.5,3020,3,2,1,255,108,2015,Brimbank City Council,-37.79482,144.79027,Western Metropolitan,6763,,
Sunshine West,116 Glengala Rd,3,h," $820,000.00 ",S,Douglas,21/10/2017,10.5,3020,3,2,4,,130,1950,Brimbank City Council,-37.78929,144.81414,Western Metropolitan,6763,,
Templestowe,32 Mahoney St,4,t," $1,550,000.00 ",VB,Jellis,21/10/2017,15.5,3106,4,3,2,345,125,1950,Manningham City Council,-37.75521,145.12176,Eastern Metropolitan,6202,,
Templestowe,8 Shelley Ct,3,h," $1,290,000.00 ",S,Barry,21/10/2017,15.5,3106,3,2,2,960,200,1985,Manningham City Council,-37.76598,145.16524,Eastern Metropolitan,6202,,
Templestowe Lower,3 David Rd,4,h," $1,390,000.00 ",PI,Barry,21/10/2017,12.4,3107,4,3,6,709,286,1999,Manningham City Council,-37.76948,145.105,Eastern Metropolitan,5420,,
Templestowe Lower,3 Marcus Rd,3,h," $1,435,000.00 ",PI,H,21/10/2017,12.4,3107,3,1,2,738,114,1960,Manningham City Council,-37.77154,145.10361,Eastern Metropolitan,5420,,
Thornbury,207 Collins St,2,h," $1,025,000.00 ",S,Nelson,21/10/2017,7,3071,2,1,2,,92,1950,Darebin City Council,-37.75625,145.02194,Northern Metropolitan,8870,,
Toorak,2A Verdant Av,3,h," $3,550,000.00 ",S,Marshall,21/10/2017,4.1,3142,3,3,2,,244,1990,Stonnington City Council,-37.8365,145.00654,Southern Metropolitan,7217,,
Tullamarine,14 Derby St,3,h," $610,000.00 ",SP,Jason,21/10/2017,12.9,3043,3,1,1,534,150,1980,Brimbank City Council,-37.69211,144.87562,Western Metropolitan,3296,,
Tullamarine,55 Derby St,3,h," $805,000.00 ",SP,Jason,21/10/2017,12.9,3043,3,1,4,802,108,1960,Brimbank City Council,-37.6899,144.87418,Western Metropolitan,3296,,
Wantirna,4 Davies Cl,4,h," $1,240,000.00 ",S,Harcourts,21/10/2017,14.7,3152,4,2,2,,292,2002,Knox City Council,-37.85854,145.22399,Eastern Metropolitan,5424,,
Wantirna,159 Harold St,4,h," $950,000.00 ",S,Noel,21/10/2017,14.7,3152,4,2,2,752,187,1980,Knox City Council,-37.85466,145.22367,Eastern Metropolitan,5424,,
Wantirna South,81 Sylphide Wy,4,h," $1,036,000.00 ",S,Noel,21/10/2017,14.7,3152,4,2,2,772,163,1980,Knox City Council,-37.88366,145.22212,Eastern Metropolitan,7082,,
West Footscray,201 Essex St,3,h," $870,000.00 ",SP,Jas,21/10/2017,6.4,3012,3,1,2,390,96,1940,Maribyrnong City Council,-37.79256,144.86715,Western Metropolitan,5058,,
Wheelers Hill,36 Chancellor Dr,5,h," $1,050,000.00 ",SP,Bekdon,21/10/2017,16.7,3150,5,2,3,708,152,1973,Monash City Council,-37.9158,145.1811,South-Eastern Metropolitan,7392,,
Williamstown,22 Jobson St,3,h," $1,173,000.00 ",S,Jas,21/10/2017,6.8,3016,3,2,1,,116,1900,Hobsons Bay City Council,-37.85749,144.89151,Western Metropolitan,6380,,
Wonga Park,10 Paynters Rd,5,h," $1,815,000.00 ",S,Hoskins,21/10/2017,25.2,3115,5,3,2,,306,1910,Manningham City Council,-37.73287,145.2757,Eastern Victoria,1328,,
Yarraville,6 Deakin St,3,h," $920,000.00 ",S,Sweeney,21/10/2017,6.3,3013,3,1,0,207,99,1920,Maribyrnong City Council,-37.81306,144.88085,Western Metropolitan,6543,,
Abbotsford,1 Paterson St,2,h," $1,075,000.00 ",S,Biggin,14/10/2017,3,3067,2,1,0,,92,1927,Yarra City Council,-37.80318,145.00067,Northern Metropolitan,4019,,
Airport West,3 Chancellor Rd,3,h," $730,000.00 ",VB,Nelson,14/10/2017,10.4,3042,3,2,1,548,130,2017,Moonee Valley City Council,-37.72741,144.87919,Western Metropolitan,3464,,
Airport West,29 Hilbert Rd,3,h," $770,000.00 ",PI,Barry,14/10/2017,10.4,3042,3,2,2,616,160,1960,Moonee Valley City Council,-37.72367,144.87059,Western Metropolitan,3464,,
