Suburb,Type,Price,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,Lattitude,Longtitude,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,,Pricelandratio,Landbuildingratio
South Melbourne,h,1405000,4/06/2016,2.1,4,2,0,0,171,-37.8206,145.0099,121, ,8830.409357,377500,580769.2308,11611.57025,,#DIV/0!,0
South Melbourne,u,575000,4/06/2016,2.1,3,2,1,131,76,-37.8132,144.9929,121,11832.06107,20394.73684,516666.6667,596153.8462,4752.066116,,4389.312977,1.723684211
South Yarra,u,650000,4/06/2016,3.3,3,1,0,234,111,-37.8051,144.8858,121,4615.384615,9729.72973,360000,163636.3636,5371.900826,,2777.777778,2.108108108
South Yarra,u,775000,4/06/2016,3.3,4,2,0,297,175,-37.8108,144.888,121,4511.784512,7657.142857,335000,191428.5714,6404.958678,,2609.427609,1.697142857
South Yarra,u,572000,4/06/2016,3.3,3,1,1,230,127,-37.788,144.9967,121,6521.73913,11811.02362,500000,441176.4706,4727.272727,,2486.956522,1.811023622
South Yarra,t,1460000,4/06/2016,3.3,2,1,0,438,2,-37.8353,144.9599,121,1484.018265,325000,325000,309523.8095,12066.1157,,3333.333333,219
Southbank,u,868000,4/06/2016,1.2,2,1,0,161,82,-37.8454,144.9891,121,7540.372671,14804.87805,607000,367878.7879,7173.553719,,5391.304348,1.963414634
Southbank,u,530000,4/06/2016,1.2,3,1,0,308,120,-37.8526,144.895,121,3733.766234,9583.333333,383333.3333,143750,4380.165289,,1720.779221,2.566666667
St Kilda,u,380000,4/06/2016,6.1,3,1,0,198,98,-37.8025,144.9939,121,5050.505051,10204.08163,333333.3333,400000,3140.495868,,1919.191919,2.020408163
St Kilda,u,616000,4/06/2016,6.1,2,1,0,132,80,-37.8527,144.9657,121,9848.484848,16250,650000,317073.1707,5090.909091,,4666.666667,1.65
Sunshine West,t,450000,4/06/2016,13.5,3,1,1,154,95,-37.8264,145.0123,121,8636.363636,14000,443333.3333,511538.4615,3719.008264,,2922.077922,1.621052632
Templestowe Lower,h,1101000,4/06/2016,13.8,3,2,2,500,148,-37.7382,144.9653,121,2500,8445.945946,416666.6667,160256.4103,9099.173554,,2202,3.378378378
Toorak,u,430000,4/06/2016,4.6,2,1,0,172,80,-37.7936,144.8905,121,5127.906977,11025,441000,137812.5,3553.719008,,2500,2.15
Toorak,u,701500,4/06/2016,4.6,4,2,2,598,222,-37.898,145.0928,121,3076.923077,8288.288288,460000,131428.5714,5797.520661,,1173.076923,2.693693694
West Melbourne,h,1260000,4/06/2016,1.9,4,3,2,317,156,-37.8346,144.9358,121,8517.350158,17307.69231,675000,710526.3158,10413.22314,,3974.763407,2.032051282
West Melbourne,u,460000,4/06/2016,1.9,1,1,0,126,77,-37.8259,145.0107,121,7230.15873,11831.16883,911000,350384.6154,3801.652893,,3650.793651,1.636363636
Williamstown,h,1200000,4/06/2016,8,3,1,0,282,112,-37.7674,144.966,121,4290.780142,10803.57143,403333.3333,232692.3077,9917.355372,,4255.319149,2.517857143
Williamstown,h,3130000,4/06/2016,8,3,1,1,117,147,-37.8298,144.9923,121,11538.46154,9183.673469,450000,540000,25867.7686,,26752.13675,0.795918367
Yarraville,h,910000,4/06/2016,7,3,1,0,176,106,-37.8162,145.006,121,6897.727273,11452.83019,404666.6667,466923.0769,7520.661157,,5170.454545,1.660377358
Yarraville,h,856000,4/06/2016,7,3,2,1,197,168,-37.8395,144.9489,121,11370.55838,13333.33333,746666.6667,1066666.667,7074.380165,,4345.177665,1.172619048
Yarraville,h,670000,4/06/2016,7,3,2,1,169,139,-37.7585,144.9504,121,6508.87574,7913.669065,366666.6667,186440.678,5537.190083,,3964.497041,1.215827338
Yarraville,h,706000,4/06/2016,7,3,1,1,267,101,-37.7951,144.8901,121,3262.172285,8623.762376,290333.3333,136093.75,5834.710744,,2644.194757,2.643564356
Yarraville,h,1050000,4/06/2016,7,5,2,0,406,225,-37.7751,145.0099,121,4310.344828,7777.777778,350000,318181.8182,8677.68595,,2586.206897,1.804444444
Carlton,u,860000,4/06/2016,1.8,2,1,0,134,63.7,-37.817,145.0058,121,7835.820896,16483.51648,525000,403846.1538,7107.438017,,6417.910448,2.103610675
Essendon West,h,1422000,4/06/2016,9.8,2,1,0,269,80,-37.8026,144.8882,121,2472.118959,8312.5,332500,100757.5758,11752.06612,,5286.245353,3.3625
Kingsville,h,1155000,4/06/2016,7.8,2,1,0,131,110,-37.7999,144.9776,121,10305.34351,12272.72727,675000,843750,9545.454545,,8816.793893,1.190909091
Murrumbeena,t,1160000,4/06/2016,12.1,3,2,1,230,245,-37.7987,144.9434,121,9395.652174,8820.408163,720333.3333,939565.2174,9586.77686,,5043.478261,0.93877551
Murrumbeena,t,1100000,4/06/2016,12.1,3,1,0,305,115,-37.8312,144.8893,121,3606.557377,9565.217391,366666.6667,142857.1429,9090.909091,,3606.557377,2.652173913
Murrumbeena,h,820000,4/06/2016,12.1,4,2,1,172,135,-37.7483,144.9634,121,5843.023256,7444.444444,251250,128846.1538,6776.859504,,4767.44186,1.274074074
Ormond,h,1920000,4/06/2016,11.8,2,1,0,112,100,-37.8001,144.9901,121,7928.571429,8880,444000,555000,15867.7686,,17142.85714,1.12
West Footscray,h,850000,4/06/2016,8.2,3,1,1,387,135,-37.755,144.9272,121,2922.48062,8377.777778,377000,141375,7024.793388,,2196.382429,2.866666667
Albion,h,593000,4/06/2016,13.9,2,1,2,272,85,-37.7641,144.9073,121,3566.176471,11411.76471,485000,140579.7101,4900.826446,,2180.147059,3.2
Oakleigh,h,305000,4/06/2016,14,3,2,1,362,138,-37.8772,144.9904,121,4198.895028,11014.49275,506666.6667,197402.5974,2520.661157,,842.5414365,2.623188406
Cremorne,h,1000000,4/06/2016,2.5,2,1,2,307,103,-37.86906,145.01986,121,4617.263844,13762.13592,708750,181730.7692,8264.46281,,3257.32899,2.980582524
South Kingsville,h,930000,4/06/2016,9.1,3,1,0,192,85,-37.78992,144.99845,121,7604.166667,17176.47059,486666.6667,405555.5556,7685.950413,,4843.75,2.258823529
Alphington,h,2840000,12/06/2016,6.4,2,1,1,180,82,-37.7839,144.92727,121,5500,12073.17073,495000,291176.4706,23471.07438,,15777.77778,2.195121951
Box Hill,u,288000,12/06/2016,13.1,2,1,1,0,73,-37.79999,144.94961,121, ,10945.20548,399500,443888.8889,2380.165289,,#DIV/0!,0
Burwood,h,1060000,12/06/2016,11.7,2,1,1,0,85,-37.85163,144.9943,121, ,8211.764706,349000,151739.1304,8760.330579,,#DIV/0!,0
Elwood,u,717000,12/06/2016,7.7,2,1,0,117,48,-37.84998,144.99499,121,6666.666667,16250,390000,169565.2174,5925.619835,,6128.205128,2.4375
Footscray,h,760000,12/06/2016,6.4,4,1,2,678,177,-37.75967,144.97214,121,2064.896755,7909.60452,350000,269230.7692,6280.991736,,1120.943953,3.830508475
Footscray,u,420000,12/06/2016,6.4,2,1,0,102,66,-37.79489,144.94207,121,9509.803922,14696.9697,485000,538888.8889,3471.07438,,4117.647059,1.545454545
Hampton,h,2600000,12/06/2016,13.7,2,1,0,150,79,-37.81956,144.89054,121,6333.333333,12025.31646,475000,150793.6508,21487.60331,,17333.33333,1.898734177
Kensington,u,370000,12/06/2016,4.2,4,1,3,616,170,-37.75728,144.90723,121,1875,6794.117647,288750,154000,3057.85124,,600.6493506,3.623529412
Malvern East,h,1555000,12/06/2016,11.2,3,1,0,196,102,-37.77552,144.92022,121,5051.020408,9705.882353,330000,230232.5581,12851.23967,,7933.673469,1.921568627
Preston,h,600000,12/06/2016,8.8,3,1,1,406,156,-37.77655,144.96325,121,3140.394089,8173.076923,425000,245192.3077,4958.677686,,1477.832512,2.602564103
Reservoir,h,812000,12/06/2016,11.2,2,1,0,151,88,-37.79853,144.99256,121,7251.655629,12443.18182,547500,547500,6710.743802,,5377.483444,1.715909091
Reservoir,h,682000,12/06/2016,11.2,3,1,1,396,123,-37.8363,144.87588,121,3106.060606,10000,410000,198387.0968,5636.363636,,1722.222222,3.219512195
Thornbury,h,944000,12/06/2016,6.5,2,1,1,184,79,-37.78493,144.98879,121,7336.956522,17088.60759,675000,375000,7801.652893,,5130.434783,2.329113924
Toorak,t,2700000,12/06/2016,4.6,3,2,1,138,125,-37.78714,144.97966,121,13420.28986,14816,617333.3333,514444.4444,22314.04959,,19565.21739,1.104
Essendon West,t,800000,12/06/2016,9.8,2,1,1,174,100.6,-37.83162,144.88742,121,4609.195402,7972.166998,401000,129354.8387,6611.570248,,4597.701149,1.729622266
Ormond,u,260000,12/06/2016,11.8,3,1,1,284,124,-37.81335,144.89471,121,4524.647887,10362.90323,428333.3333,203968.254,2148.760331,,915.4929577,2.290322581
Oakleigh,h,600000,12/06/2016,14,3,1,0,199,126,-37.77561,144.91695,121,6562.81407,10365.07937,435333.3333,303720.9302,4958.677686,,3015.075377,1.579365079
South Kingsville,h,985000,12/06/2016,9.1,4,3,2,498,226,-37.90396,144.99126,121,5622.48996,12389.38053,700000,266666.6667,8140.495868,,1977.911647,2.203539823
Abbotsford,h,1100000,18/06/2016,2.5,4,2,0,388,178,-37.86159,144.89926,121,4948.453608,10786.51685,480000,282352.9412,9090.909091,,2835.051546,2.179775281
Airport West,t,540000,18/06/2016,13.5,2,1,1,319,117,-37.77266,144.9131,121,3244.514107,8846.153846,517500,240697.6744,4462.809917,,1692.789969,2.726495726
Albert Park,h,2800000,18/06/2016,3.3,3,2,2,458,165,-37.88148,145.00539,121,4312.227074,11969.69697,658333.3333,274305.5556,23140.49587,,6113.537118,2.775757576
Armadale,u,490000,18/06/2016,6.3,4,2,0,240,170,-37.85414,144.89561,121,6000,8470.588235,360000,211764.7059,4049.586777,,2041.666667,1.411764706
Armadale,h,1300000,18/06/2016,6.3,2,1,0,101,75,-37.83446,144.94021,121,17054.45545,22966.66667,861250,492142.8571,10743.80165,,12871.28713,1.346666667
Ascot Vale,t,705000,18/06/2016,5.9,4,2,2,494,176,-37.87206,145.03512,121,3896.761134,10937.5,481250,246794.8718,5826.446281,,1427.125506,2.806818182
Ascot Vale,u,442000,18/06/2016,5.9,4,2,3,558,174,-37.88014,144.99347,121,5689.964158,18247.12644,793750,440972.2222,3652.892562,,792.1146953,3.206896552
Balaclava,h,1193000,18/06/2016,6.6,3,1,1,139,116,-37.79068,144.97824,121,12266.18705,14698.27586,568333.3333,473611.1111,9859.504132,,8582.733813,1.198275862
Balaclava,u,416000,18/06/2016,6.6,3,1,1,293,104,-37.78446,144.92797,121,4163.822526,11730.76923,406666.6667,358823.5294,3438.016529,,1419.795222,2.817307692
Bentleigh,h,1600000,18/06/2016,13,4,2,1,455,170,-37.9016,145.08294,121,3450.549451,9235.294118,392500,127642.2764,13223.1405,,3516.483516,2.676470588
Bentleigh,h,1165000,18/06/2016,13,4,3,1,153,93,-37.83591,144.94963,121,11764.70588,19354.83871,450000,947368.4211,9628.099174,,7614.379085,1.64516129
Bentleigh East,u,655000,18/06/2016,13.9,3,1,0,199,113,-37.84804,144.96066,121,10502.51256,18495.57522,696666.6667,696666.6667,5413.22314,,3291.457286,1.761061947
Bentleigh East,h,835000,18/06/2016,13.9,2,1,,206,100,-37.85569,145.00522,121,6626.213592,13650,682500,296739.1304,6900.826446,,4053.398058,2.06
Box Hill,h,4000000,18/06/2016,13.1,4,2,2,761,255,-37.85249,145.02091,121,6701.708279,20000,1275000,809523.8095,33057.85124,,5256.241787,2.984313725
Box Hill,h,928000,18/06/2016,13.1,2,1,1,193,106,-37.78406,144.97494,121,7875.647668,14339.62264,760000,434285.7143,7669.421488,,4808.290155,1.820754717
Box Hill,u,761000,18/06/2016,13.1,4,2,2,664,155,-37.88376,145.04476,121,2423.192771,10380.64516,402250,191547.619,6289.256198,,1146.084337,4.283870968
Brighton East,h,2200000,18/06/2016,10.7,3,2,,131,133,-37.83509,144.94224,121,13465.64885,13263.15789,588000,504000,18181.81818,,16793.89313,0.984962406
Brunswick,h,1700000,18/06/2016,5.2,3,2,1,3215,178,-37.78344,144.92183,121,270.6065319,4887.640449,290000,202325.5814,14049.58678,,528.7713841,18.06179775
Brunswick,u,435000,18/06/2016,5.2,3,1,0,185,98,-37.78449,144.93482,121,4432.432432,8367.346939,273333.3333,241176.4706,3595.041322,,2351.351351,1.887755102
Brunswick West,u,320000,18/06/2016,5.9,3,1,0,228,156,-37.86115,145.03217,121,6622.807018,9679.487179,503333.3333,255932.2034,2644.628099,,1403.508772,1.461538462
Burwood,h,1800000,18/06/2016,11.7,2,1,0,109,78,-37.83423,144.95243,121,12431.19266,17371.79487,677500,713157.8947,14876.03306,,16513.76147,1.397435897
Carnegie,u,656000,18/06/2016,11.4,3,1,,250,98,-37.84324,144.99933,121,5440,13877.55102,453333.3333,503703.7037,5421.487603,,2624,2.551020408
Carnegie,h,930000,18/06/2016,11.4,3,2,,152,161,-37.84662,144.95675,121,12894.73684,12173.91304,653333.3333,653333.3333,7685.950413,,6118.421053,0.944099379
Carnegie,u,650000,18/06/2016,11.4,2,2,1,224,89,-37.75995,144.97413,121,4241.071429,10674.1573,475000,237500,5371.900826,,2901.785714,2.516853933
Coburg,h,885000,18/06/2016,7.8,3,2,0,253,230,-37.836,144.93701,121,7747.035573,8521.73913,653333.3333,560000,7314.049587,,3498.023715,1.1
Coburg,h,1160000,18/06/2016,7.8,1,1,0,67,72,-37.8343,144.95529,121,12761.19403,11875,855000,450000,9586.77686,,17313.43284,0.930555556
Coburg,h,1400000,18/06/2016,7.8,3,1,,174,110,-37.84517,144.98727,121,7500,11863.63636,435000,483333.3333,11570.24793,,8045.977011,1.581818182
Coburg North,h,637000,18/06/2016,9.2,3,1,,230,115,-37.86275,145.02364,121,6521.73913,13043.47826,500000,238095.2381,5264.46281,,2769.565217,2
Elwood,h,2400000,18/06/2016,7.7,4,2,1,344,162,-37.77171,144.99565,121,4505.813953,9567.901235,387500,292452.8302,19834.71074,,6976.744186,2.12345679
Essendon,h,1475000,18/06/2016,8,2,1,0,298,88,-37.80257,144.88811,121,2281.879195,7727.272727,340000,133333.3333,12190.08264,,4949.66443,3.386363636
Essendon,t,750000,18/06/2016,8,2,1,,106,134,-37.86191,144.98655,121,9433.962264,7462.686567,500000,200000,6198.347107,,7075.471698,0.791044776
Essendon,u,390000,18/06/2016,8,3,1,,192,109,-37.80792,144.99508,121,7135.416667,12568.80734,456666.6667,456666.6667,3223.140496,,2031.25,1.76146789
Essendon North,u,340000,18/06/2016,9.4,2,1,0,138,97,-37.77529,144.92255,121,6884.057971,9793.814433,475000,220930.2326,2809.917355,,2463.768116,1.422680412
Fairfield,h,2350000,18/06/2016,5.8,2,1,,143,73,-37.86771,144.99885,121,7048.951049,13808.21918,504000,157500,19421.4876,,16433.56643,1.95890411
Fitzroy,u,597000,18/06/2016,1.6,3,2,,104,82,-37.79798,144.97324,121,13461.53846,17073.17073,466666.6667,875000,4933.884298,,5740.384615,1.268292683
Footscray,u,370000,18/06/2016,6.4,3,2,0,99,59,-37.81068,144.99394,121,8585.858586,14406.77966,283333.3333,354166.6667,3057.85124,,3737.373737,1.677966102
Footscray,h,711000,18/06/2016,6.4,2,1,1,256,75,-37.80389,144.88711,121,3191.40625,10893.33333,408500,160196.0784,5876.033058,,2777.34375,3.413333333
Glenroy,h,765500,18/06/2016,13,2,1,,138,84,-37.83637,144.94916,121,6956.521739,11428.57143,480000,505263.1579,6326.446281,,5547.101449,1.642857143
Glenroy,u,470000,18/06/2016,13,3,2,0,190,156,-37.81852,144.99008,121,5789.473684,7051.282051,366666.6667,458333.3333,3884.297521,,2473.684211,1.217948718
Glenroy,u,482500,18/06/2016,13,3,2,1,219,151,-37.81547,144.89475,121,5479.452055,7947.019868,400000,190476.1905,3987.603306,,2203.196347,1.450331126
Hadfield,h,631500,18/06/2016,12.1,4,2,1,475,184,-37.77872,144.9241,121,3578.947368,9239.130435,425000,395348.8372,5219.008264,,1329.473684,2.581521739
Hampton,h,1705000,18/06/2016,13.7,3,2,,109,115,-37.78707,144.96954,121,12577.98165,11921.73913,457000,391714.2857,14090.90909,,15642.20183,0.947826087
Hampton,u,750000,18/06/2016,13.7,4,3,1,557,192,-37.86411,145.032,121,5565.529623,16145.83333,775000,525423.7288,6198.347107,,1346.499102,2.901041667
Hampton East,h,926000,18/06/2016,14.5,3,2,2,598,102,-37.76849,144.90025,121,1984.949833,11637.2549,395666.6667,276046.5116,7652.892562,,1548.494983,5.862745098
Malvern East,u,707500,18/06/2016,11.2,5,3,1,382,192,-37.75996,144.96994,121,5287.958115,10520.83333,404000,388461.5385,5847.107438,,1852.094241,1.989583333
Malvern East,u,835000,18/06/2016,11.2,3,1,,163,152,-37.7668,144.96644,121,6625.766871,7105.263158,360000,207692.3077,6900.826446,,5122.699387,1.072368421
Moonee Ponds,t,842500,18/06/2016,6.9,4,1,,122,148,-37.80134,144.97676,121,16967.21311,13986.48649,517500,985714.2857,6962.809917,,6905.737705,0.824324324
Newport,h,1176000,18/06/2016,8.4,3,2,2,431,165,-37.76909,144.91947,121,3793.50348,9909.090909,545000,263709.6774,9719.008264,,2728.538283,2.612121212
Newport,h,1265000,18/06/2016,8.4,3,1,2,282,118,-37.84549,144.89199,121,3404.255319,8135.59322,320000,154838.7097,10454.54545,,4485.815603,2.389830508
Newport,h,801000,18/06/2016,8.4,3,2,1,137,117,-37.77129,144.99508,121,7664.233577,8974.358974,350000,198113.2075,6619.834711,,5846.715328,1.170940171
Niddrie,u,760000,18/06/2016,11.2,3,1,1,309,121,-37.85213,145.00683,121,6343.042071,16198.34711,653333.3333,426086.9565,6280.991736,,2459.546926,2.553719008
Northcote,h,1170000,18/06/2016,5.5,3,2,0,343,153,-37.84277,144.98774,121,6997.084548,15686.27451,800000,888888.8889,9669.421488,,3411.078717,2.241830065
Port Melbourne,h,1384000,18/06/2016,3.8,2,1,,211,98,-37.7689,144.967,121,6350.7109,13673.46939,670000,257692.3077,11438.01653,,6559.241706,2.153061224
Port Melbourne,u,655000,18/06/2016,3.8,2,1,,173,100,-37.7943,144.9982,121,6676.300578,11550,577500,320833.3333,5413.22314,,3786.127168,1.73
Preston,h,565000,18/06/2016,8.8,3,2,0,183,104,-37.832,144.999,121,7650.273224,13461.53846,466666.6667,583333.3333,4669.421488,,3087.431694,1.759615385
Preston,t,714000,18/06/2016,8.8,2,1,,287,95,-37.835,144.9498,121,4250.87108,12842.10526,610000,642105.2632,5900.826446,,2487.804878,3.021052632
Preston,h,770000,18/06/2016,8.8,4,1,4,594,134,-37.7971,144.9008,121,2390.572391,10597.01493,355000,278431.3725,6363.636364,,1296.296296,4.432835821
Preston,h,810000,18/06/2016,8.8,3,2,2,650,255,-37.8942,145.0098,121,3292.307692,8392.156863,713333.3333,297222.2222,6694.214876,,1246.153846,2.549019608
Preston,h,1127000,18/06/2016,8.8,3,2,1,150,118,-37.7696,145.0003,121,6593.333333,8381.355932,329666.6667,186603.7736,9314.049587,,7513.333333,1.271186441
Reservoir,u,424000,18/06/2016,11.2,2,1,,180,119,-37.79646,144.99225,121,6255.555556,9462.184874,563000,563000,3504.132231,,2355.555556,1.512605042
Reservoir,h,613000,18/06/2016,11.2,4,2,1,185,166,-37.79013,144.97963,121,8918.918919,9939.759036,412500,458333.3333,5066.115702,,3313.513514,1.114457831
Reservoir,h,475000,18/06/2016,11.2,4,1,2,403,97,-37.79758,144.90246,121,3039.702233,12628.86598,306250,240196.0784,3925.619835,,1178.66005,4.154639175
Richmond,h,1456000,18/06/2016,2.6,3,2,2,176,212,-37.7956,144.93419,121,10000,8301.886792,586666.6667,517647.0588,12033.05785,,8272.727273,0.830188679
Richmond,h,1145000,18/06/2016,2.6,2,1,0,123,78,-37.85508,144.968,121,12317.07317,19423.07692,757500,505000,9462.809917,,9308.943089,1.576923077
Richmond,h,1100000,18/06/2016,2.6,5,3,0,249,210,-37.83805,144.94761,121,10943.7751,12976.19048,545000,778571.4286,9090.909091,,4417.670683,1.185714286
Richmond,h,1045000,18/06/2016,2.6,2,1,1,178,75,-37.76685,144.96615,121,5679.775281,13480,505500,194423.0769,8636.363636,,5870.786517,2.373333333
South Melbourne,h,1825000,18/06/2016,2.1,3,2,2,169,123,-37.83261,144.99895,121,10059.1716,13821.13821,566666.6667,708333.3333,15082.64463,,10798.81657,1.37398374
South Melbourne,h,1200000,18/06/2016,2.1,3,1,2,387,121,-37.86566,144.99104,121,3385.01292,10826.44628,436666.6667,262000,9917.355372,,3100.775194,3.198347107
South Yarra,u,400000,18/06/2016,3.3,3,1,,184,108,-37.85232,144.89008,121,4728.26087,8055.555556,290000,127941.1765,3305.785124,,2173.913043,1.703703704
South Yarra,h,1810000,18/06/2016,3.3,2,1,,231,86,-37.81432,144.88685,121,3766.233766,10116.27907,435000,138095.2381,14958.67769,,7835.497835,2.686046512
Southbank,h,700000,18/06/2016,1.2,2,1,0,160,89,-37.77739,144.97361,121,7437.5,13370.78652,595000,297500,5785.123967,,4375,1.797752809
St Kilda,u,785000,18/06/2016,6.1,4,1,4,746,190,-37.75715,145.00692,121,2479.892761,9736.842105,462500,264285.7143,6487.603306,,1052.27882,3.926315789
St Kilda,u,450000,18/06/2016,6.1,2,1,,240,85,-37.86631,144.99358,121,4425,12494.11765,531000,165937.5,3719.008264,,1875,2.823529412
St Kilda,h,875000,18/06/2016,6.1,4,2,,256,185,-37.77232,144.99552,121,8789.0625,12162.16216,562500,424528.3019,7231.404959,,3417.96875,1.383783784
St Kilda,u,650000,18/06/2016,6.1,3,1,,228,95,-37.85296,144.89463,121,5087.719298,12210.52632,386666.6667,170588.2353,5371.900826,,2850.877193,2.4
St Kilda,u,431000,18/06/2016,6.1,3,2,,179,138,-37.85134,144.98497,121,10195.53073,13224.63768,608333.3333,396739.1304,3561.983471,,2407.821229,1.297101449
St Kilda,u,385000,18/06/2016,6.1,4,2,2,467,163,-37.87245,144.9976,121,3319.057816,9509.202454,387500,242187.5,3181.818182,,824.4111349,2.865030675
St Kilda,u,575000,18/06/2016,6.1,3,1,0,375,116,-37.76276,144.9535,121,2761.333333,8926.724138,345166.6667,199134.6154,4752.066116,,1533.333333,3.232758621
Strathmore,h,1485000,18/06/2016,9.7,4,2,,153,175,-37.76998,144.97358,121,9803.921569,8571.428571,375000,375000,12272.72727,,9705.882353,0.874285714
Strathmore,h,1080000,18/06/2016,9.7,2,1,,180,78,-37.78401,144.97982,121,7569.444444,17467.94872,681250,378472.2222,8925.619835,,6000,2.307692308
Strathmore,h,1715000,18/06/2016,9.7,2,1,,157,157,-37.78659,144.92285,121,5414.012739,5414.012739,425000,250000,14173.55372,,10923.56688,1
Sunshine,h,850000,18/06/2016,12.6,3,1,0,219,107,-37.79732,144.8848,121,4315.068493,8831.775701,315000,185294.1176,7024.793388,,3881.278539,2.046728972
Sunshine North,h,700000,18/06/2016,13.3,3,1,,232,124,-37.79243,144.92968,121,6008.62069,11241.93548,464666.6667,410000,5785.123967,,3017.241379,1.870967742
Sunshine West,h,547500,18/06/2016,13.5,3,2,,203,166,-37.79435,144.92591,121,8078.817734,9879.518072,546666.6667,482352.9412,4524.793388,,2697.044335,1.222891566
Templestowe Lower,h,945000,18/06/2016,13.8,3,2,,107,119,-37.84708,144.95878,121,15990.65421,14378.15126,570333.3333,570333.3333,7809.917355,,8831.775701,0.899159664
