Suburb,,,Type,Price,,,Distance,,Bedroom,,,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,,Uppercase
Doncaster,,,h,1650000,,,13.9,,5,,,500,429,2007,Manningham City Council,-37.7863,145.1105,Eastern Metropolitan,9028,14,3300,3846.153846,330000,118705.036,,DONCASTER
Elsternwick,,,u,782000,,,8.5,,3,,,0,95,1970,Glen Eira City Council,-37.8921,145.0106,Southern Metropolitan,4898,51, ,8231.578947,260666.6667,92000,,ELSTERNWICK
Elsternwick,,,h,1007000,,,8.5,,4,,,125,200,2000,Glen Eira City Council,-37.8855,145.001,Southern Metropolitan,4898,21,8056,5035,251750,118470.5882,,ELSTERNWICK
Elwood,,,u,500000,,,7.7,,2,,,0,63,1970,Port Phillip City Council,-37.8761,144.9821,Southern Metropolitan,8989,51, ,7936.507937,250000,64935.06494,,ELWOOD
Fairfield,,,h,2000000,,,5.8,,4,,,575,280,2015,Darebin City Council,-37.7671,145.0176,Northern Metropolitan,2970,6,3478.26087,7142.857143,500000,344827.5862,,FAIRFIELD
Fitzroy,,,h,1620000,,,1.6,,3,,,132,165,1880,Yarra City Council,-37.8004,144.9768,Northern Metropolitan,5825,141,12272.72727,9818.181818,540000,1012500,,FITZROY
Fitzroy,,,u,850000,,,1.6,,3,,,2782,115,2000,Yarra City Council,-37.8005,144.9787,Northern Metropolitan,5825,21,305.5355859,7391.304348,283333.3333,531250,,FITZROY
Footscray,,,h,858000,,,6.4,,2,,,313,93,1915,Maribyrnong City Council,-37.7966,144.9016,Western Metropolitan,7570,106,2741.214058,9225.806452,429000,134062.5,,FOOTSCRAY
Glenroy,,,h,630000,,,13,,3,,,630,130,1960,Moreland City Council,-37.7002,144.9232,Northern Metropolitan,8870,61,1000,4846.153846,210000,48461.53846,,GLENROY
Glenroy,,,h,600000,,,13,,3,,,541,139,1968,Moreland City Council,-37.7051,144.9069,Northern Metropolitan,8870,53,1109.057301,4316.546763,200000,46153.84615,,GLENROY
Hadfield,,,h,550000,,,12.1,,3,,,610,142,1960,Moreland City Council,-37.7107,144.9419,Northern Metropolitan,2606,61,901.6393443,3873.239437,183333.3333,45454.54545,,HADFIELD
Hadfield,,,h,330000,,,12.1,,2,,,249,2,1970,Moreland City Council,-37.714,144.939,Northern Metropolitan,2606,51,1325.301205,165000,165000,27272.72727,,HADFIELD
Keilor East,,,u,502000,,,12.8,,5,,,0,85,1990,Brimbank City Council,-37.7346,144.8646,Western Metropolitan,5629,31, ,5905.882353,100400,39218.75,,KEILOR EAST
Keilor East,,,h,770000,,,12.8,,4,,,546,174,1970,Brimbank City Council,-37.7428,144.8536,Western Metropolitan,5629,51,1410.25641,4425.287356,192500,60156.25,,KEILOR EAST
Keilor East,,,h,570000,,,12.8,,3,,,542,120,1970,Brimbank City Council,-37.7408,144.8553,Western Metropolitan,5629,51,1051.660517,4750,190000,44531.25,,KEILOR EAST
Malvern East,,,u,820000,,,11.2,,2,,,0,104,2013,Stonnington City Council,-37.8823,145.0729,Southern Metropolitan,8801,8, ,7884.615385,410000,73214.28571,,MALVERN EAST
Malvern East,,,u,480000,,,11.2,,2,,,0,74,1970,Stonnington City Council,-37.8811,145.0524,Southern Metropolitan,8801,51, ,6486.486486,240000,42857.14286,,MALVERN EAST
Maribyrnong,,,h,780000,,,8.7,,3,,,173,184,2000,Maribyrnong City Council,-37.773,144.8947,Western Metropolitan,4918,21,4508.67052,4239.130435,260000,89655.17241,,MARIBYRNONG
Moonee Ponds,,,h,1425000,,,6.9,,3,,,526,159,1900,Moonee Valley City Council,-37.7701,144.9172,Western Metropolitan,6232,121,2709.125475,8962.264151,475000,206521.7391,,MOONEE PONDS
Moonee Ponds,,,t,1345000,,,6.9,,3,,,310,287,1930,Moonee Valley City Council,-37.7639,144.9126,Western Metropolitan,6232,91,4338.709677,4686.41115,448333.3333,194927.5362,,MOONEE PONDS
Moonee Ponds,,,u,330000,,,6.9,,3,,,0,54,1970,Moonee Valley City Council,-37.7654,144.9094,Western Metropolitan,6232,51, ,6111.111111,110000,47826.08696,,MOONEE PONDS
Moonee Ponds,,,t,726000,,,6.9,,4,,,67,145,2000,Moonee Valley City Council,-37.761,144.9262,Western Metropolitan,6232,21,10835.8209,5006.896552,181500,105217.3913,,MOONEE PONDS
Newport,,,h,993000,,,8.4,,3,,,348,158,1900,Hobsons Bay City Council,-37.8435,144.8788,Western Metropolitan,5498,121,2853.448276,6284.810127,331000,118214.2857,,NEWPORT
Newport,,,h,650000,,,8.4,,2,,,149,62,1890,Hobsons Bay City Council,-37.8491,144.8903,Western Metropolitan,5498,131,4362.416107,10483.87097,325000,77380.95238,,NEWPORT
Northcote,,,h,1035000,,,5.5,,2,,,243,102,1890,Darebin City Council,-37.7653,145.0014,Northern Metropolitan,11364,131,4259.259259,10147.05882,517500,188181.8182,,NORTHCOTE
Northcote,,,u,460000,,,5.5,,2,,,0,65,2009,Darebin City Council,-37.7641,144.9958,Northern Metropolitan,11364,12, ,7076.923077,230000,83636.36364,,NORTHCOTE
Northcote,,,h,1760000,,,5.5,,2,,,403,180,1920,Darebin City Council,-37.7673,145.0081,Northern Metropolitan,11364,101,4367.245658,9777.777778,880000,320000,,NORTHCOTE
Northcote,,,h,975000,,,5.5,,3,,,274,,2006,Darebin City Council,-37.7815,145.0096,Northern Metropolitan,11364,15,3558.394161, ,325000,177272.7273,,NORTHCOTE
Oak Park,,,u,470000,,,11.5,,2,,,138,76,2009,Moreland City Council,-37.7209,144.9179,Northern Metropolitan,2651,12,3405.797101,6184.210526,235000,40869.56522,,OAK PARK
Pascoe Vale,,,h,810000,,,9.9,,2,,,783,94,1950,Moreland City Council,-37.7196,144.9485,Northern Metropolitan,7485,71,1034.482759,8617.021277,405000,81818.18182,,PASCOE VALE
Pascoe Vale,,,h,723000,,,9.9,,4,,,485,,1960,Moreland City Council,-37.7239,144.9395,Northern Metropolitan,7485,61,1490.721649, ,180750,73030.30303,,PASCOE VALE
Pascoe Vale,,,t,550500,,,9.9,,2,,,135,100,2012,Moreland City Council,-37.7242,144.9411,Northern Metropolitan,7485,9,4077.777778,5505,275250,55606.06061,,PASCOE VALE
Port Melbourne,,,u,720000,,,3.8,,2,,,0,,2012,Melbourne City Council,-37.84,144.939,Southern Metropolitan,8648,9, , ,360000,189473.6842,,PORT MELBOURNE
Port Melbourne,,,u,520000,,,3.8,,1,,,0,70,2005,Melbourne City Council,-37.8407,144.9389,Southern Metropolitan,8648,16, ,7428.571429,520000,136842.1053,,PORT MELBOURNE
Port Melbourne,,,u,1250000,,,3.8,,2,,,0,,2003,Melbourne City Council,-37.8435,144.9415,Southern Metropolitan,8648,18, , ,625000,328947.3684,,PORT MELBOURNE
Prahran,,,t,1540000,,,4.5,,2,,,113,104,1945,Stonnington City Council,-37.8481,144.9869,Southern Metropolitan,7717,76,13628.31858,14807.69231,770000,342222.2222,,PRAHRAN
Preston,,,h,986000,,,8.8,,2,,,472,139,1940,Darebin City Council,-37.7484,144.9886,Northern Metropolitan,14577,81,2088.983051,7093.52518,493000,112045.4545,,PRESTON
Preston,,,h,760000,,,8.8,,9,,,1254,280,1928,Darebin City Council,-37.7367,144.9895,Northern Metropolitan,14577,93,606.0606061,2714.285714,84444.44444,86363.63636,,PRESTON
Reservoir,,,u,450000,,,11.2,,3,,,179,108,2002,Darebin City Council,-37.7108,145.0289,Northern Metropolitan,21650,19,2513.96648,4166.666667,150000,40178.57143,,RESERVOIR
Reservoir,,,h,921500,,,11.2,,3,,,527,177,1950,Darebin City Council,-37.7238,144.9964,Northern Metropolitan,21650,71,1748.57685,5206.214689,307166.6667,82276.78571,,RESERVOIR
Reservoir,,,t,490000,,,11.2,,3,,,126,91,2013,Darebin City Council,-37.7186,145.0166,Northern Metropolitan,21650,8,3888.888889,5384.615385,163333.3333,43750,,RESERVOIR
Reservoir,,,h,787000,,,11.2,,3,,,563,118,1940,Darebin City Council,-37.7258,145.0129,Northern Metropolitan,21650,81,1397.868561,6669.491525,262333.3333,70267.85714,,RESERVOIR
Richmond,,,h,905000,,,2.6,,4,,,254,124,1890,Yarra City Council,-37.8201,144.9898,Northern Metropolitan,14949,131,3562.992126,7298.387097,226250,348076.9231,,RICHMOND
Richmond,,,u,750000,,,2.6,,2,,,0,104,2000,Yarra City Council,-37.8128,145.0133,Northern Metropolitan,14949,21, ,7211.538462,375000,288461.5385,,RICHMOND
Richmond,,,u,604000,,,2.6,,2,,,0,75,2009,Yarra City Council,-37.8189,145.0131,Northern Metropolitan,14949,12, ,8053.333333,302000,232307.6923,,RICHMOND
South Melbourne,,,h,1390000,,,2.1,,3,,,138,138,1998,Port Phillip City Council,-37.8351,144.9675,Southern Metropolitan,5943,23,10072.46377,10072.46377,463333.3333,661904.7619,,SOUTH MELBOURNE
South Melbourne,,,h,1615000,,,2.1,,4,,,577,220,2009,Port Phillip City Council,-37.8357,144.9502,Southern Metropolitan,5943,12,2798.960139,7340.909091,403750,769047.619,,SOUTH MELBOURNE
South Yarra,,,u,540000,,,3.3,,1,,,480,53,1930,Melbourne City Council,-37.8356,144.9767,Southern Metropolitan,14887,91,1125,10188.67925,540000,163636.3636,,SOUTH YARRA
South Yarra,,,t,2010000,,,3.3,,3,,,163,207,2016,Melbourne City Council,-37.8425,144.9877,Southern Metropolitan,14887,5,12331.28834,9710.144928,670000,609090.9091,,SOUTH YARRA
South Yarra,,,h,1945000,,,3.3,,3,,,194,148,1890,Melbourne City Council,-37.8395,144.9898,Southern Metropolitan,14887,131,10025.7732,13141.89189,648333.3333,589393.9394,,SOUTH YARRA
South Yarra,,,h,906000,,,3.3,,3,,,154,88,1920,Melbourne City Council,-37.8395,144.9868,Southern Metropolitan,14887,101,5883.116883,10295.45455,302000,274545.4545,,SOUTH YARRA
South Yarra,,,u,367000,,,3.3,,1,,,0,42,1950,Melbourne City Council,-37.8406,145.0035,Southern Metropolitan,14887,71, ,8738.095238,367000,111212.1212,,SOUTH YARRA
Southbank,,,u,622500,,,1.2,,2,,,2955,67,2013,Melbourne City Council,-37.8299,144.9679,Southern Metropolitan,8400,8,210.6598985,9291.044776,311250,518750,,SOUTHBANK
St Kilda,,,u,610000,,,6.1,,2,,,1211,,1970,Port Phillip City Council,-37.8644,144.9741,Southern Metropolitan,13240,51,503.7159372, ,305000,100000,,ST KILDA
Strathmore,,,h,630000,,,9.7,,3,,,378,106,2000,Moonee Valley City Council,-37.7245,144.9097,Western Metropolitan,3284,21,1666.666667,5943.396226,210000,64948.45361,,STRATHMORE
Sunshine,,,h,700000,,,12.6,,3,,,505,75,1960,Brimbank City Council,-37.7817,144.8448,Western Metropolitan,3755,61,1386.138614,9333.333333,233333.3333,55555.55556,,SUNSHINE
Sunshine,,,h,571000,,,12.6,,3,,,589,,1960,Brimbank City Council,-37.7856,144.8177,Western Metropolitan,3755,61,969.4397284, ,190333.3333,45317.46032,,SUNSHINE
Sunshine,,,h,835000,,,12.6,,4,,,465,,1980,Brimbank City Council,-37.7905,144.836,Western Metropolitan,3755,41,1795.698925, ,208750,66269.84127,,SUNSHINE
Sunshine North,,,h,591000,,,13.3,,3,,,673,673,1970,Brimbank City Council,-37.7623,144.8272,Western Metropolitan,4217,51,878.1575037,878.1575037,197000,44436.09023,,SUNSHINE NORTH
Sunshine North,,,h,665000,,,13.3,,3,,,707,101,1940,Brimbank City Council,-37.7676,144.8339,Western Metropolitan,4217,81,940.5940594,6584.158416,221666.6667,50000,,SUNSHINE NORTH
Thornbury,,,h,1290000,,,6.5,,3,,,435,138,1920,Darebin City Council,-37.7607,145.0105,Northern Metropolitan,8870,101,2965.517241,9347.826087,430000,198461.5385,,THORNBURY
Williamstown,,,h,1360000,,,8,,3,,,477,,1930,Hobsons Bay City Council,-37.8516,144.8949,Western Metropolitan,6380,91,2851.15304, ,453333.3333,170000,,WILLIAMSTOWN
Williamstown,,,h,2050000,,,8,,4,,,648,285,2011,Hobsons Bay City Council,-37.8601,144.8879,Western Metropolitan,6380,10,3163.580247,7192.982456,512500,256250,,WILLIAMSTOWN
Yarraville,,,h,1137500,,,7,,2,,,446,244,1950,Maribyrnong City Council,-37.8146,144.8692,Western Metropolitan,6543,71,2550.44843,4661.885246,568750,162500,,YARRAVILLE
Brunswick East,,,h,825000,,,4.5,,3,,,213,116,1920,Moreland City Council,-37.7729,144.9724,Northern Metropolitan,5533,101,3873.239437,7112.068966,275000,183333.3333,,BRUNSWICK EAST
Carlton,,,u,600000,,,1.8,,2,,,0,67,2013,Melbourne City Council,-37.7969,144.9742,Northern Metropolitan,6786,8, ,8955.223881,300000,333333.3333,,CARLTON
Murrumbeena,,,t,860000,,,12.1,,3,,,0,,2013,Glen Eira City Council,-37.8939,145.0715,Southern Metropolitan,4442,8, , ,286666.6667,71074.38017,,MURRUMBEENA
Ormond,,,u,820000,,,11.8,,3,,,238,127,1998,Glen Eira City Council,-37.9062,145.027,Southern Metropolitan,3578,23,3445.378151,6456.692913,273333.3333,69491.52542,,ORMOND
West Footscray,,,h,850000,,,8.2,,2,,,462,101,1960,Maribyrnong City Council,-37.8009,144.8653,Western Metropolitan,5058,61,1839.82684,8415.841584,425000,103658.5366,,WEST FOOTSCRAY
Albion,,,h,600000,,,13.9,,2,,,534,90,1950,Brimbank City Council,-37.7795,144.8204,Western Metropolitan,2185,71,1123.595506,6666.666667,300000,43165.46763,,ALBION
Albion,,,h,600000,,,13.9,,3,,,697,110,1928,Brimbank City Council,-37.7842,144.8175,Western Metropolitan,2185,93,860.8321377,5454.545455,200000,43165.46763,,ALBION
Glen Huntly,,,t,636500,,,10.4,,2,,,0,68,1970,Glen Eira City Council,-37.8866,145.0396,Southern Metropolitan,2403,51, ,9360.294118,318250,61201.92308,,GLEN HUNTLY
Oakleigh,,,h,750000,,,14,,2,,,607,138,1950,Monash City Council,-37.8964,145.0977,Southern Metropolitan,3224,71,1235.584843,5434.782609,375000,53571.42857,,OAKLEIGH
Travancore,,,h,1740000,,,5.3,,3,,,650,242,1925,Moonee Valley City Council,-37.7796,144.935,Western Metropolitan,1052,96,2676.923077,7190.082645,580000,328301.8868,,TRAVANCORE
Keilor Park,,,t,746000,,,14.5,,4,,,308,174,1970,Brimbank City Council,-37.7231,144.8602,Western Metropolitan,1119,51,2422.077922,4287.356322,186500,51448.27586,,KEILOR PARK
Abbotsford,,,h,1012500,,,2.5,,2,,,182,82,1900,Yarra City Council,-37.8021,144.9976,Northern Metropolitan,4019,121,5563.186813,12347.56098,506250,405000,,ABBOTSFORD
Albert Park,,,h,980000,,,3.3,,2,,,79,68,1890,Port Phillip City Council,-37.8387,144.9519,Southern Metropolitan,3280,131,12405.06329,14411.76471,490000,296969.697,,ALBERT PARK
Altona,,,u,730000,,,13.8,,3,,,70,3,2014,Hobsons Bay City Council,-37.868,144.8285,Western Metropolitan,5301,7,10428.57143,243333.3333,243333.3333,52898.55072,,ALTONA
Armadale,,,u,869000,,,6.3,,2,,,0,91,1940,Stonnington City Council,-37.853,145.0264,Southern Metropolitan,4836,81, ,9549.450549,434500,137936.5079,,ARMADALE
Ascot Vale,,,h,1305000,,,5.9,,2,,,278,166,1900,Moonee Valley City Council,-37.7768,144.9223,Western Metropolitan,6567,121,4694.244604,7861.445783,652500,221186.4407,,ASCOT VALE
Ashwood,,,h,1200000,,,12.2,,3,,,839,198,1970,Monash City Council,-37.8614,145.1098,Southern Metropolitan,2894,51,1430.274136,6060.606061,400000,98360.65574,,ASHWOOD
Avondale Heights,,,h,634000,,,10.5,,4,,,582,153,1950,Moonee Valley City Council,-37.7584,144.8568,Western Metropolitan,4502,71,1089.347079,4143.79085,158500,60380.95238,,AVONDALE HEIGHTS
Bentleigh East,,,h,886000,,,13.9,,3,,,185,122,2012,Glen Eira City Council,-37.9159,145.0787,Southern Metropolitan,10969,9,4789.189189,7262.295082,295333.3333,63741.00719,,BENTLEIGH EAST
Box Hill,,,h,857000,,,13.1,,4,,,492,119,1930,Whitehorse City Council,-37.8283,145.1195,Eastern Metropolitan,4605,91,1741.869919,7201.680672,214250,65419.84733,,BOX HILL
Box Hill,,,t,822500,,,13.1,,3,,,238,130,2000,Whitehorse City Council,-37.8154,145.1355,Eastern Metropolitan,4605,21,3455.882353,6326.923077,274166.6667,62786.25954,,BOX HILL
Brighton,,,h,2405000,,,11.2,,4,,,695,142,1970,Bayside City Council,-37.9262,144.9969,Southern Metropolitan,10579,51,3460.431655,16936.61972,601250,214732.1429,,BRIGHTON
Brighton East,,,t,1230000,,,10.7,,3,,,297,193,1980,Bayside City Council,-37.9124,145.0132,Southern Metropolitan,6938,41,4141.414141,6373.056995,410000,114953.271,,BRIGHTON EAST
Brighton East,,,h,1389000,,,10.7,,4,,,656,150,1930,Bayside City Council,-37.9027,145.0225,Southern Metropolitan,6938,91,2117.378049,9260,347250,129813.0841,,BRIGHTON EAST
Brighton East,,,u,750000,,,10.7,,2,,,227,,1980,Bayside City Council,-37.9085,145.0129,Southern Metropolitan,6938,41,3303.964758, ,375000,70093.45794,,BRIGHTON EAST
Brighton East,,,u,1245000,,,10.7,,3,,,227,,1998,Bayside City Council,-37.9191,145.0074,Southern Metropolitan,6938,23,5484.581498, ,415000,116355.1402,,BRIGHTON EAST
Brighton East,,,h,2310000,,,10.7,,4,,,757,130,1930,Bayside City Council,-37.9266,145.0088,Southern Metropolitan,6938,91,3051.519155,17769.23077,577500,215887.8505,,BRIGHTON EAST
Brunswick,,,h,1410000,,,5.2,,4,,,460,214,1916,Moreland City Council,-37.7554,144.9544,Northern Metropolitan,11918,105,3065.217391,6588.785047,352500,271153.8462,,BRUNSWICK
Brunswick,,,h,1550000,,,5.2,,3,,,346,126,1900,Moreland City Council,-37.7738,144.9695,Northern Metropolitan,11918,121,4479.768786,12301.5873,516666.6667,298076.9231,,BRUNSWICK
Brunswick,,,h,740000,,,5.2,,3,,,4676,122,2010,Moreland City Council,-37.7687,144.9649,Northern Metropolitan,11918,11,158.2549187,6065.57377,246666.6667,142307.6923,,BRUNSWICK
Brunswick,,,u,592500,,,5.2,,2,,,0,89,2002,Moreland City Council,-37.7706,144.9608,Northern Metropolitan,11918,19, ,6657.303371,296250,113942.3077,,BRUNSWICK
Brunswick,,,u,370000,,,5.2,,1,,,0,54,1965,Moreland City Council,-37.7775,144.9607,Northern Metropolitan,11918,56, ,6851.851852,370000,71153.84615,,BRUNSWICK
Brunswick,,,h,765000,,,5.2,,2,,,199,120,1880,Moreland City Council,-37.759,144.9597,Northern Metropolitan,11918,141,3844.221106,6375,382500,147115.3846,,BRUNSWICK
Brunswick West,,,h,1150000,,,5.9,,4,,,519,169,1910,Moreland City Council,-37.7747,144.9474,Northern Metropolitan,7082,111,2215.799615,6804.733728,287500,194915.2542,,BRUNSWICK WEST
Brunswick West,,,t,598000,,,5.9,,2,,,69,,2009,Moreland City Council,-37.766,144.9439,Northern Metropolitan,7082,12,8666.666667, ,299000,101355.9322,,BRUNSWICK WEST
Brunswick West,,,u,497000,,,5.9,,2,,,0,84,1977,Moreland City Council,-37.7647,144.9412,Northern Metropolitan,7082,44, ,5916.666667,248500,84237.28814,,BRUNSWICK WEST
Burwood,,,u,800000,,,11.7,,4,,,0,150,1950,Monash City Council,-37.8507,145.109,Southern Metropolitan,5678,71, ,5333.333333,200000,68376.06838,,BURWOOD
Carnegie,,,h,1518000,,,11.4,,3,,,454,275,2000,Glen Eira City Council,-37.8869,145.0628,Southern Metropolitan,7822,21,3343.612335,5520,506000,133157.8947,,CARNEGIE
Carnegie,,,u,632500,,,11.4,,2,,,99,98,1965,Glen Eira City Council,-37.8946,145.0588,Southern Metropolitan,7822,56,6388.888889,6454.081633,316250,55482.45614,,CARNEGIE
Carnegie,,,u,435000,,,11.4,,2,,,0,60,1980,Glen Eira City Council,-37.8986,145.0567,Southern Metropolitan,7822,41, ,7250,217500,38157.89474,,CARNEGIE
Caulfield North,,,u,550000,,,8.1,,2,,,0,67,2011,Glen Eira City Council,-37.8609,145.0126,Southern Metropolitan,6923,10, ,8208.955224,275000,67901.23457,,CAULFIELD NORTH
Caulfield South,,,h,1570000,,,9.3,,3,,,641,215,1970,Glen Eira City Council,-37.9012,145.035,Southern Metropolitan,5051,51,2449.297972,7302.325581,523333.3333,168817.2043,,CAULFIELD SOUTH
Caulfield South,,,h,1916000,,,9.3,,4,,,630,205,1910,Glen Eira City Council,-37.8894,145.0145,Southern Metropolitan,5051,111,3041.269841,9346.341463,479000,206021.5054,,CAULFIELD SOUTH
Chadstone,,,t,845000,,,13.6,,3,,,177,111,2012,Monash City Council,-37.8824,145.1042,Southern Metropolitan,3582,9,4774.011299,7612.612613,281666.6667,62132.35294,,CHADSTONE
Coburg,,,h,1370000,,,7.8,,3,,,563,130,1930,Darebin City Council,-37.7493,144.978,Northern Metropolitan,11204,91,2433.39254,10538.46154,456666.6667,175641.0256,,COBURG
Coburg,,,h,700000,,,7.8,,2,,,381,92,1925,Darebin City Council,-37.74,144.9516,Northern Metropolitan,11204,96,1837.270341,7608.695652,350000,89743.58974,,COBURG
Coburg,,,t,810000,,,7.8,,3,,,213,131,2010,Darebin City Council,-37.7461,144.9584,Northern Metropolitan,11204,11,3802.816901,6183.206107,270000,103846.1538,,COBURG
Coburg,,,u,445000,,,7.8,,2,,,0,,2007,Darebin City Council,-37.7336,144.9597,Northern Metropolitan,11204,14, , ,222500,57051.28205,,COBURG
Coburg,,,h,838000,,,7.8,,4,,,576,147,1960,Darebin City Council,-37.7369,144.9637,Northern Metropolitan,11204,61,1454.861111,5700.680272,209500,107435.8974,,COBURG
Coburg,,,h,1150000,,,7.8,,4,,,633,164,1990,Darebin City Council,-37.7531,144.9504,Northern Metropolitan,11204,31,1816.745656,7012.195122,287500,147435.8974,,COBURG
Coburg,,,h,931000,,,7.8,,3,,,412,160,1920,Darebin City Council,-37.7432,144.9768,Northern Metropolitan,11204,101,2259.708738,5818.75,310333.3333,119358.9744,,COBURG
Collingwood,,,u,1645000,,,1.6,,4,,,0,2,1890,Yarra City Council,-37.8046,144.9858,Northern Metropolitan,4553,131, ,822500,411250,1028125,,COLLINGWOOD
Collingwood,,,u,450000,,,1.6,,2,,,0,,1970,Yarra City Council,-37.7988,144.9912,Northern Metropolitan,4553,51, , ,225000,281250,,COLLINGWOOD
Doncaster,,,h,1810000,,,13.9,,4,,,769,240,1970,Manningham City Council,-37.7781,145.1337,Eastern Metropolitan,9028,51,2353.706112,7541.666667,452500,130215.8273,,DONCASTER
Elwood,,,h,1830000,,,7.7,,3,,,374,162,1925,Port Phillip City Council,-37.8747,144.987,Southern Metropolitan,8989,96,4893.048128,11296.2963,610000,237662.3377,,ELWOOD
Essendon,,,h,1500000,,,8,,3,,,440,190,1930,Moonee Valley City Council,-37.7524,144.9074,Western Metropolitan,9264,91,3409.090909,7894.736842,500000,187500,,ESSENDON
Fitzroy North,,,h,1581000,,,3.5,,3,,,193,132,1910,Moreland City Council,-37.7836,144.985,Northern Metropolitan,6244,111,8191.709845,11977.27273,527000,451714.2857,,FITZROY NORTH
Flemington,,,u,420500,,,4.4,,2,,,0,52,1970,Melbourne City Council,-37.783,144.932,Northern Metropolitan,3593,51, ,8086.538462,210250,95568.18182,,FLEMINGTON
Footscray,,,h,767500,,,6.4,,3,,,458,98,1930,Maribyrnong City Council,-37.7942,144.8832,Western Metropolitan,7570,91,1675.764192,7831.632653,255833.3333,119921.875,,FOOTSCRAY
