Suburb,Type,Price,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,Price/km
Templestowe Lower,h,1002000,91,4194,11003.92157,701500,330117.6471,11010.98901,330
Thornbury,h,1250000,91, ,6979.591837,342000,88831.16883,13736.26374,89
Thornbury,t,1070000,91,3083,7339.449541,400000,200000,11758.24176,200
Thornbury,u,371000,91,2441,12385.3211,450000,232758.6207,4076.923077,233
Thornbury,h,1570000,91,4675,12302.63158,623333.3333,166964.2857,17252.74725,167
Thornbury,u,486000,91,2461,8936.842105,424500,123043.4783,5340.659341,123
West Melbourne,u,443000,91,4973,12816.90141,455000,202222.2222,4868.131868,202
Williamstown,h,1310000,91,3417,6985.294118,475000,296875,14395.6044,297
Williamstown,u,491500,91,2747,15495.7265,906500,169439.2523,5401.098901,169
Williamstown,u,547500,91, ,11191.48936,263000,68311.68831,6016.483516,68
Williamstown North,u,367500,91,2756,6376.760563,362200,226375,4038.461538,226
Windsor,u,600000,91,2590,7846.153846,408000,97142.85714,6593.406593,97
Yarraville,h,955000,91, ,8000,380000,124590.1639,10494.50549,125
Yarraville,h,1081000,91,3285,8954.248366,456666.6667,210769.2308,11879.12088,211
Yarraville,h,725000,91,2637,6042.253521,257400,183857.1429,7967.032967,184
Aberfeldie,u,726000,91,2604,11209.52381,588500,99745.76271,7978.021978,100
Brunswick East,h,910000,91,2320,10937.5,408333.3333,87500,10000,88
Burnley,h,1202500,91,4572,16188.52459,658333.3333,176339.2857,13214.28571,176
Essendon West,t,970000,91, ,10563.38028,375000,97402.5974,10659.34066,97
Kingsville,h,1275000,91, ,9090.909091,300000,38961.03896,14010.98901,39
Kingsville,h,925000,91,1882,12333.33333,431666.6667,161875,10164.83516,162
Murrumbeena,h,861500,91,6045,8948.818898,757666.6667,202946.4286,9467.032967,203
Murrumbeena,u,500000,91, ,9121.212121,301000,98688.52459,5494.505495,99
West Footscray,h,900000,91,3047,7380.28169,436666.6667,327500,9890.10989,328
West Footscray,h,770000,91,3800,10058.82353,427500,194318.1818,8461.538462,194
West Footscray,h,495000,91,5162,14859.81308,795000,353333.3333,5439.56044,353
Albion,t,319000,91,1837,8349.65035,398000,123092.7835,3505.494505,123
Cremorne,u,565000,91,6170,11678.57143,490500,148636.3636,6208.791209,149
Cremorne,t,1010000,91,1597,6842.105263,216666.6667,70652.17391,11098.9011,71
South Kingsville,h,392250,91,4474,8585.858586,283333.3333,132812.5,4310.43956,133
Abbotsford,h,1636000,91,3131,9023.584906,637666.6667,294307.6923,17978.02198,294
Abbotsford,h,1097000,91,1575,18529.41176,525000,192073.1707,12054.94505,192
Alphington,h,1717500,91,2213,9333.333333,373333.3333,81159.42029,18873.62637,81
Altona,u,580000,91,3901,9342.105263,532500,114516.129,6373.626374,115
Altona,h,1335000,91,3546,6822.033898,268333.3333,71875,14670.32967,72
Altona,t,800000,91,2157,2152.034261,335000,89732.14286,8791.208791,90
Altona North,h,875000,91, ,8797.468354,347500,210606.0606,9615.384615,211
Armadale,u,645000,91,3040,9339.137255,357222,219828.9231,7087.912088,220
Armadale,h,1435000,91,2937,6938.77551,272000,144680.8511,15769.23077,145
Ascot Vale,h,1230000,91,2918,8238.993711,327500,291111.1111,13516.48352,291
Avondale Heights,h,627500,91,3478,9252.427184,476500,216590.9091,6895.604396,217
Bentleigh,h,1125000,91,8296,15135.13514,560000,183606.5574,12362.63736,184
Bentleigh East,u,370000,91,2581,9122.137405,398333.3333,183846.1538,4065.934066,184
Bentleigh East,h,1100000,91,3169,5576.923077,290000,70731.70732,12087.91209,71
Bentleigh East,h,1206000,91,2524,7047.87234,331250,161585.3659,13252.74725,162
Bentleigh East,t,486500,91,1971,9537.572254,412500,196428.5714,5346.153846,196
Braybrook,h,652000,91, ,8695.652174,333333.3333,163934.4262,7164.835165,164
Braybrook,h,850000,91,2391,6466.361855,330000,126923.0769,9340.659341,127
Brighton,u,700000,91,1818,7777.777778,280000,66666.66667,7692.307692,67
Brighton East,h,2900000,91,3333,8333.333333,366666.6667,169230.7692,31868.13187,169
Brighton East,h,1590000,91,5625, ,900000,176470.5882,17472.52747,176
Brunswick,h,1115000,91,3281, ,837666.6667,183430.6569,12252.74725,183
Brunswick,h,1125000,91,2330,7692.307692,400000,105263.1579,12362.63736,105
Brunswick,h,855000,91,3853,7142.857143,460000,333333.3333,9395.604396,333
Brunswick,t,940000,91,2740,7185.185185,323333.3333,138571.4286,10329.67033,139
Bulleen,t,1250000,91,5663,12051.28205,705000,195833.3333,13736.26374,196
Burwood,h,1682000,91,2424,6295.698925,390333.3333,139404.7619,18483.51648,139
Carlton North,t,765000,91, ,7500,480000,96000,8406.593407,96
Caulfield South,h,1160500,91,3828,12065.21739,555000,389473.6842,12752.74725,389
Clifton Hill,h,1075000,91,2171,9467.455621,533333.3333,238805.9701,11813.18681,239
Clifton Hill,h,1105000,91, ,8394.578313,348375,96770.83333,12142.85714,97
Clifton Hill,h,1209000,91,6000,9366.130558,495000,291176.4706,13285.71429,291
Coburg,u,466000,91,3069,12191.78082,593333.3333,211904.7619,5120.879121,212
Coburg,t,740000,91,1874,7660.869565,293666.6667,104880.9524,8131.868132,105
Coburg,h,812000,91,2171,9441.747573,324166.6667,115773.8095,8923.076923,116
Coburg,h,766000,91,2639,7393.965517,285900,71475,8417.582418,71
Coburg,h,825000,91,4014, ,372000,97894.73684,9065.934066,98
Coburg,h,1131000,91,2783,7750,516666.6667,153465.3465,12428.57143,153
Coburg,h,1064000,91,2490,11825.75758,520333.3333,154554.4554,11692.30769,155
Coburg North,h,860000,91,2114,11810.34483,342500,228333.3333,9450.549451,228
Coburg North,h,765000,91,2092,10268.04124,498000,148656.7164,8406.593407,149
Collingwood,u,372000,91,2394, ,563333.3333,201190.4762,4087.912088,201
Collingwood,u,1326000,91,124,10533.33333,395000,376190.4762,14571.42857,376
Doncaster,h,1400000,91,2219,8986.013986,428333.3333,191791.0448,15384.61538,192
Elwood,u,485000,91,1539,9220.183486,335000,157031.25,5329.67033,157
Elwood,u,575000,91,2803,9823.00885,370000,158571.4286,6318.681319,159
Essendon,h,2800000,91,3286,8484.848485,350000,208955.2239,30769.23077,209
Essendon,u,325000,91,2092,10268.04124,498000,148656.7164,3571.428571,149
Fairfield,t,846000,91,2022,6972.413793,252750,150895.5224,9296.703297,151
Fitzroy North,t,1015000,91,1111,11625,465000,129166.6667,11153.84615,129
Flemington,u,391000,91,3733,7000,350000,225806.4516,4296.703297,226
Flemington,h,715000,91, ,7317.073171,300000,120000,7857.142857,120
Flemington,h,1130000,91,2277,9096.638655,541250,288666.6667,12417.58242,289
Flemington,h,1110000,91,3092,4892.601432,410000,273333.3333,12197.8022,273
Footscray,h,853000,91,5337,15272.72727,1050000,913043.4783,9373.626374,913
Footscray,u,480000,91, ,12385.3211,675000,500000,5274.725275,500
Footscray,h,775000,91, ,10568.18182,620000,453658.5366,8516.483516,454
Glenroy,h,721000,91,8066,18250,730000,231746.0317,7923.076923,232
Glenroy,h,737000,91, ,8949.416342,575000,534883.7209,8098.901099,535
Glenroy,h,460000,91, ,10491.22807,747500,355952.381,5054.945055,356
Glenroy,t,370000,91, ,9074.766355,485500,80916.66667,4065.934066,81
Hadfield,h,719000,91, ,8103.448276,293750,97916.66667,7901.098901,98
Hughesdale,h,1055000,91,2264,7365.591398,342500,99275.36232,11593.40659,99
Keilor East,h,690000,91,5039, ,800000,304761.9048,7582.417582,305
Kensington,h,905000,91,4043,14009.90099,707500,269523.8095,9945.054945,270
Kensington,h,960000,91,4968,9085.545723,770000,522033.8983,10549.45055,522
Kensington,h,1031000,91, , ,475000,113095.2381,11329.67033,113
Kensington,t,918000,91,2962,8869.047619,372500,98026.31579,10087.91209,98
Kensington,h,870000,91, ,3152.70936,213333.3333,27826.08696,9560.43956,28
Maidstone,h,502000,91,5110,12752.13675,497333.3333,261754.386,5516.483516,262
Maidstone,h,721000,91, ,6121.495327,327500,90972.22222,7923.076923,91
Malvern,u,635000,91,2445,2474.747475,612500,235576.9231,6978.021978,236
Malvern,u,611000,91,2266,6504.065041,400000,156862.7451,6714.285714,157
Moonee Ponds,h,1550000,91, ,8888.888889,480000,95049.50495,17032.96703,95
Moonee Ponds,h,1170000,91, , ,510000,151485.1485,12857.14286,151
Moonee Ponds,h,1120000,91,1978, ,306666.6667,109523.8095,12307.69231,110
Newport,h,1220000,91, ,8280.254777,325000,194029.8507,13406.59341,194
Newport,h,962000,91,4612,17445.65217,401250,229285.7143,10571.42857,229
North Melbourne,u,640000,91,3839,9465.240642,442500,340384.6154,7032.967033,340
Northcote,h,1655000,91,7000,7463.235294,507500,191509.434,18186.81319,192
Northcote,h,1950000,91, ,8442.982456,320833.3333,192500,21428.57143,193
Oak Park,u,522000,91,2839,10625,453333.3333,215873.0159,5736.263736,216
Parkville,h,1805000,91, ,7817.589577,480000,210526.3158,19835.16484,211
Pascoe Vale,t,530000,91,4198,7072.072072,314000,253225.8065,5824.175824,253
Pascoe Vale,h,815000,91,2015,10500,472500,78750,8956.043956,79
Pascoe Vale,u,521500,91,2641,9617.647059,545000,380232.5581,5730.769231,380
Port Melbourne,h,1916000,91, , ,677500,180666.6667,21054.94505,181
Port Melbourne,u,577000,91,1868,8500,283333.3333,101190.4762,6340.659341,101
Prahran,u,482500,91,2390,73269.23077,476250,254000,5302.197802,254
Preston,h,615000,91, ,9376.811594,388200,178073.3945,6758.241758,178
Preston,h,735000,91,2781,2852,445625,163532.1101,8076.923077,164
Reservoir,h,1015000,91,2315,7207.207207,533333.3333,155339.8058,11153.84615,155
Reservoir,h,915000,91,3581, ,397500,152884.6154,10054.94505,153
Reservoir,h,380000,91,4633, ,838500,465833.3333,4175.824176,466
Reservoir,h,800000,91,2966,13870.96774,573333.3333,150877.193,8791.208791,151
Reservoir,u,380000,91,2677,11077.84431,616666.6667,176190.4762,4175.824176,176
Reservoir,t,530000,91,3664,9714.285714,425000,168316.8317,5824.175824,168
Reservoir,t,592000,91,2505,9126.984127,383333.3333,171641.791,6505.494505,172
Reservoir,u,440000,91, ,13333.33333,546666.6667,227777.7778,4835.164835,228
Richmond,u,345000,91, ,6285.714286,275000,129411.7647,3791.208791,129
Richmond,h,1275000,91,2035,8062.015504,260000,123809.5238,14010.98901,124
Richmond,h,1150000,91, ,10051.28205,490000,239024.3902,12637.36264,239
Richmond,h,950000,91,3608,8917.197452,466666.6667,225806.4516,10439.56044,226
Richmond,h,270000,91,2622,8259.911894,468750,172018.3486,2967.032967,172
Seddon,h,1075000,91, ,9553.571429,356666.6667,267500,11813.18681,268
Seddon,h,1350000,91, , ,273750,214705.8824,14835.16484,215
South Melbourne,h,1250000,91,2977, ,483333.3333,143564.3564,13736.26374,144
South Yarra,u,780000,91,3330, ,297500,168396.2264,8571.428571,168
South Yarra,u,865000,91,3991,10588.23529,600000,264705.8824,9505.494505,265
South Yarra,h,1455000,91, ,10975.60976,900000,535714.2857,15989.01099,536
South Yarra,u,360500,91,3708,9175.257732,445000,287096.7742,3961.538462,287
South Yarra,u,1300000,91, ,10427.63158,396250,188690.4762,14285.71429,189
South Yarra,u,1300000,91, , ,305000,239215.6863,14285.71429,239
Spotswood,h,850000,91,2143, ,344500,215312.5,9340.659341,215
St Kilda,u,459000,91, ,7614.213198,375000,144230.7692,5043.956044,144
Sunshine North,h,571500,91,4821,8756.756757,540000,192857.1429,6280.21978,193
Sunshine West,h,620000,91,2868,12252.42718,631000,122524.2718,6813.186813,123
Templestowe Lower,h,790000,91,3313,9090.909091,440000,293333.3333,8681.318681,293
Toorak,u,462800,91,2779,8921.568627,455000,159649.1228,5085.714286,160
West Melbourne,t,1055000,91,2351,5750.988142,291000,173214.2857,11593.40659,173
Williamstown,h,1470000,91,5764,11359.2233,585000,229411.7647,16153.84615,229
Williamstown North,u,400000,91,3422, ,512500,179824.5614,4395.604396,180
Yarraville,h,1815000,91,3064,10238.09524,430000,248076.9231,19945.05495,248
Yarraville,h,630000,91,3202,9848.484848,325000,194029.8507,6923.076923,194
Yarraville,h,1870000,91,2760,6124.260355,345000,154477.6119,20549.45055,154
Aberfeldie,h,1346000,91,3879,9217.821782,310333.3333,182549.0196,14791.20879,183
Brunswick East,u,435000,91,2450,9235.074627,412500,199596.7742,4780.21978,200
Carlton,h,840000,91,7782,13687.94326,643333.3333,804166.6667,9230.769231,804
Kingsbury,h,980000,91,5725,10833.33333,552500,157857.1429,10769.23077,158
Ormond,h,1360000,91,4080,9902.912621,510000,161904.7619,14945.05495,162
West Footscray,h,438000,91,2215,8074.534161,325000,114035.0877,4813.186813,114
West Footscray,h,360000,91,3007,10054.64481,460000,178640.7767,3956.043956,179
Glen Huntly,h,1160000,91,5664,16410.25641,480000,266666.6667,12747.25275,267
Cremorne,u,546000,91,2830,2829.977629,421666.6667,150595.2381,6000,151
Keilor Park,h,720000,91,2500, ,227500,142187.5,7912.087912,142
Abbotsford,h,1310000,91,7221,20419.35484,633000,301428.5714,14395.6044,301
Airport West,t,700000,91,1506,6459.677419,267000,119552.2388,7692.307692,120
Albert Park,h,1322500,91,7000,14482.75862,1260000,1067796.61,14532.96703,1068
Albert Park,h,1562500,91,5024,16732.28346,708333.3333,400943.3962,17170.32967,401
Altona,u,447000,91,7754,10137.61468,736666.6667,920833.3333,4912.087912,921
Altona North,h,708000,91,9954,12342.85714,720000,800000,7780.21978,800
Armadale,h,1800000,91,10000,12707.18232,766666.6667,560975.6098,19780.21978,561
Armadale,h,2200000,91,3086,11853.65854,486000,226046.5116,24175.82418,226
Northcote,h,2155000,89,2405, ,466666.6667,254545.4545,24213.48315,255
Oak Park,h,925000,87,3022, ,415000,211016.9492,10632.18391,211
Oak Park,t,475000,87,1898, ,750000,476190.4762,5459.770115,476
Parkville,h,2200000,87,2410, ,362000,161607.1429,25287.35632,162
Pascoe Vale,t,590000,87,2016, ,807500,117883.2117,6781.609195,118
Pascoe Vale,h,770000,87,8333,13725.4902,700000,368421.0526,8850.574713,368
Pascoe Vale,h,975000,87,2815, ,706666.6667,153623.1884,11206.89655,154
Port Melbourne,h,2350000,86,1783,9484.536082,460000,104545.4545,27325.5814,105
Preston,h,1065000,86,2803,14957.98319,445000,166355.1402,12383.72093,166
Preston,h,1200000,86,2699,9782.608696,450000,131386.8613,13953.48837,131
Preston,u,798000,86,1710,6204.379562,425000,158878.5047,9279.069767,159
Preston,u,530000,86,9008,15209.30233,1090000,710869.5652,6162.790698,711
Preston,h,900000,86,4419,10954.86111,525833.3333,169623.6559,10465.11628,170
Reservoir,h,410000,86,2939,8869.565217,510000,185454.5455,4767.44186,185
Reservoir,h,836000,86,3706,10707.36434,1105000,876984.127,9720.930233,877
Reservoir,u,440000,86,3251,11541.66667,461666.6667,123660.7143,5116.27907,124
Richmond,u,380000,86,2993, ,600000,175182.4818,4418.604651,175
Richmond,u,680000,86,4535,12409.09091,455000,525000,7906.976744,525
Richmond,t,1081000,86,1698,6756.756757,333333.3333,169491.5254,12569.76744,169
Richmond,h,860000,86,2664,6517.857143,365000,185593.2203,10000,186
Richmond,h,1820000,86,2656,10964.28571,511666.6667,130084.7458,21162.7907,130
Richmond,h,905000,86,2902,10388.60104,501250,169915.2542,10523.25581,170
Richmond,u,691000,86,1635,5421.052632,257500,91964.28571,8034.883721,92
Seddon,h,880000,86, ,12941.17647,550000,98214.28571,10232.55814,98
South Melbourne,u,380000,86,4125,8760.330579,353333.3333,203846.1538,4418.604651,204
South Melbourne,h,2000000,86,1643,6875.968992,295666.6667,136461.5385,23255.81395,136
South Yarra,h,1700000,86,1024,3289.473684,250000,76923.07692,19767.44186,77
South Yarra,u,613000,86,1530,7649.253731,341666.6667,91517.85714,7127.906977,92
South Yarra,u,832000,86,2884,6663.865546,264333.3333,134406.7797,9674.418605,134
South Yarra,u,693000,86, ,9000,315000,81818.18182,8058.139535,82
South Yarra,u,740000,86,5929,8080.168776,478750,503947.3684,8604.651163,504
South Yarra,h,2285000,86,1350, ,438000,190434.7826,26569.76744,190
South Yarra,h,3000000,86, ,8730.15873,366666.6667,239130.4348,34883.72093,239
South Yarra,u,450000,86,2308, ,375000,123966.9421,5232.55814,124
St Kilda,h,920000,86,4212, ,640200,233649.635,10697.67442,234
Strathmore,h,850000,86, ,10529.10053,663333.3333,177678.5714,9883.72093,178
Strathmore,h,1150000,86,2080,10084.74576,396666.6667,135227.2727,13372.09302,135
Strathmore,h,910000,86,2395,7947.598253,364000,216666.6667,10581.39535,217
Sunshine,h,816000,86,2063,7363.013699,268750,122159.0909,9488.372093,122
Sunshine,u,425500,86,1996, ,277500,126136.3636,4947.674419,126
Templestowe Lower,t,678000,86,3778,11228.07018,800000,507936.5079,7883.72093,508
Thornbury,h,1265000,86,4012,17307.69231,675000,236842.1053,14709.30233,237
Thornbury,h,1085000,86, ,9310.344828,405000,112500,12616.27907,113
Toorak,h,6250000,86,3205,5591.054313,350000,142276.4228,72674.4186,142
Toorak,h,4500000,86, ,8750,367500,179268.2927,52325.5814,179
Toorak,u,541000,86,2243,9777.777778,616000,225365.8537,6290.697674,225
Toorak,t,1550000,86, ,7734.375,495000,181097.561,18023.25581,181
Toorak,u,2205000,86,3186,8412.698413,530000,182758.6207,25639.53488,183
Toorak,u,490000,86, ,10486.72566,395000,77960.52632,5697.674419,78
Windsor,u,300000,86,4000,8015.267176,700000,200000,3488.372093,200
Yarraville,h,1217500,86,3311,8368.200837,400000,194174.7573,14156.97674,194
Aberfeldie,h,1720000,86,2711,9910.714286,555000,215533.9806,20000,216
Aberfeldie,h,1705000,86, ,11785.71429,907500,465384.6154,19825.5814,465
Brunswick East,h,1170000,86, , ,578333.3333,206547.619,13604.65116,207
Essendon West,t,652500,86, ,7627.118644,300000,142857.1429,7587.209302,143
Kingsville,u,440000,86, ,4479.495268,284000,169047.619,5116.27907,169
Murrumbeena,h,1610000,86,1270,5940.789474,301000,52500,18720.93023,53
Ormond,h,1845000,86,2934,10324.07407,557500,163970.5882,21453.48837,164
Ormond,h,1535000,86,2784,4952.681388,314000,186904.7619,17848.83721,187
Ormond,h,2005000,86,2289,7588.832487,373750,177976.1905,23313.95349,178
Ormond,u,932000,86,3902,10115.74074,546250,346825.3968,10837.2093,347
West Footscray,t,620000,86,3156, ,316666.6667,113095.2381,7209.302326,113
West Footscray,h,875000,86,3484,7687.5,307500,192187.5,10174.4186,192
Brunswick,u,659500,85,3273,81818.18182,300000,140625,7758.823529,141
Brunswick,u,600000,85,2577,9247.89916,366833.3333,171953.125,7058.823529,172
Brunswick West,h,1350000,85,1614, ,292500,70059.88024,15882.35294,70
Brunswick West,t,380000,85,3245,10472.103,813333.3333,176811.5942,4470.588235,177
Brunswick West,u,300000,84,2087,8797.468354,347500,117796.6102,3571.428571,118
Brunswick West,h,810000,84,2553, ,600000,160000,9642.857143,160
Bulleen,h,1490000,84,4678,10547.94521,962500,366666.6667,17738.09524,367
Caulfield North,u,523000,83,2603,7250,362500,127192.9825,6301.204819,127
Chadstone,t,865000,83,3050,6453.900709,546000,243750,10421.68675,244
Clifton Hill,h,1060000,83,1894,9848.484848,541666.6667,203125,12771.08434,203
Clifton Hill,t,930000,83,2394,5784,241000,88170.73171,11204.81928,88
Coburg,h,947000,83,2625, ,250000,128205.1282,11409.63855,128
