Suburb,Type,Lattitude,Longtitude,Landpercentage
Essendon,u,-37.87979,145.01267,53.67647059
Richmond,h,-37.7746,144.9697,53.7037037
Hadfield,h,-37.7859,144.9323,53.7037037
Glenroy,u,-37.71655,144.88155,53.71232877
Templestowe,h,-37.9717,145.06601,53.71621622
Kingsville,u,-37.75901,145.00146,53.72168285
Carnegie,u,-37.7903,144.8879,53.77358491
St Kilda,u,-37.8771,145.0505,53.80228137
Glen Iris,u,-37.8459,145.1041,53.80577428
Coburg North,h,-37.8557,145.0264,53.80875203
Brighton East,t,-37.9289,145.0284,53.81165919
Brunswick,h,-37.7572,145.15456,53.81231672
Essendon,h,-37.7592,145.0105,53.81818182
Footscray,h,-37.7583,145.0025,53.81944444
Reservoir,u,-37.81176,145.00649,53.84615385
Melbourne,u,-37.7621,144.9595,53.84615385
Hadfield,h,-37.7749,145.0242,53.87755102
Hawthorn,h,-37.95095,145.02096,53.8787024
Kew,u,-37.7947,145.1035,53.89048991
Hampton,h,-37.8201,145.0887,53.90334572
Balwyn North,h,-37.83706,144.9479,53.9192399
Aberfeldie,h,-37.9227,145.0558,53.93700787
Clifton Hill,t,-37.8159,144.8795,53.96825397
Elwood,u,-37.95947,145.04364,53.97260274
Williamstown,h,-37.8845,144.999,53.9748954
Port Melbourne,u,-37.8436,144.9925,53.97727273
Seddon,h,-37.78452,144.92885,53.98230088
Brighton East,h,-37.8167,144.9978,54
Ormond,u,-37.85793,145.00734,54.02298851
Northcote,u,-37.8978,145.062,54.02298851
Wheelers Hill,h,-37.756,144.8641,54.09090909
Fairfield,h,-37.69953,144.89941,54.11255411
Elsternwick,h,-37.8186,145.0892,54.11764706
Abbotsford,h,-37.86159,144.89926,54.12371134
Northcote,h,-37.7708,144.9089,54.1322314
Essendon West,h,-37.7832,144.8275,54.16666667
Northcote,h,-37.8752,145.0817,54.16666667
Elwood,h,-37.8709,145.102,54.16666667
Brighton East,h,-37.758,144.9311,54.16666667
Hampton,h,-37.77242,144.94458,54.19501134
Fairfield,u,-37.93394,145.03241,54.20689655
Elsternwick,h,-37.8544,145.0038,54.21245421
Sunshine North,h,-37.7129,144.9253,54.22535211
Templestowe Lower,h,-37.85736,145.03923,54.23452769
Ascot Vale,h,-37.8038,144.8896,54.24836601
Collingwood,h,-37.8332,144.8649,54.24836601
Richmond,h,-37.77115,145.15826,54.27196149
Ormond,h,-37.8108,144.8819,54.27509294
Hawthorn East,u,-37.82942,145.16714,54.29936306
Bentleigh East,h,-37.77524,144.97529,54.33526012
Kew,h,-37.7774,144.9104,54.34782609
Kew,h,-37.9419,145.0152,54.35092725
Collingwood,u,-37.8646,145.0673,54.37853107
South Yarra,u,-37.8105,144.8803,54.40251572
Malvern East,h,-37.7637,144.8843,54.4093178
Templestowe Lower,h,-37.7922,144.891,54.41860465
Brunswick,h,-37.70941,144.7873,54.4198895
Alphington,h,-37.7839,144.92727,54.44444444
Balwyn,h,-37.8226,144.8392,54.45026178
Keilor Downs,h,-37.69968,145.03426,54.45920304
Glen Huntly,u,-37.80563,144.89352,54.4600939
West Footscray,u,-37.8987,144.9953,54.50819672
Canterbury,h,-37.87132,145.07267,54.51936872
Balwyn,h,-37.84159,145.09606,54.52054795
Fitzroy North,h,-37.78852,144.97872,54.54545455
Richmond,u,-37.7765,144.9114,54.54545455
Doncaster,h,-37.8236,145.0425,54.54545455
Sunshine North,h,-37.79612,144.88783,54.54545455
Glen Waverley,h,-37.81521,145.18727,54.54545455
Mount Waverley,h,-37.8605,145.12853,54.54545455
Brunswick,h,-37.75697,144.95543,54.58333333
Reservoir,h,-37.8071,144.88912,54.58937198
Reservoir,u,-37.7927,144.9981,54.59459459
Brunswick,h,-37.8435,144.8788,54.59770115
Glenroy,h,-37.7813,144.9371,54.59940653
Yarraville,h,-37.7362,144.9022,54.59940653
Bulleen,h,-37.8408,144.8893,54.61741425
South Kingsville,h,-37.90396,144.99126,54.6184739
Ascot Vale,h,-37.9228,145.0022,54.62962963
Brunswick East,h,-37.77078,144.91244,54.63258786
Balwyn North,h,-37.7127,144.9489,54.65313029
West Footscray,h,-37.79175,144.87185,54.67422096
Richmond,u,-37.77539,144.95576,54.7008547
Kings Park,h,-37.80344,145.19777,54.70737913
Coburg,h,-37.916,145.0064,54.7107438
Brighton,t,-37.7152,144.9165,54.71204188
Bentleigh,h,-37.7609,144.8639,54.75372279
Collingwood,t,-37.8629,145.019,54.76878613
Richmond,h,-37.81465,145.10415,54.7920434
Preston,u,-37.81155,145.02845,54.79876161
Keilor East,h,-37.8217,145.007,54.80769231
Yarraville,h,-37.86162,145.03065,54.80769231
Kew,h,-37.99035,145.03839,54.82954545
Kealba,h,-37.7929,145.1338,54.84949833
Hampton,u,-37.9082,144.9968,54.85961123
Surrey Hills,h,-37.83581,145.19802,54.87364621
Seddon,h,-37.78673,144.97899,54.88721805
Northcote,h,-37.8266,145.0493,54.90196078
Preston,h,-37.85473,145.1521,54.90196078
Bentleigh East,h,-37.88267,145.10823,54.90196078
Forest Hill,h,-37.7843,145.0891,54.91803279
Yarraville,h,-37.75339,144.97687,54.93333333
Brunswick,u,-37.8021,144.9976,54.94505495
Ormond,u,-37.84405,145.0016,54.96453901
Bentleigh,h,-37.7891,144.926,54.97630332
South Kingsville,t,-37.8871,145.052,54.98652291
Aberfeldie,h,-37.8294,145.0029,55
Sunshine,h,-37.87892,144.9956,55
Niddrie,h,-37.9099,145.0726,55
South Yarra,h,-37.8145,144.8808,55.02645503
Sunshine West,h,-37.7151,144.9191,55.02645503
Williamstown,h,-37.72026,144.83143,55.03597122
Bentleigh,u,-37.75296,144.95967,55.0660793
Carnegie,h,-37.775,144.9091,55.0877193
Richmond,h,-37.81549,145.0573,55.12820513
Strathmore,h,-37.8167,145.107,55.15151515
Malvern,h,-37.7996,145.0959,55.2
Hawthorn,h,-37.7074,144.9086,55.23255814
Preston,h,-37.74214,144.86965,55.2715655
Coburg,h,-37.72311,144.99559,55.27272727
Kew,h,-37.80292,145.06424,55.30973451
Abbotsford,h,-37.78963,145.07365,55.32786885
Maribyrnong,t,-37.7673,145.0081,55.33498759
Strathmore Heights,t,-37.8354,145.1001,55.38221529
Ringwood East,t,-37.7391,144.8875,55.38461538
Northcote,h,-37.84277,144.98774,55.39358601
Brunswick,h,-37.7284,144.8874,55.40983607
Coburg,h,-37.816,144.8936,55.44041451
Coburg,h,-37.8059,144.901,55.45023697
Prahran,u,-37.81706,145.04341,55.45454545
Richmond,h,-37.76485,144.88545,55.46218487
Doncaster East,h,-37.8993,145.0254,55.47826087
Brighton,u,-37.7586,144.9653,55.49132948
Brighton,t,-37.87291,145.0451,55.50239234
McKinnon,h,-37.94313,145.03501,55.51181102
Thornbury,u,-37.7753,144.9116,55.51330798
Newport,h,-37.7191,144.8857,55.53278689
Altona,u,-37.7923,144.9332,55.55555556
Northcote,h,-37.75642,144.98755,55.55555556
Kew,h,-37.708,145.0181,55.55555556
Aberfeldie,h,-37.7256,144.9383,55.57275542
Kew,h,-37.69012,144.74385,55.57350565
Camberwell,h,-37.81454,145.06008,55.58223289
Ashwood,u,-37.81968,144.89142,55.59701493
Caulfield North,h,-37.89178,145.0539,55.5984556
Sandringham,h,-37.864,144.8437,55.60283688
Glen Iris,h,-37.83574,145.14866,55.60344828
Moonee Ponds,t,-37.8044,145.0386,55.61797753
Kensington,t,-37.7793,144.9879,55.625
Brighton East,t,-37.81196,144.88209,55.63636364
Bulleen,h,-37.90946,144.98919,55.65006075
Sunshine North,h,-37.80898,144.8902,55.68181818
Box Hill,u,-37.7603,144.9573,55.68181818
Flemington,h,-37.70626,144.89551,55.69620253
Footscray,h,-37.8152,144.9922,55.69852941
Strathmore,h,-37.7704,144.9083,55.70032573
Chadstone,h,-37.8154,145.0927,55.70469799
South Kingsville,h,-37.78992,144.99845,55.72916667
Brunswick,h,-37.84445,144.87966,55.74572127
Blackburn,h,-37.77536,145.13163,55.74636724
Fitzroy,h,-37.8885,145.0133,55.7544757
Bentleigh East,u,-37.78425,144.97416,55.78947368
Glenroy,h,-37.8542,145.01506,55.80110497
Reservoir,h,-37.88779,144.99933,55.80808081
Brunswick,h,-37.7449,144.8869,55.83596215
Windsor,h,-37.8722,145.067,55.85585586
Footscray,h,-37.7846,144.96995,55.86734694
Boronia,h,-37.87606,145.15951,55.89519651
Cheltenham,t,-37.8368,144.8768,55.89519651
North Melbourne,h,-37.9144,145.0401,55.90828924
Sandringham,h,-37.8593,145.1101,55.91182365
Footscray,h,-37.7662,145.0096,55.91836735
Clayton,h,-37.80864,144.99386,55.92417062
Port Melbourne,u,-37.9326,145.0387,55.94713656
Maribyrnong,t,-37.94804,145.00756,55.95567867
Footscray,h,-37.7723,145.0179,55.96330275
Kilsyth,h,-37.7059,145.0115,55.97484277
Northcote,t,-37.8446,144.8861,55.98591549
Glen Iris,u,-37.8601,144.8879,56.01851852
Taylors Lakes,h,-37.7784,144.9959,56.02094241
Sunshine,t,-37.764,144.9976,56.02605863
Moonee Ponds,u,-37.7404,144.9559,56.04719764
Preston,t,-37.84839,145.14299,56.08108108
Airport West,h,-37.97359,145.0214,56.09756098
Glen Iris,u,-37.8973,145.0979,56.11510791
Footscray,t,-37.8317,144.8713,56.14035088
Richmond,u,-37.81684,145.02068,56.1752988
Brunswick West,h,-37.76856,144.90577,56.1752988
Brighton,h,-37.9292,145.0236,56.26911315
Fitzroy North,h,-37.7729,144.9722,56.27240143
Chadstone,u,-37.845,145.25624,56.32911392
Bulleen,h,-37.7981,145.0472,56.33187773
Caulfield North,h,-37.7981,145.0472,56.33187773
Ormond,u,-37.81335,144.89471,56.33802817
Parkville,h,-37.9196,145.0691,56.34328358
Yarraville,h,-37.8131,144.8778,56.35245902
Maribyrnong,t,-37.7954,144.9274,56.36363636
Balaclava,h,-37.8021,145.0391,56.37583893
Croydon Hills,h,-37.82755,145.09618,56.37583893
Balwyn,h,-37.8269,145.1009,56.43015521
Braybrook,h,-37.7743,145.1093,56.43153527
South Yarra,u,-37.85593,144.8785,56.43776824
Collingwood,h,-37.756,144.9002,56.43994211
Brunswick,h,-37.7454,144.8987,56.44444444
Hawthorn,h,-37.89235,145.04954,56.50887574
Ascot Vale,h,-37.8102,144.8885,56.53594771
Thornbury,u,-37.9187,145.007,56.56401945
Hawthorn,h,-37.8687,144.8268,56.57142857
Ripponlea,t,-37.7975,144.8894,56.60377358
St Kilda,u,-37.7761,144.9165,56.63716814
Cheltenham,h,-37.8755,145.0954,56.64335664
Clifton Hill,h,-37.7493,144.97,56.6539924
Strathmore,h,-37.78401,144.97982,56.66666667
Seddon,h,-37.8974,145.0539,56.66666667
Deer Park,h,-37.8833,145.0697,56.67655786
Ashburton,t,-37.73977,144.87734,56.68316832
Balwyn,h,-37.7398,144.8773,56.68316832
Reservoir,h,-37.8747,144.987,56.68449198
Doncaster,h,-37.871,144.81153,56.72131148
Malvern,h,-37.8859,144.9994,56.72727273
South Yarra,u,-37.763,144.9439,56.72727273
Altona North,h,-37.77111,144.96427,56.73469388
Glen Iris,h,-37.7506,144.8689,56.74740484
Kew East,u,-37.7682,144.8971,56.76300578
Collingwood,h,-37.7663,145.1132,56.76429568
Williamstown,h,-37.7784,145.0042,56.76855895
Williamstown North,u,-37.7548,144.9098,56.77321157
Cheltenham,u,-37.8092,145.0789,56.80751174
Brunswick,u,-37.7524,144.9074,56.81818182
Glen Iris,h,-37.8164,144.8869,56.81818182
Essendon,u,-37.76285,144.94346,56.83060109
Pascoe Vale,h,-37.7425,144.9577,56.83453237
Bentleigh East,h,-37.88093,145.10574,56.88073394
Reservoir,h,-37.838,144.9489,56.88405797
Spotswood,h,-37.7639,144.9093,56.88888889
Templestowe Lower,h,-37.9487,145.02145,56.88888889
South Yarra,h,-37.7491,144.9002,56.89851767
Caulfield East,h,-37.7642,145.001,56.90789474
Altona,u,-37.871,145.0364,56.91056911
Abbotsford,h,-37.8108,144.8899,56.96594427
Bentleigh East,t,-37.77588,144.95736,56.97211155
Malvern East,h,-37.8554,145.0173,56.98924731
Richmond,h,-37.8655,145.096,56.99831366
Gowanbrae,h,-37.7721,144.9184,57.01581028
Essendon North,h,-37.7418,144.8977,57.03422053
Bentleigh East,h,-37.77274,144.90328,57.04099822
Thornbury,h,-37.78493,144.98879,57.06521739
Glenroy,h,-37.7721,144.9184,57.10059172
Airport West,h,-37.7825,144.9206,57.14285714
Prahran,h,-37.9001,145.0428,57.14285714
Windsor,h,-37.78971,145.09546,57.14285714
Essendon,h,-37.7479,144.8763,57.16911765
Camberwell,h,-37.8687,144.8197,57.19178082
Port Melbourne,u,-37.8937,145.0779,57.22222222
Bentleigh,h,-37.9326,144.9997,57.23684211
Reservoir,u,-37.80774,144.88251,57.24637681
Bulleen,h,-37.74794,144.87634,57.24770642
Malvern East,h,-37.8469,144.8766,57.25490196
Elwood,u,-37.8165,145.021,57.26495726
St Kilda,u,-37.78368,145.09545,57.27482679
Fairfield,h,-37.8244,145.064,57.27848101
Armadale,h,-37.7478,144.9583,57.31414868
Spotswood,h,-37.8097,144.8906,57.31707317
Essendon,h,-37.9033,145.0727,57.33788396
Wantirna South,h,-37.89941,145.11523,57.34597156
South Melbourne,h,-37.85542,144.99571,57.35294118
Ashwood,t,-37.9038,145.0001,57.37704918
Fitzroy North,h,-37.96836,145.06452,57.37704918
Bentleigh East,u,-37.8059,144.8899,57.38636364
Preston,h,-37.7773,144.9119,57.40432612
North Melbourne,h,-37.7401,144.96505,57.42574257
Footscray,u,-37.8726,145.0396,57.45341615
Prahran,u,-37.88049,145.0509,57.45501285
Carnegie,u,-37.85223,145.08676,57.5
Hampton,h,-37.88854,145.01938,57.51633987
Yarraville,h,-37.7917,145.0509,57.53424658
Seddon,h,-37.85428,144.89488,57.54385965
Bentleigh East,h,-37.90822,145.12036,57.55813953
Croydon,h,-37.76873,145.15894,57.56035578
Cheltenham,h,-37.8123,145.0821,57.57575758
Doncaster,h,-37.9291,145.0283,57.58468336
Maribyrnong,u,-37.8388,144.8567,57.60135135
Williamstown North,u,-37.81082,144.88766,57.60368664
Doncaster,u,-37.868,145.038,57.60683761
Preston,u,-37.7622,144.9586,57.6419214
Camberwell,h,-37.79482,144.79027,57.64705882
Ashburton,u,-37.76189,144.78517,57.65203762
Kew,h,-37.7912,144.8215,57.65765766
Armadale,h,-37.7379,144.9022,57.66738661
Keilor East,h,-37.789,144.8813,57.66871166
Brunswick,h,-37.83057,145.08482,57.69230769
Bentleigh East,u,-37.8899,145.023,57.70491803
Avondale Heights,t,-37.7659,144.9494,57.72727273
Mount Waverley,h,-37.91155,145.00657,57.74647887
St Kilda,h,-37.7646,144.9586,57.76397516
Newport,t,-37.861,144.8985,57.77777778
Armadale,u,-37.8726,144.9782,57.78546713
South Yarra,u,-37.84776,144.89223,57.79569892
Ascot Vale,h,-37.8176,145.0204,57.79816514
Clifton Hill,h,-37.7779,144.9862,57.81818182
Northcote,h,-37.88247,145.06621,57.82073814
Seddon,h,-37.8511,145.0317,57.82747604
Coburg,h,-37.763,145.0025,57.83783784
Glenroy,h,-37.74679,145.01394,57.84313725
Richmond,h,-37.76685,144.96615,57.86516854
Clifton Hill,h,-37.8792,145.0869,57.89473684
Aberfeldie,h,-37.79392,144.88418,57.91666667
Thornbury,h,-37.8157,145.0073,57.92880259
Highett,h,-37.69102,144.78505,57.96875
Coburg North,h,-37.8326,145.2533,57.98561151
Port Melbourne,u,-37.8684,145.035,57.99256506
Thornbury,t,-37.7517,144.9086,57.99614644
Coburg,h,-37.7542,144.9117,58
Footscray,t,-37.6974,145.0213,58
Coburg,h,-37.9087,145.0537,58
South Yarra,h,-37.6926,144.9861,58.00344234
Balwyn,t,-37.8729,145.0788,58.01630435
Ascot Vale,h,-37.7653,145.0014,58.02469136
Brunswick,u,-37.73247,144.87241,58.02469136
Niddrie,h,-37.8738,145.1054,58.03571429
Kew,u,-37.76872,144.92706,58.04195804
Niddrie,h,-37.88385,145.15088,58.05022157
Maidstone,h,-37.89465,145.06984,58.06962025
Pascoe Vale,h,-37.84136,145.08149,58.07017544
Cheltenham,h,-37.8582,145.0715,58.09768638
Reservoir,h,-37.80053,145.03529,58.1120944
North Melbourne,t,-37.9268,144.991,58.12274368
Seddon,h,-37.8277,144.8841,58.125
St Albans,t,-37.7696,145.1078,58.125
Newport,h,-37.8557,145.0053,58.12807882
Bentleigh East,u,-37.775,144.9536,58.1300813
Port Melbourne,u,-37.7959,144.8901,58.13953488
Balwyn North,h,-37.7954,145.1379,58.14307458
Reservoir,t,-37.7043,145.0277,58.15217391
Newport,h,-37.84549,144.89199,58.15602837
Croydon South,h,-37.78952,145.08367,58.15899582
South Yarra,h,-37.92098,145.02422,58.16876122
Maribyrnong,h,-37.91068,145.00394,58.18181818
Brunswick West,u,-37.8112,145.057,58.20271682
Maribyrnong,t,-37.806,144.9954,58.203125
Brighton,h,-37.77011,144.92881,58.21917808
Newport,h,-37.8421,144.9876,58.22222222
Coburg,h,-37.8023,145.0404,58.22368421
Ascot Vale,h,-37.7741,144.9703,58.2278481
Sunshine West,h,-37.7475,144.8501,58.23970037
Altona,u,-37.895,145.022,58.24175824
Bentleigh,h,-37.71798,144.93965,58.27338129
Kingsville,h,-37.7925,144.9264,58.29383886
Williamstown North,u,-37.8064,145.0608,58.30860534
Pascoe Vale,t,-37.7974,145.0337,58.31932773
St Kilda,u,-37.85296,144.89463,58.33333333
Coburg,h,-37.7194,144.9283,58.33333333
Carlton North,u,-37.8864,145.0561,58.33333333
Brighton East,u,-37.7896,144.8752,58.33333333
Maribyrnong,h,-37.8711,145.1017,58.33333333
Glenroy,h,-37.7982,144.823,58.33333333
Brunswick,u,-37.7875,144.9759,58.3535109
Yarraville,h,-37.76491,144.95253,58.35411471
Yarraville,h,-37.77593,144.92156,58.36909871
Ascot Vale,h,-37.8491,144.8903,58.38926174
Yarraville,h,-37.7647,145.1186,58.39524517
Keilor East,h,-37.7457,144.9061,58.4
Balwyn North,h,-37.7434,144.9256,58.40266223
Doncaster,h,-37.8144,145.0279,58.40386941
Moonee Ponds,h,-37.8047,145.0534,58.42044135
Sunshine West,h,-37.8291,144.8848,58.42696629
Warrandyte,h,-37.68767,144.7703,58.42857143
Kew,h,-37.7415,144.8668,58.4375
Kew,u,-37.71222,145.02252,58.47750865
Braybrook,h,-37.80384,145.22562,58.49673203
Newport,h,-37.94708,145.04056,58.49802372
Wantirna,h,-37.782,145.1244,58.51680185
Sunshine West,h,-37.7766,144.9143,58.52017937
South Melbourne,h,-37.76627,144.99345,58.5492228
Altona North,h,-37.83275,145.1055,58.5492228
Pascoe Vale,t,-37.7661,144.9742,58.55513308
Newport,h,-37.8043,145.0291,58.56950067
Clifton Hill,t,-37.8066,144.8666,58.60927152
Armadale,u,-37.7959,144.9343,58.62068966
Glen Waverley,h,-37.92884,145.01518,58.62068966
Templestowe Lower,h,-37.77266,145.00876,58.62068966
Thornbury,h,-37.8328,145.104,58.62552595
Footscray,t,-37.8074,145.0318,58.63095238
Burwood,t,-37.88983,145.00497,58.65384615
Mount Waverley,h,-37.6969,144.9334,58.65384615
Fairfield,h,-37.8777,145.0608,58.66666667
Keilor East,h,-37.8696,144.827,58.66666667
Brunswick West,h,-37.70703,144.89501,58.66666667
Kew,u,-37.7343,144.8824,58.68263473
Brighton,h,-37.8654,144.9809,58.70646766
Brunswick,h,-37.84351,145.19246,58.71559633
Reservoir,u,-37.7503,144.9481,58.7196468
West Footscray,h,-37.7484,144.9025,58.72093023
Kingsville,h,-37.79638,144.87911,58.73605948
Bentleigh,h,-37.80543,144.89691,58.74439462
Fairfield,h,-37.9066,145.0541,58.74799358
Hawthorn,u,-37.80505,145.14919,58.7628866
Spotswood,h,-37.8168,145.0321,58.78453039
Heathmont,h,-37.85377,145.15512,58.78962536
Ormond,h,-37.8181,144.89351,58.8
Balwyn North,h,-37.72395,144.99749,58.82352941
Bentleigh,h,-37.7745,145.0045,58.84146341
Preston,h,-37.7733,145.0901,58.85286783
Sunshine,h,-37.7893,144.8818,58.85885886
Ascot Vale,h,-37.8253,145.0287,58.88157895
Keilor Downs,h,-37.68369,144.74022,58.88888889
Toorak,u,-37.73936,144.96454,58.89830508
Glen Iris,u,-37.9225,145.0754,58.90410959
Brunswick East,u,-37.88245,145.15982,58.91472868
Brunswick West,h,-37.83252,145.06832,58.91608392
Airport West,h,-37.87105,145.10198,58.92857143
Strathmore,h,-37.8025,145.0843,58.96607431
Elwood,u,-37.84998,144.99499,58.97435897
Fitzroy,t,-37.8993,145.0046,59.00900901
Hawthorn,u,-37.792,145.1077,59.01639344
Pascoe Vale,h,-37.92778,145.24796,59.03165736
Keilor East,t,-37.8686,145.038,59.05172414
Malvern East,h,-37.7242,144.9612,59.0625
Sunshine,h,-37.8581,145.078,59.07692308
Yarraville,h,-37.7914,144.8957,59.07859079
Richmond,t,-37.7956,144.8848,59.09090909
Wantirna,h,-37.7131,144.9091,59.09090909
Moonee Ponds,h,-37.75621,144.93401,59.1011236
Moonee Ponds,h,-37.7556,145.0946,59.10543131
Williamstown,h,-37.919,145.0829,59.10652921
Williamstown,h,-37.7663,145.0009,59.11111111
Richmond,h,-37.7728,144.9478,59.12408759
West Melbourne,t,-37.73258,145.01356,59.1276252
Brighton East,t,-37.95882,145.02138,59.15841584
Elwood,h,-37.89829,145.08141,59.16398714
Port Melbourne,u,-37.81774,145.0412,59.16666667
West Melbourne,t,-37.85149,144.88893,59.18367347
Ascot Vale,h,-37.7728,144.9639,59.18918919
Prahran,u,-37.9236,145.0545,59.20245399
Williamstown,h,-37.8521,145.0657,59.2039801
Glen Iris,h,-37.7453,144.8721,59.21696574
Ashburton,h,-37.68104,144.74608,59.22509225
Albert Park,h,-37.79246,145.04236,59.23076923
Newport,h,-37.809,144.9976,59.24369748
Moonee Ponds,h,-37.71331,144.9871,59.24657534
Burwood,h,-37.7943,144.8875,59.2476489
Caulfield South,h,-37.7943,144.8875,59.2476489
South Yarra,u,-37.73492,144.87231,59.25373134
Hampton,h,-37.86688,145.06925,59.26573427
North Melbourne,u,-37.7745,144.9093,59.2920354
Pascoe Vale,h,-37.7735,144.9833,59.36170213
Bentleigh East,t,-37.77945,145.01553,59.375
Parkville,h,-37.6949,144.9122,59.375
Port Melbourne,h,-37.8284,144.8861,59.38303342
Seddon,h,-37.8284,144.8861,59.38303342
Elwood,u,-37.7702,144.9091,59.38461538
Glen Iris,u,-37.75396,144.89796,59.38803894
Toorak,h,-37.7699,144.9149,59.39086294
Richmond,u,-37.8215,145.0054,59.39086294
Glenroy,h,-37.9369,145.0163,59.43060498
North Melbourne,u,-37.76296,144.97239,59.43600868
Strathmore,h,-37.70618,144.94787,59.43708609
Hawthorn East,h,-37.71173,144.94035,59.44055944
St Kilda,u,-37.8046,144.8831,59.45945946
Balwyn North,h,-37.878,145.0666,59.45945946
Niddrie,h,-37.7748,144.929,59.4795539
Footscray,t,-37.8546,144.8762,59.48553055
Port Melbourne,h,-37.7002,144.9428,59.5
Hampton East,h,-37.8912,145.0138,59.50782998
Bulleen,h,-37.70176,145.0118,59.52914798
Kensington,h,-37.78161,144.92649,59.53079179
