Suburb,CouncilArea,Lattitude,Longtitude,Buildingage,Pricepermeterland,Pricepermeterbuilding
Carnegie,Glen Eira City Council,-37.8871,145.052,106,4016.172507,8922.155689
Carnegie,Glen Eira City Council,-37.8873,145.0572,7, , 
Caulfield South,Glen Eira City Council,-37.8967,145.0313, ,2773.631841, 
Coburg,Darebin City Council,-37.7543,144.9717, ,2173.076923, 
Coburg,Darebin City Council,-37.7379,144.9617,14,5537.037037,5980
Coburg,Darebin City Council,-37.7481,144.9663,15,3822.525597,6222.222222
Coburg,Darebin City Council,-37.735,144.9558,41,2345.013477,8700
Coburg North,Darebin City Council,-37.7187,144.9564, ,1596.385542, 
Collingwood,Yarra City Council,-37.7954,144.9868,11,673.1132075,8107.954545
Collingwood,Yarra City Council,-37.8042,144.9845,101, ,9433.962264
Doncaster,Manningham City Council,-37.7753,145.1114, ,1957.50332, 
Doncaster,Manningham City Council,-37.7882,145.1315,30,2996.254682, 
Elsternwick,Glen Eira City Council,-37.892,145.008,104,3856.382979,7552.083333
Elsternwick,Glen Eira City Council,-37.8822,144.9994,15, ,8474.576271
Elsternwick,Glen Eira City Council,-37.8897,145.008,136,3708.987161,9523.809524
Essendon,Moonee Valley City Council,-37.7534,144.9242, , , 
Essendon,Moonee Valley City Council,-37.7546,144.9042,101,2413.22314,10579.71014
Essendon North,Moonee Valley City Council,-37.7371,144.8973,81,2644.151565, 
Essendon North,Moonee Valley City Council,-37.7374,144.9006,12,3767.195767,6846.153846
Fairfield,Darebin City Council,-37.774,145.0244, ,3543.859649, 
Fitzroy,Yarra City Council,-37.7967,144.9836, , , 
Fitzroy,Yarra City Council,-37.7968,144.9781,131,10584.90566,11108.91089
Footscray,Maribyrnong City Council,-37.7905,144.8882,6, ,5547.619048
Footscray,Maribyrnong City Council,-37.7962,144.8844,101,3761.261261,7660.550459
Footscray,Maribyrnong City Council,-37.7946,144.8903,51,5007.575758,7963.855422
Footscray,Maribyrnong City Council,-37.7959,144.8901,121,2936.046512,7013.888889
Glenroy,Moreland City Council,-37.7073,144.9277,11,2594.339623,4263.565891
Glenroy,Moreland City Council,-37.6997,144.9367, ,2421.052632, 
Hampton East,Bayside City Council,-37.9355,145.0276,16, ,383333.3333
Hughesdale,Monash City Council,-37.9034,145.0796,81,1657.534247,9918.032787
Kealba,Brimbank City Council,-37.7336,144.8226,36,871.0801394,5000
Keilor East,Brimbank City Council,-37.7394,144.8628,26,1209.912536,4191.919192
Keilor East,Brimbank City Council,-37.7498,144.8585,51,1061.946903,4800
Kensington,Melbourne City Council,-37.7919,144.9253, , , 
Kensington,Melbourne City Council,-37.7982,144.9202,18,668.9246401,5808.823529
Kensington,Melbourne City Council,-37.7913,144.9275, ,5640.495868, 
Kensington,Melbourne City Council,-37.7903,144.9345,12,2160.493827,7216.494845
Kensington,Melbourne City Council,-37.7896,144.9321, , , 
Kensington,Melbourne City Council,-37.793,144.934,106,3942.307692,11284.40367
Maidstone,Maribyrnong City Council,-37.787,144.8748,7,4322.033898,5604.395604
Maidstone,Maribyrnong City Council,-37.7831,144.8825, ,3390.186916, 
Maidstone,Maribyrnong City Council,-37.7877,144.8772,71,2375.796178, 
Malvern,Stonnington City Council,-37.8674,145.0355,121,5220.472441,13260
Malvern,Stonnington City Council,-37.8469,145.0377,96,6319.832402,28459.1195
Malvern East,Stonnington City Council,-37.8672,145.0432, ,4080.45977, 
Malvern East,Stonnington City Council,-37.8704,145.0411, ,4241.486068,6715.686275
Malvern East,Stonnington City Council,-37.8695,145.05,23,7179.487179,8358.208955
Malvern East,Stonnington City Council,-37.8719,145.0511, ,3709.273183, 
Malvern East,Stonnington City Council,-37.8805,145.0668, ,3271.317829, 
Malvern East,Stonnington City Council,-37.8709,145.0565, ,4024.767802, 
Malvern East,Stonnington City Council,-37.8657,145.0536, ,3113.879004, 
Maribyrnong,Maribyrnong City Council,-37.774,144.8797,21,8148.148148,5176.470588
Melbourne,Melbourne City Council,-37.8168,144.9691,101, ,6769.230769
Newport,Hobsons Bay City Council,-37.8424,144.8754,101,2591.569767,6857.692308
Newport,Hobsons Bay City Council,-37.849,144.8947,135,4517.833554, 
Niddrie,Moonee Valley City Council,-37.736,144.8839,71,1578.538103,8120
Niddrie,Moonee Valley City Council,-37.738,144.8816,71,1333.841463, 
North Melbourne,Melbourne City Council,-37.7981,144.9461,51, , 
Northcote,Darebin City Council,-37.7644,145.004,111,3578.431373,12732.55814
Northcote,Darebin City Council,-37.7821,144.9995, , , 
Oak Park,Moreland City Council,-37.7178,144.9121,61,1061.598952,8709.677419
Parkville,Melbourne City Council,-37.7948,144.9571,121,10761.62791, 
Parkville,Melbourne City Council,-37.7896,144.9584,31,302.6782035, 
Pascoe Vale,Moreland City Council,-37.7186,144.9306,26,3609.467456,5596.330275
Pascoe Vale,Moreland City Council,-37.7273,144.9254, ,1165.501166, 
Pascoe Vale,Moreland City Council,-37.7266,144.9496,14,2705.583756,4801.801802
Port Melbourne,Melbourne City Council,-37.8436,144.944,21, ,7580.645161
Port Melbourne,Melbourne City Council,-37.8398,144.9404,25, ,8333.333333
Port Melbourne,Melbourne City Council,-37.8424,144.9449,15, ,9436.619718
Port Melbourne,Melbourne City Council,-37.8342,144.9456, ,10679.61165, 
Prahran,Stonnington City Council,-37.8544,145.0038,131,6633.699634,14488
Preston,Darebin City Council,-37.7451,144.9888, , ,5985.915493
Preston,Darebin City Council,-37.7346,144.9956, ,1960.352423, 
Preston,Darebin City Council,-37.7354,145.015, ,1528.089888, 
Preston,Darebin City Council,-37.7476,144.9842,71,2228.174603,2219.367589
Reservoir,Darebin City Council,-37.7112,144.9989,7, ,5454.545455
Reservoir,Darebin City Council,-37.7112,144.9989,9, ,6203.703704
Reservoir,Darebin City Council,-37.7229,145.0225, ,1025.229358, 
Reservoir,Darebin City Council,-37.7061,145.0147, ,1816.608997, 
Reservoir,Darebin City Council,-37.7097,144.9912,11,911.7082534,4750
Reservoir,Darebin City Council,-37.7098,145.0211,14,2875.816993,5057.471264
Reservoir,Darebin City Council,-37.7217,144.9954,91, , 
Reservoir,Darebin City Council,-37.7271,145.0009, ,1379.424779, 
Reservoir,Darebin City Council,-37.7001,144.9936, ,1049.304678, 
Richmond,Yarra City Council,-37.8147,145.0084,51,6606.425703,7686.915888
Richmond,Yarra City Council,-37.833,144.997,22, , 
Richmond,Yarra City Council,-37.8242,145.0026,56, ,7650
Richmond,Yarra City Council,-37.8203,145.0092,121,7016.574586,12450.98039
Richmond,Yarra City Council,-37.8248,144.9976,28,2545.691906, 
Richmond,Yarra City Council,-37.8159,145.0033, ,20090.90909, 
Richmond,Yarra City Council,-37.8201,145.007,121,6107.594937, 
Richmond,Yarra City Council,-37.8195,145.0103,10,953.8461538, 
Richmond,Yarra City Council,-37.8208,145.0013, ,8730.15873, 
Richmond,Yarra City Council,-37.8231,144.9906, , , 
Richmond,Yarra City Council,-37.8214,145.0132,121,9113.300493,16517.85714
Seddon,Maribyrnong City Council,-37.8042,144.892,9, ,8596.774194
Seddon,Maribyrnong City Council,-37.8057,144.8882, ,3208.55615, 
South Yarra,Melbourne City Council,-37.8446,144.9896,121,8560.606061,14675.32468
South Yarra,Melbourne City Council,-37.835,145.0002,41, ,6849.315068
St Kilda,Port Phillip City Council,-37.865,144.9804, ,8503.401361, 
St Kilda,Port Phillip City Council,-37.859,144.9792, ,900, 
St Kilda,Port Phillip City Council,-37.8612,144.985,15,535.0772889, 
Sunshine,Brimbank City Council,-37.7813,144.8394,66,1361.655773,5208.333333
Sunshine,Brimbank City Council,-37.7842,144.843,91,1128.246753,5940.17094
Sunshine North,Brimbank City Council,-37.7719,144.8414, ,1163.934426, 
Sunshine West,Brimbank City Council,-37.8003,144.8097,46,663.8755981,5235.849057
Sunshine West,Brimbank City Council,-37.7892,144.8137, ,845.8213256, 
Sunshine West,Brimbank City Council,-37.7968,144.7991,22,1036.26943,3846.153846
Templestowe Lower,Manningham City Council,-37.7613,145.1047,41,1356.932153, 
Thornbury,Darebin City Council,-37.7516,144.9871,61,1343.283582,7627.118644
Thornbury,Darebin City Council,-37.7585,145.0226, ,1810.865191, 
Thornbury,Darebin City Council,-37.7612,145.0045, ,3396.226415, 
Thornbury,Darebin City Council,-37.7541,145.0088,51, ,6636.363636
Thornbury,Darebin City Council,-37.7598,145.0088, ,2651.972158, 
Toorak,Stonnington City Council,-37.8458,145.0221, , , 
Windsor,Port Phillip City Council,-37.8572,144.9974,58, , 
Yarraville,Maribyrnong City Council,-37.8202,144.883, ,3211.805556, 
Carlton,Melbourne City Council,-37.7945,144.9718, , ,8072.916667
East Melbourne,Melbourne City Council,-37.8153,144.9842,51, ,10769.23077
Essendon West,Moonee Valley City Council,-37.7527,144.8851, ,2201.086957, 
Murrumbeena,Glen Eira City Council,-37.9055,145.0691,61,1903.367496,5829.596413
Murrumbeena,Glen Eira City Council,-37.8966,145.0737,46,4613.259669,8028.846154
Albion,Brimbank City Council,-37.7852,144.8272,46,78.82403068,4302.325581
Glen Huntly,Glen Eira City Council,-37.8921,145.0381,111,3742.732558,7420.74928
Strathmore Heights,Moonee Valley City Council,-37.7115,144.8966, ,1447.124304, 
Albert Park,Port Phillip City Council,-37.8488,144.9551, ,13355.26316, 
Albert Park,Port Phillip City Council,-37.8448,144.9453,131,11836.73469,12985.07463
Alphington,Darebin City Council,-37.7781,145.0284, ,2487.437186, 
Altona,Hobsons Bay City Council,-37.8631,144.8195, ,1225.165563, 
Altona,Hobsons Bay City Council,-37.8637,144.8365,51,1750, 
Altona North,Hobsons Bay City Council,-37.8332,144.8649,51,1908.496732,4171.428571
Armadale,Stonnington City Council,-37.8611,145.0271, ,4554.294976, 
Armadale,Stonnington City Council,-37.8573,145.0112, , , 
Armadale,Stonnington City Council,-37.8549,145.0113,8, ,10698.11321
Ascot Vale,Moonee Valley City Council,-37.7792,144.9297, ,4467.592593, 
Ascot Vale,Moonee Valley City Council,-37.7762,144.9174,61,2688.053097,6942.857143
Ascot Vale,Moonee Valley City Council,-37.7772,144.9118,121,2809.278351,7676.056338
Ashwood,Monash City Council,-37.8723,145.1089,9,3915.09434,6384.615385
Avondale Heights,Moonee Valley City Council,-37.7567,144.8572,61,1088.135593, 
Avondale Heights,Moonee Valley City Council,-37.7546,144.8585, ,1352.664577, 
Avondale Heights,Moonee Valley City Council,-37.7546,144.857, ,1219.110379, 
Balaclava,Port Phillip City Council,-37.8739,144.9929, , , 
Bentleigh,Glen Eira City Council,-37.9148,145.0404,91,2683.566434,10233.33333
Bentleigh,Glen Eira City Council,-37.9206,145.0383,81,2156.565657,8540
Bentleigh,Glen Eira City Council,-37.9273,145.0324, ,3753.424658, 
Bentleigh,Glen Eira City Council,-37.9241,145.048,71,2085.843373,7780.898876
Bentleigh,Glen Eira City Council,-37.9178,145.0511,51, , 
Bentleigh,Glen Eira City Council,-37.9291,145.0491, ,3608.695652, 
Bentleigh,Glen Eira City Council,-37.9159,145.0285,61, , 
Bentleigh,Glen Eira City Council,-37.9155,145.0243,9,4525.043178,7257.617729
Bentleigh East,Glen Eira City Council,-37.9131,145.07, ,3732.057416, 
Bentleigh East,Glen Eira City Council,-37.9374,145.0726,24,1624,5126.262626
Bentleigh East,Glen Eira City Council,-37.9364,145.0649,20,2101.265823, 
Bentleigh East,Glen Eira City Council,-37.9237,145.0527, ,1930.015552, 
Bentleigh East,Glen Eira City Council,-37.9207,145.0757,71,2057.377049,7514.97006
Bentleigh East,Glen Eira City Council,-37.9178,145.067,71,2225.969646,14042.55319
Bentleigh East,Glen Eira City Council,-37.9236,145.0545,71,2668.711656,6541.353383
Bentleigh East,Glen Eira City Council,-37.9351,145.0572,8,2487.331081,6723.744292
Box Hill,Whitehorse City Council,-37.8269,145.1305,51,3660.130719, 
Braybrook,Maribyrnong City Council,-37.7929,144.8462, ,1313.559322, 
Brighton,Bayside City Council,-37.91,144.989,28,4830.357143,12295.45455
Brighton,Bayside City Council,-37.9193,144.9898, ,5546.448087, 
Brighton,Bayside City Council,-37.9205,145.0012,91,2971.291866,10213.81579
Brighton,Bayside City Council,-37.9002,144.9928,51,4197.132616, 
Brighton,Bayside City Council,-37.9159,144.9933, ,5243.445693, 
Brighton East,Bayside City Council,-37.9241,145.0108, ,5748.987854, 
Brunswick,Moreland City Council,-37.7643,144.9584,131,5251.70068,9414.634146
Brunswick,Moreland City Council,-37.7719,144.9661,131,4321.428571,9307.692308
Brunswick,Moreland City Council,-37.7745,144.9523,111,4957.627119,8819.095477
Brunswick,Moreland City Council,-37.7629,144.968, ,5895.604396, 
Brunswick,Moreland City Council,-37.7643,144.9713, ,3417.721519, 
Brunswick West,Moreland City Council,-37.7577,144.9354,61, ,7096.774194
Brunswick West,Moreland City Council,-37.7552,144.9458,91,2379.008746,7095.652174
Burwood,Monash City Council,-37.8554,145.1089,20,4129.411765,6622.641509
Carnegie,Glen Eira City Council,-37.8936,145.056,13,513.4320175,6243.333333
Carnegie,Glen Eira City Council,-37.9007,145.047,96,2100.367197,13200
Caulfield North,Glen Eira City Council,-37.8698,145.0325,106,2679.012346,10093.02326
Caulfield South,Glen Eira City Council,-37.8996,145.0169, ,5555.555556, 
Chadstone,Monash City Council,-37.8781,145.0955,7,4686.170213,6430.656934
Clifton Hill,Yarra City Council,-37.7873,144.9961, , , 
Coburg,Darebin City Council,-37.7463,144.9635,45, ,3887.096774
Coburg,Darebin City Council,-37.7534,144.9679, ,3378.172589, 
Coburg,Darebin City Council,-37.7373,144.9825, ,1247.831475,1007000
Coburg,Darebin City Council,-37.7493,144.97,111,3730.038023,8605.263158
Coburg,Darebin City Council,-37.7367,144.9701,121, ,6627.906977
Coburg,Darebin City Council,-37.7424,144.961,51,4424.778761,7142.857143
Doncaster,Manningham City Council,-37.7837,145.1027, ,4302.083333,2971.223022
Doncaster,Manningham City Council,-37.7774,145.1205, ,2337.662338, 
Doncaster,Manningham City Council,-37.7942,145.1256, ,4625, 
Elwood,Port Phillip City Council,-37.8838,144.9853,61,438.0260138, 
Elwood,Port Phillip City Council,-37.8835,144.9873,98,4898.21883, 
Essendon,Moonee Valley City Council,-37.7442,144.9249,61,2087.378641,9772.727273
Essendon,Moonee Valley City Council,-37.7466,144.8941, ,2301.932367, 
Essendon,Moonee Valley City Council,-37.7566,144.9155,106, ,1571.428571
Essendon,Moonee Valley City Council,-37.752,144.9079, , , 
Essendon,Moonee Valley City Council,-37.757,144.9251,25,3090.024331,4774.43609
Essendon,Moonee Valley City Council,-37.7542,144.9117,111,3612.5,8601.190476
Essendon,Moonee Valley City Council,-37.7509,144.8922,71,2088.180113,8763.779528
Essendon,Moonee Valley City Council,-37.7482,144.908,61, ,6271.186441
Fairfield,Darebin City Council,-37.7682,145.0209,19, ,7077.922078
Fairfield,Darebin City Council,-37.7673,145.021, ,1940.677966, 
Fairfield,Darebin City Council,-37.7737,145.018,111,2772.177419,11270.4918
Fitzroy North,Moreland City Council,-37.7794,144.989,41, ,12541.66667
Fitzroy North,Moreland City Council,-37.777,144.9838,41, ,8666.666667
Fitzroy North,Moreland City Council,-37.7824,144.9801, ,6289.215686, 
Fitzroy North,Moreland City Council,-37.7839,144.9807,116,12288.13559,14077.6699
Fitzroy North,Moreland City Council,-37.783,144.9866, ,8281.25, 
Footscray,Maribyrnong City Council,-37.7987,144.8807,10,7421.568627,7421.568627
Footscray,Maribyrnong City Council,-37.7958,144.9001,111,1814.768461,9062.5
Glenroy,Moreland City Council,-37.7019,144.9225,71,1004.56621,5689.655172
Glenroy,Moreland City Council,-37.7048,144.9097, ,924.4558259, 
Hampton,Bayside City Council,-37.9452,145.0113, ,1956.521739, 
Hampton,Bayside City Council,-37.9384,145.0002,141,3685.045317, 
Hampton,Bayside City Council,-37.9407,145.0104,96,3477.588872,8653.846154
Hampton East,Bayside City Council,-37.9343,145.0303, ,2462.608696, 
Hampton East,Bayside City Council,-37.9405,145.0346,19, ,7792.207792
Hampton East,Bayside City Council,-37.9431,145.0347, ,2728.706625, 
Hughesdale,Monash City Council,-37.8996,145.076, ,1791.327913, 
Keilor East,Brimbank City Council,-37.7415,144.8668,8,2218.75,5338.345865
Keilor East,Brimbank City Council,-37.7479,144.8763,41,1345.588235,3141.630901
Kensington,Melbourne City Council,-37.7908,144.9309, ,5275.167785, 
Maidstone,Maribyrnong City Council,-37.7874,144.8763,81,2270.341207,7148.760331
Maidstone,Maribyrnong City Council,-37.7801,144.869,9,4137.931034,5357.142857
Malvern,Stonnington City Council,-37.854,145.041,50, ,7891.891892
Malvern,Stonnington City Council,-37.8633,145.0336, , , 
Malvern East,Stonnington City Council,-37.8847,145.076,51,1827.830189, 
Malvern East,Stonnington City Council,-37.8752,145.0817,22,3298.611111,7196.969697
Malvern East,Stonnington City Council,-37.8846,145.0861,71,2898.373984,14146.8254
Maribyrnong,Maribyrnong City Council,-37.7847,144.8962,12,4555.555556,5720.930233
Melbourne,Melbourne City Council,-37.8211,144.9559,12,316.9014085,5217.391304
Middle Park,Port Phillip City Council,-37.8474,144.9582,121,8801.843318,15280
Moonee Ponds,Moonee Valley City Council,-37.7702,144.9091,111,2861.538462,7045.454545
Moonee Ponds,Moonee Valley City Council,-37.7687,144.9203, ,3864.7343, 
Moonee Ponds,Moonee Valley City Council,-37.7693,144.9299, ,2213.14741, 
Moonee Ponds,Moonee Valley City Council,-37.7651,144.9078, ,2654.867257, 
Moonee Ponds,Moonee Valley City Council,-37.7627,144.9141,121,3755.707763, 
Moonee Ponds,Moonee Valley City Council,-37.7641,144.9265, ,2352.941176, 
Moonee Ponds,Moonee Valley City Council,-37.7652,144.9116,41, ,6720
Newport,Hobsons Bay City Council,-37.8491,144.8903,121,4989.922481,14304.44444
Newport,Hobsons Bay City Council,-37.8469,144.8766,91,2980.392157,6972.477064
North Melbourne,Melbourne City Council,-37.8044,144.9481,141,7972.972973,12123.28767
North Melbourne,Melbourne City Council,-37.7976,144.9454,51, ,587134
Northcote,Darebin City Council,-37.7799,145.011,111,3103.448276,8307.692308
Northcote,Darebin City Council,-37.7766,144.9988,51, ,57000
Northcote,Darebin City Council,-37.7756,145.0002,121,2965.235174, 
Northcote,Darebin City Council,-37.7651,145.0062,89,2405.498282, 
Northcote,Darebin City Council,-37.7627,144.9986,111,4511.784512,12407.40741
Northcote,Darebin City Council,-37.7839,144.9991, , , 
Northcote,Darebin City Council,-37.7642,145.0025,51,6951.871658, 
Northcote,Darebin City Council,-37.7803,145.0063,101,2839.805825,10129.87013
